CoreID,TreeID,PlotID,Site,Tree,Species,Canopy Class,Live/Dead,DBH (cm),Stems,Total Cores,Core (A/B),Pith (Y/N),Pith Yr,inner present,Inner Measured,Outer Measured,Bark (Y/N),Inner Dated,Outer Dated,Dated,Notes,Zombie
FPA002A,FPA002,FPA,Florida Plantation,002,PIEL,C,LIVE,15.50,1,2,A,,,,,,,,,,,
FPA002B,FPA002,FPA,Florida Plantation,002,PIEL,C,LIVE,15.50,1,2,B,,,,,,,,,,,
FPA003A,FPA003,FPA,Florida Plantation,003,PIEL,C,LIVE,12.10,1,2,A,,,,,,,,,,,
FPA003B,FPA003,FPA,Florida Plantation,003,PIEL,C,LIVE,12.10,1,2,B,,,,,,,,,,,
FPA004A,FPA004,FPA,Florida Plantation,004,PIEL,C,LIVE,19.90,1,2,A,,,,,,,,,,,
FPA004B,FPA004,FPA,Florida Plantation,004,PIEL,C,LIVE,19.90,1,2,B,,,,,,,,,,,
FPA005A,FPA005,FPA,Florida Plantation,005,PIEL,C,LIVE,22.30,1,2,A,,,,,,,,,,,
FPA005B,FPA005,FPA,Florida Plantation,005,PIEL,C,LIVE,22.30,1,2,B,,,,,,,,,,,
FPA006A,FPA006,FPA,Florida Plantation,006,PIEL,C,LIVE,19.80,1,2,A,,,,,,,,,,,
FPA006B,FPA006,FPA,Florida Plantation,006,PIEL,C,LIVE,19.80,1,2,B,,,,,,,,,,,
FPA007A,FPA007,FPA,Florida Plantation,007,PIEL,C,LIVE,14.40,1,2,A,,,,,,,,,,,
FPA007B,FPA007,FPA,Florida Plantation,007,PIEL,C,LIVE,14.40,1,2,B,,,,,,,,,,,
FPA008A,FPA008,FPA,Florida Plantation,008,PIEL,C,LIVE,23.10,1,2,A,,,,,,,,,,,
FPA008B,FPA008,FPA,Florida Plantation,008,PIEL,C,LIVE,23.10,1,2,B,,,,,,,,,,,
FPA009A,FPA009,FPA,Florida Plantation,009,PIEL,C,LIVE,13.10,1,2,A,,,,,,,,,,,
FPA009B,FPA009,FPA,Florida Plantation,009,PIEL,C,LIVE,13.10,1,2,B,,,,,,,,,,,
FPA010A,FPA010,FPA,Florida Plantation,010,PIEL,C,LIVE,24.00,1,2,A,,,,,,,,,,,
FPA010B,FPA010,FPA,Florida Plantation,010,PIEL,C,LIVE,24.00,1,2,B,,,,,,,,,,,
FPA011A,FPA011,FPA,Florida Plantation,011,PIEL,C,LIVE,13.50,1,2,A,,,,,,,,,,,
FPA011B,FPA011,FPA,Florida Plantation,011,PIEL,C,LIVE,13.50,1,2,B,,,,,,,,,,,
FPA012A,FPA012,FPA,Florida Plantation,012,PIEL,C,LIVE,17.30,1,2,A,,,,,,,,,,,
FPA012B,FPA012,FPA,Florida Plantation,012,PIEL,C,LIVE,17.30,1,2,B,,,,,,,,,,,
FPA013A,FPA013,FPA,Florida Plantation,013,PIEL,C,LIVE,18.30,1,2,A,,,,,,,,,,,
FPA013B,FPA013,FPA,Florida Plantation,013,PIEL,C,LIVE,18.30,1,2,B,,,,,,,,,,,
FPA014A,FPA014,FPA,Florida Plantation,014,PIEL,C,LIVE,24.10,1,2,A,,,,,,,,,,,
FPA014B,FPA014,FPA,Florida Plantation,014,PIEL,C,LIVE,24.10,1,2,B,,,,,,,,,,,
FPA015A,FPA015,FPA,Florida Plantation,015,PIEL,C,LIVE,19.00,1,2,A,,,,,,,,,,,
FPA015B,FPA015,FPA,Florida Plantation,015,PIEL,C,LIVE,19.00,1,2,B,,,,,,,,,,,
FPA016A,FPA016,FPA,Florida Plantation,016,PIEL,C,LIVE,15.10,1,2,A,,,,,,,,,,,
FPA016B,FPA016,FPA,Florida Plantation,016,PIEL,C,LIVE,15.10,1,2,B,,,,,,,,,,,
FPA017A,FPA017,FPA,Florida Plantation,017,PIEL,C,LIVE,17.20,1,2,A,,,,,,,,,,,
FPA017B,FPA017,FPA,Florida Plantation,017,PIEL,C,LIVE,17.20,1,2,B,,,,,,,,,,,
FPA018A,FPA018,FPA,Florida Plantation,018,PIEL,C,LIVE,19.50,1,2,A,,,,,,,,,,,
FPA018B,FPA018,FPA,Florida Plantation,018,PIEL,C,LIVE,19.50,1,2,B,,,,,,,,,,,
FPA020A,FPA020,FPA,Florida Plantation,020,PIEL,C,LIVE,11.20,1,2,A,,,,,,,,,,,
FPA020B,FPA020,FPA,Florida Plantation,020,PIEL,C,LIVE,11.20,1,2,B,,,,,,,,,,,
FPA021A,FPA021,FPA,Florida Plantation,021,PIEL,C,LIVE,16.40,1,2,A,,,,,,,,,,,
FPA021B,FPA021,FPA,Florida Plantation,021,PIEL,C,LIVE,16.40,1,2,B,,,,,,,,,,,
FPA022A,FPA022,FPA,Florida Plantation,022,PIEL,C,LIVE,13.00,1,2,A,,,,,,,,,,,
FPA022B,FPA022,FPA,Florida Plantation,022,PIEL,C,LIVE,13.00,1,2,B,,,,,,,,,,,
FPA023A,FPA023,FPA,Florida Plantation,023,PIEL,C,LIVE,23.60,1,2,A,,,,,,,,,,,
FPA023B,FPA023,FPA,Florida Plantation,023,PIEL,C,LIVE,23.60,1,2,B,,,,,,,,,,,
FPA024A,FPA024,FPA,Florida Plantation,024,PIEL,C,LIVE,18.10,1,2,A,,,,,,,,,,,
FPA024B,FPA024,FPA,Florida Plantation,024,PIEL,C,LIVE,18.10,1,2,B,,,,,,,,,,,
FPA025A,FPA025,FPA,Florida Plantation,025,PIEL,C,LIVE,18.30,1,2,A,,,,,,,,,,,
FPA025B,FPA025,FPA,Florida Plantation,025,PIEL,C,LIVE,18.30,1,2,B,,,,,,,,,,,
FPA026A,FPA026,FPA,Florida Plantation,026,PIEL,C,LIVE,21.20,1,2,A,,,,,,,,,,,
FPA026B,FPA026,FPA,Florida Plantation,026,PIEL,C,LIVE,21.20,1,2,B,,,,,,,,,,,
FPA027A,FPA027,FPA,Florida Plantation,027,PIEL,C,LIVE,11.60,1,2,A,,,,,,,,,,,
FPA027B,FPA027,FPA,Florida Plantation,027,PIEL,C,LIVE,11.60,1,2,B,,,,,,,,,,,
FPA028A,FPA028,FPA,Florida Plantation,028,PIEL,C,LIVE,19.40,1,2,A,,,,,,,,,,,
FPA028B,FPA028,FPA,Florida Plantation,028,PIEL,C,LIVE,19.40,1,2,B,,,,,,,,,,,
FPA029A,FPA029,FPA,Florida Plantation,029,PIEL,C,LIVE,16.60,1,2,A,,,,,,,,,,,
FPA029B,FPA029,FPA,Florida Plantation,029,PIEL,C,LIVE,16.60,1,2,B,,,,,,,,,,,
FPA030A,FPA030,FPA,Florida Plantation,030,PIEL,C,LIVE,23.00,1,2,A,,,,,,,,,,,
FPA030B,FPA030,FPA,Florida Plantation,030,PIEL,C,LIVE,23.00,1,2,B,,,,,,,,,,,
FPA031A,FPA031,FPA,Florida Plantation,031,PIEL,C,LIVE,19.00,1,2,A,,,,,,,,,,,
FPA031B,FPA031,FPA,Florida Plantation,031,PIEL,C,LIVE,19.00,1,2,B,,,,,,,,,,,
FPA032A,FPA032,FPA,Florida Plantation,032,PIEL,C,LIVE,12.10,1,2,A,,,,,,,,,,,
FPA032B,FPA032,FPA,Florida Plantation,032,PIEL,C,LIVE,12.10,1,2,B,,,,,,,,,,,
FPA033A,FPA033,FPA,Florida Plantation,033,PIEL,C,LIVE,17.80,1,2,A,,,,,,,,,,,
FPA033B,FPA033,FPA,Florida Plantation,033,PIEL,C,LIVE,17.80,1,2,B,,,,,,,,,,,
FPA034A,FPA034,FPA,Florida Plantation,034,PIEL,C,LIVE,15.40,1,2,A,,,,,,,,,,,
FPA034B,FPA034,FPA,Florida Plantation,034,PIEL,C,LIVE,15.40,1,2,B,,,,,,,,,,,
FPA035A,FPA035,FPA,Florida Plantation,035,PIEL,C,LIVE,24.90,1,2,A,,,,,,,,,,,
FPA035B,FPA035,FPA,Florida Plantation,035,PIEL,C,LIVE,24.90,1,2,B,,,,,,,,,,,
FPA036A,FPA036,FPA,Florida Plantation,036,PIEL,C,LIVE,13.50,1,2,A,,,,,,,,,,,
FPA036B,FPA036,FPA,Florida Plantation,036,PIEL,C,LIVE,13.50,1,2,B,,,,,,,,,,,
FPA037A,FPA037,FPA,Florida Plantation,037,PIEL,C,LIVE,14.30,1,2,A,,,,,,,,,,,
FPA037B,FPA037,FPA,Florida Plantation,037,PIEL,C,LIVE,14.30,1,2,B,,,,,,,,,,,
FPA038A,FPA038,FPA,Florida Plantation,038,PIEL,C,LIVE,10.60,1,2,A,,,,,,,,,,,
FPA038B,FPA038,FPA,Florida Plantation,038,PIEL,C,LIVE,10.60,1,2,B,,,,,,,,,,,
FPB001A,FPB001,FPB,Florida Plantation,001,PIEL,C,LIVE,21.20,1,2,A,,,,,,,,,,,
FPB001B,FPB001,FPB,Florida Plantation,001,PIEL,C,LIVE,21.20,1,2,B,,,,,,,,,,,
FPB002A,FPB002,FPB,Florida Plantation,002,PIEL,C,LIVE,20.20,1,2,A,,,,,,,,,,,
FPB002B,FPB002,FPB,Florida Plantation,002,PIEL,C,LIVE,20.20,1,2,B,,,,,,,,,,,
FPB003A,FPB003,FPB,Florida Plantation,003,PIEL,C,LIVE,12.80,1,2,A,,,,,,,,,,,
FPB003B,FPB003,FPB,Florida Plantation,003,PIEL,C,LIVE,12.80,1,2,B,,,,,,,,,,,
FPB004A,FPB004,FPB,Florida Plantation,004,PIEL,C,LIVE,17.80,1,2,A,,,,,,,,,,,
FPB004B,FPB004,FPB,Florida Plantation,004,PIEL,C,LIVE,17.80,1,2,B,,,,,,,,,,,
FPB005A,FPB005,FPB,Florida Plantation,005,PIEL,C,LIVE,21.20,1,2,A,,,,,,,,,,,
FPB005B,FPB005,FPB,Florida Plantation,005,PIEL,C,LIVE,21.20,1,2,B,,,,,,,,,,,
FPB006A,FPB006,FPB,Florida Plantation,006,PIEL,C,LIVE,16.60,1,2,A,,,,,,,,,,,
FPB006B,FPB006,FPB,Florida Plantation,006,PIEL,C,LIVE,16.60,1,2,B,,,,,,,,,,,
FPB007A,FPB007,FPB,Florida Plantation,007,PIEL,C,LIVE,18.60,1,2,A,,,,,,,,,,,
FPB007B,FPB007,FPB,Florida Plantation,007,PIEL,C,LIVE,18.60,1,2,B,,,,,,,,,,,
FPB008A,FPB008,FPB,Florida Plantation,008,PIEL,C,LIVE,18.00,1,2,A,,,,,,,,,,,
FPB008B,FPB008,FPB,Florida Plantation,008,PIEL,C,LIVE,18.00,1,2,B,,,,,,,,,,,
FPB009A,FPB009,FPB,Florida Plantation,009,PIEL,C,LIVE,16.00,1,2,A,,,,,,,,,,,
FPB009B,FPB009,FPB,Florida Plantation,009,PIEL,C,LIVE,16.00,1,2,B,,,,,,,,,,,
FPB010A,FPB010,FPB,Florida Plantation,010,PIEL,C,LIVE,19.00,1,2,A,,,,,,,,,,,
FPB010B,FPB010,FPB,Florida Plantation,010,PIEL,C,LIVE,19.00,1,2,B,,,,,,,,,,,
FPB011A,FPB011,FPB,Florida Plantation,011,PIEL,C,LIVE,13.40,1,2,A,,,,,,,,,,,
FPB011B,FPB011,FPB,Florida Plantation,011,PIEL,C,LIVE,13.40,1,2,B,,,,,,,,,,,
FPB012A,FPB012,FPB,Florida Plantation,012,PIEL,C,LIVE,24.20,1,2,A,,,,,,,,,,,
FPB012B,FPB012,FPB,Florida Plantation,012,PIEL,C,LIVE,24.20,1,2,B,,,,,,,,,,,
FPB013A,FPB013,FPB,Florida Plantation,013,PIEL,C,LIVE,20.40,1,2,A,,,,,,,,,,,
FPB013B,FPB013,FPB,Florida Plantation,013,PIEL,C,LIVE,20.40,1,2,B,,,,,,,,,,,
FPB014A,FPB014,FPB,Florida Plantation,014,PIEL,C,LIVE,13.80,1,2,A,,,,,,,,,,,
FPB014B,FPB014,FPB,Florida Plantation,014,PIEL,C,LIVE,13.80,1,2,B,,,,,,,,,,,
FPB015A,FPB015,FPB,Florida Plantation,015,PIEL,C,LIVE,21.20,1,2,A,,,,,,,,,,,
FPB015B,FPB015,FPB,Florida Plantation,015,PIEL,C,LIVE,21.20,1,2,B,,,,,,,,,,,
FPB016A,FPB016,FPB,Florida Plantation,016,PIEL,C,LIVE,14.40,1,2,A,,,,,,,,,,,
FPB016B,FPB016,FPB,Florida Plantation,016,PIEL,C,LIVE,14.40,1,2,B,,,,,,,,,,,
FPB017A,FPB017,FPB,Florida Plantation,017,PIEL,C,LIVE,24.00,1,2,A,,,,,,,,,,,
FPB017B,FPB017,FPB,Florida Plantation,017,PIEL,C,LIVE,24.00,1,2,B,,,,,,,,,,,
FPB018A,FPB018,FPB,Florida Plantation,018,PIEL,C,LIVE,20.00,1,2,A,,,,,,,,,,,
FPB018B,FPB018,FPB,Florida Plantation,018,PIEL,C,LIVE,20.00,1,2,B,,,,,,,,,,,
FPB019A,FPB019,FPB,Florida Plantation,019,PIEL,C,LIVE,22.60,1,2,A,,,,,,,,,,,
FPB019B,FPB019,FPB,Florida Plantation,019,PIEL,C,LIVE,22.60,1,2,B,,,,,,,,,,,
FPB020A,FPB020,FPB,Florida Plantation,020,PIEL,C,LIVE,21.30,1,2,A,,,,,,,,,,,
FPB020B,FPB020,FPB,Florida Plantation,020,PIEL,C,LIVE,21.30,1,2,B,,,,,,,,,,,
FPB021A,FPB021,FPB,Florida Plantation,021,PIEL,C,LIVE,17.50,1,2,A,,,,,,,,,,,
FPB021B,FPB021,FPB,Florida Plantation,021,PIEL,C,LIVE,17.50,1,2,B,,,,,,,,,,,
FPB022A,FPB022,FPB,Florida Plantation,022,PIEL,C,LIVE,16.70,1,2,A,,,,,,,,,,,
FPB022B,FPB022,FPB,Florida Plantation,022,PIEL,C,LIVE,16.70,1,2,B,,,,,,,,,,,
FPB023A,FPB023,FPB,Florida Plantation,023,PIEL,C,LIVE,18.10,1,2,A,,,,,,,,,,,
FPB023B,FPB023,FPB,Florida Plantation,023,PIEL,C,LIVE,18.10,1,2,B,,,,,,,,,,,
FPB024A,FPB024,FPB,Florida Plantation,024,PIEL,C,LIVE,20.10,1,2,A,,,,,,,,,,,
FPB024B,FPB024,FPB,Florida Plantation,024,PIEL,C,LIVE,20.10,1,2,B,,,,,,,,,,,
FPB025A,FPB025,FPB,Florida Plantation,025,PIEL,C,LIVE,16.40,1,2,A,,,,,,,,,,,
FPB025B,FPB025,FPB,Florida Plantation,025,PIEL,C,LIVE,16.40,1,2,B,,,,,,,,,,,
FPB026A,FPB026,FPB,Florida Plantation,026,PIEL,C,LIVE,16.70,1,2,A,,,,,,,,,,,
FPB026B,FPB026,FPB,Florida Plantation,026,PIEL,C,LIVE,16.70,1,2,B,,,,,,,,,,,
FPB027A,FPB027,FPB,Florida Plantation,027,PIEL,C,LIVE,20.00,1,2,A,,,,,,,,,,,
FPB027B,FPB027,FPB,Florida Plantation,027,PIEL,C,LIVE,20.00,1,2,B,,,,,,,,,,,
FPB028A,FPB028,FPB,Florida Plantation,028,PIEL,C,LIVE,21.50,1,2,A,,,,,,,,,,,
FPB028B,FPB028,FPB,Florida Plantation,028,PIEL,C,LIVE,21.50,1,2,B,,,,,,,,,,,
FPB029A,FPB029,FPB,Florida Plantation,029,PIEL,C,LIVE,21.70,1,2,A,,,,,,,,,,,
FPB029B,FPB029,FPB,Florida Plantation,029,PIEL,C,LIVE,21.70,1,2,B,,,,,,,,,,,
FPB030A,FPB030,FPB,Florida Plantation,030,PIEL,C,LIVE,19.20,1,2,A,,,,,,,,,,,
FPB030B,FPB030,FPB,Florida Plantation,030,PIEL,C,LIVE,19.20,1,2,B,,,,,,,,,,,
FPB031A,FPB031,FPB,Florida Plantation,031,PIEL,C,LIVE,13.60,1,2,A,,,,,,,,,,,
FPB031B,FPB031,FPB,Florida Plantation,031,PIEL,C,LIVE,13.60,1,2,B,,,,,,,,,,,
FPB032A,FPB032,FPB,Florida Plantation,032,PIEL,C,LIVE,22.00,1,2,A,,,,,,,,,,,
FPB032B,FPB032,FPB,Florida Plantation,032,PIEL,C,LIVE,22.00,1,2,B,,,,,,,,,,,
FPB033A,FPB033,FPB,Florida Plantation,033,PIEL,C,LIVE,15.50,1,2,A,,,,,,,,,,,
FPB033B,FPB033,FPB,Florida Plantation,033,PIEL,C,LIVE,15.50,1,2,B,,,,,,,,,,,
FPB034A,FPB034,FPB,Florida Plantation,034,PIEL,C,LIVE,19.60,1,2,A,,,,,,,,,,,
FPB034B,FPB034,FPB,Florida Plantation,034,PIEL,C,LIVE,19.60,1,2,B,,,,,,,,,,,
FPB035A,FPB035,FPB,Florida Plantation,035,PIEL,C,LIVE,14.00,1,2,A,,,,,,,,,,,
FPB035B,FPB035,FPB,Florida Plantation,035,PIEL,C,LIVE,14.00,1,2,B,,,,,,,,,,,
FPB036A,FPB036,FPB,Florida Plantation,036,PIEL,C,LIVE,17.70,1,2,A,,,,,,,,,,,
FPB036B,FPB036,FPB,Florida Plantation,036,PIEL,C,LIVE,17.70,1,2,B,,,,,,,,,,,
FPB037A,FPB037,FPB,Florida Plantation,037,PIEL,C,LIVE,11.20,1,2,A,,,,,,,,,,,
FPB037B,FPB037,FPB,Florida Plantation,037,PIEL,C,LIVE,11.20,1,2,B,,,,,,,,,,,
FPC001A,FPC001,FPC,Florida Plantation,001,PIEL,C,LIVE,27.20,1,2,A,,,,,,,,,,,
FPC001B,FPC001,FPC,Florida Plantation,001,PIEL,C,LIVE,27.20,1,2,B,,,,,,,,,,,
FPC002A,FPC002,FPC,Florida Plantation,002,PIEL,C,LIVE,21.20,1,2,A,,,,,,,,,,,
FPC002B,FPC002,FPC,Florida Plantation,002,PIEL,C,LIVE,21.20,1,2,B,,,,,,,,,,,
FPC003A,FPC003,FPC,Florida Plantation,003,PIEL,C,LIVE,13.20,1,2,A,,,,,,,,,,,
FPC003B,FPC003,FPC,Florida Plantation,003,PIEL,C,LIVE,13.20,1,2,B,,,,,,,,,,,
FPC004A,FPC004,FPC,Florida Plantation,004,PIEL,C,LIVE,12.10,1,2,A,,,,,,,,,,,
FPC004B,FPC004,FPC,Florida Plantation,004,PIEL,C,LIVE,12.10,1,2,B,,,,,,,,,,,
FPC005A,FPC005,FPC,Florida Plantation,005,PIEL,C,LIVE,13.10,1,2,A,,,,,,,,,,,
FPC005B,FPC005,FPC,Florida Plantation,005,PIEL,C,LIVE,13.10,1,2,B,,,,,,,,,,,
FPC006A,FPC006,FPC,Florida Plantation,006,PIEL,C,LIVE,22.80,1,2,A,,,,,,,,,,,
FPC006B,FPC006,FPC,Florida Plantation,006,PIEL,C,LIVE,22.80,1,2,B,,,,,,,,,,,
FPC007A,FPC007,FPC,Florida Plantation,007,PIEL,C,LIVE,29.80,1,2,A,,,,,,,,,,,
FPC007B,FPC007,FPC,Florida Plantation,007,PIEL,C,LIVE,29.80,1,2,B,,,,,,,,,,,
FPC008A,FPC008,FPC,Florida Plantation,008,PIEL,C,LIVE,14.60,1,2,A,,,,,,,,,,,
FPC008B,FPC008,FPC,Florida Plantation,008,PIEL,C,LIVE,14.60,1,2,B,,,,,,,,,,,
FPC009A,FPC009,FPC,Florida Plantation,009,PIEL,C,LIVE,17.60,1,2,A,,,,,,,,,,,
FPC009B,FPC009,FPC,Florida Plantation,009,PIEL,C,LIVE,17.60,1,2,B,,,,,,,,,,,
FPC010A,FPC010,FPC,Florida Plantation,010,PIEL,C,LIVE,19.70,1,2,A,,,,,,,,,,,
FPC010B,FPC010,FPC,Florida Plantation,010,PIEL,C,LIVE,19.70,1,2,B,,,,,,,,,,,
FPC011A,FPC011,FPC,Florida Plantation,011,PIEL,C,LIVE,26.80,1,2,A,,,,,,,,,,,
FPC011B,FPC011,FPC,Florida Plantation,011,PIEL,C,LIVE,26.80,1,2,B,,,,,,,,,,,
FPC012A,FPC012,FPC,Florida Plantation,012,PIEL,C,LIVE,21.00,1,2,A,,,,,,,,,,,
FPC012B,FPC012,FPC,Florida Plantation,012,PIEL,C,LIVE,21.00,1,2,B,,,,,,,,,,,
FPC013A,FPC013,FPC,Florida Plantation,013,PIEL,C,LIVE,14.60,1,2,A,,,,,,,,,,,
FPC013B,FPC013,FPC,Florida Plantation,013,PIEL,C,LIVE,14.60,1,2,B,,,,,,,,,,,
FPC014A,FPC014,FPC,Florida Plantation,014,PIEL,C,LIVE,21.90,1,2,A,,,,,,,,,,,
FPC014B,FPC014,FPC,Florida Plantation,014,PIEL,C,LIVE,21.90,1,2,B,,,,,,,,,,,
FPC015A,FPC015,FPC,Florida Plantation,015,PIEL,*,DEAD,16.20,1,2,A,,,,,,,,,,,
FPC015B,FPC015,FPC,Florida Plantation,015,PIEL,*,DEAD,16.20,1,2,B,,,,,,,,,,,
FPC016A,FPC016,FPC,Florida Plantation,016,PIEL,C,LIVE,17.60,1,2,A,,,,,,,,,,,
FPC016B,FPC016,FPC,Florida Plantation,016,PIEL,C,LIVE,17.60,1,2,B,,,,,,,,,,,
FPC017A,FPC017,FPC,Florida Plantation,017,PIEL,C,LIVE,18.70,1,2,A,,,,,,,,,,,
FPC017B,FPC017,FPC,Florida Plantation,017,PIEL,C,LIVE,18.70,1,2,B,,,,,,,,,,,
FPC018A,FPC018,FPC,Florida Plantation,018,PIEL,C,LIVE,29.20,1,2,A,,,,,,,,,,,
FPC018B,FPC018,FPC,Florida Plantation,018,PIEL,C,LIVE,29.20,1,2,B,,,,,,,,,,,
FPC020A,FPC020,FPC,Florida Plantation,020,PIEL,C,LIVE,27.30,1,2,A,,,,,,,,,,,
FPC020B,FPC020,FPC,Florida Plantation,020,PIEL,C,LIVE,27.30,1,2,B,,,,,,,,,,,
FPC021A,FPC021,FPC,Florida Plantation,021,PIEL,C,LIVE,21.60,1,2,A,,,,,,,,,,,
FPC021B,FPC021,FPC,Florida Plantation,021,PIEL,C,LIVE,21.60,1,2,B,,,,,,,,,,,
FPC022A,FPC022,FPC,Florida Plantation,022,PIEL,C,LIVE,17.00,1,2,A,,,,,,,,,,,
FPC022B,FPC022,FPC,Florida Plantation,022,PIEL,C,LIVE,17.00,1,2,B,,,,,,,,,,,
FPC023A,FPC023,FPC,Florida Plantation,023,PIEL,C,LIVE,25.50,1,2,A,,,,,,,,,,,
FPC023B,FPC023,FPC,Florida Plantation,023,PIEL,C,LIVE,25.50,1,2,B,,,,,,,,,,,
FPC024A,FPC024,FPC,Florida Plantation,024,PIEL,C,LIVE,18.00,1,2,A,,,,,,,,,,,
FPC024B,FPC024,FPC,Florida Plantation,024,PIEL,C,LIVE,18.00,1,2,B,,,,,,,,,,,
FPC025A,FPC025,FPC,Florida Plantation,025,PIEL,C,LIVE,10.20,1,2,A,,,,,,,,,,,
FPC025B,FPC025,FPC,Florida Plantation,025,PIEL,C,LIVE,10.20,1,2,B,,,,,,,,,,,
FPC026A,FPC026,FPC,Florida Plantation,026,PIEL,C,LIVE,18.80,1,2,A,,,,,,,,,,,
FPC026B,FPC026,FPC,Florida Plantation,026,PIEL,C,LIVE,18.80,1,2,B,,,,,,,,,,,
FPC027A,FPC027,FPC,Florida Plantation,027,PIEL,C,LIVE,15.30,1,2,A,,,,,,,,,,,
FPC027B,FPC027,FPC,Florida Plantation,027,PIEL,C,LIVE,15.30,1,2,B,,,,,,,,,,,
FPC028A,FPC028,FPC,Florida Plantation,028,PIEL,C,LIVE,23.00,1,2,A,,,,,,,,,,,
FPC028B,FPC028,FPC,Florida Plantation,028,PIEL,C,LIVE,23.00,1,2,B,,,,,,,,,,,
FPC029A,FPC029,FPC,Florida Plantation,029,PIEL,C,LIVE,24.50,1,2,A,,,,,,,,,,,
FPC029B,FPC029,FPC,Florida Plantation,029,PIEL,C,LIVE,24.50,1,2,B,,,,,,,,,,,
FPC030A,FPC030,FPC,Florida Plantation,030,PIEL,C,LIVE,18.00,1,2,A,,,,,,,,,,,
FPC030B,FPC030,FPC,Florida Plantation,030,PIEL,C,LIVE,18.00,1,2,B,,,,,,,,,,,
FPC031A,FPC031,FPC,Florida Plantation,031,PIEL,C,LIVE,18.20,1,2,A,,,,,,,,,,,
FPC031B,FPC031,FPC,Florida Plantation,031,PIEL,C,LIVE,18.20,1,2,B,,,,,,,,,,,
FPC032A,FPC032,FPC,Florida Plantation,032,PIEL,C,LIVE,16.80,1,2,A,,,,,,,,,,,
FPC032B,FPC032,FPC,Florida Plantation,032,PIEL,C,LIVE,16.80,1,2,B,,,,,,,,,,,
FPC033A,FPC033,FPC,Florida Plantation,033,PIEL,C,LIVE,14.30,1,2,A,,,,,,,,,,,
FPC033B,FPC033,FPC,Florida Plantation,033,PIEL,C,LIVE,14.30,1,2,B,,,,,,,,,,,
FPC034A,FPC034,FPC,Florida Plantation,034,PIEL,C,LIVE,14.10,1,2,A,,,,,,,,,,,
FPC034B,FPC034,FPC,Florida Plantation,034,PIEL,C,LIVE,14.10,1,2,B,,,,,,,,,,,
FPC035A,FPC035,FPC,Florida Plantation,035,PIEL,C,LIVE,14.80,1,2,A,,,,,,,,,,,
FPC035B,FPC035,FPC,Florida Plantation,035,PIEL,C,LIVE,14.80,1,2,B,,,,,,,,,,,
FPC036A,FPC036,FPC,Florida Plantation,036,PIEL,C,LIVE,22.50,1,2,A,,,,,,,,,,,
FPC036B,FPC036,FPC,Florida Plantation,036,PIEL,C,LIVE,22.50,1,2,B,,,,,,,,,,,
FPC037A,FPC037,FPC,Florida Plantation,037,PIEL,C,LIVE,27.40,1,2,A,,,,,,,,,,,
FPC037B,FPC037,FPC,Florida Plantation,037,PIEL,C,LIVE,27.40,1,2,B,,,,,,,,,,,
FPC038A,FPC038,FPC,Florida Plantation,038,PIEL,C,LIVE,27.40,1,2,A,,,,,,,,,,,
FPC038B,FPC038,FPC,Florida Plantation,038,PIEL,C,LIVE,27.40,1,2,B,,,,,,,,,,,
MAA001A,MAA001,MAA,Michigan AmerifluxTower,001,ACRU,C,LIVE,25.80,1,2,A,,,,,,,,,,,
MAA001B,MAA001,MAA,Michigan AmerifluxTower,001,ACRU,C,LIVE,25.80,1,2,B,,,,,,,,,,,
MAA002A,MAA002,MAA,Michigan AmerifluxTower,002,ACRU,C,LIVE,29.40,1,2,A,,,,,,,,,,,
MAA002B,MAA002,MAA,Michigan AmerifluxTower,002,ACRU,C,LIVE,29.40,1,2,B,,,,,,,,,,,
MAA003A,MAA003,MAA,Michigan AmerifluxTower,003,BEPA,*,DEAD,21.20,1,2,A,,,,,,,,,,,
MAA003B,MAA003,MAA,Michigan AmerifluxTower,003,BEPA,*,DEAD,21.20,1,2,B,,,,,,,,,,,
MAA004A,MAA004,MAA,Michigan AmerifluxTower,004,BEPA,*,DEAD,27.70,1,2,A,,,,,,,,,,,
MAA004B,MAA004,MAA,Michigan AmerifluxTower,004,BEPA,*,DEAD,27.70,1,2,B,,,,,,,,,,,
MAA005A,MAA005,MAA,Michigan AmerifluxTower,005,BEPA,C,LIVE,22.30,1,2,A,,,,,,,,,,,
MAA005B,MAA005,MAA,Michigan AmerifluxTower,005,BEPA,C,LIVE,22.30,1,2,B,,,,,,,,,,,
MAA006A,MAA006,MAA,Michigan AmerifluxTower,006,BEPA,C,LIVE,24.30,1,2,A,,,,,,,,,,,
MAA006B,MAA006,MAA,Michigan AmerifluxTower,006,BEPA,C,LIVE,24.30,1,2,B,,,,,,,,,,,
MAA007A,MAA007,MAA,Michigan AmerifluxTower,007,BEPA,C,LIVE,29.30,1,2,A,,,,,,,,,,,
MAA007B,MAA007,MAA,Michigan AmerifluxTower,007,BEPA,C,LIVE,29.30,1,2,B,,,,,,,,,,,
MAA008A,MAA008,MAA,Michigan AmerifluxTower,008,BEPA,C,LIVE,27.60,1,2,A,,,,,,,,,,,
MAA008B,MAA008,MAA,Michigan AmerifluxTower,008,BEPA,C,LIVE,27.60,1,2,B,,,,,,,,,,,
MAA009A,MAA009,MAA,Michigan AmerifluxTower,009,BEPA,I,LIVE,20.50,1,2,A,,,,,,,,,,,
