CoreID,TreeID,PlotID,Site,Tree,Species,Canopy Class,Live/Dead,DBH (cm),Stems,Total Cores,Core (A/B),Pith (Y/N),Pith Yr,inner present,Inner Measured,Outer Measured,Bark (Y/N),Inner Dated,Outer Dated,Dated,Notes,Zombie
MMA028A,MMA028,MMA,Morgan Monroe State Park,028,ACSA,C,LIVE,46.51,1,2,A,N,1904,1905,1906,2013,Y,1906,2013,Y,,
MMA028B,MMA028,MMA,Morgan Monroe State Park,028,ACSA,C,LIVE,46.51,1,2,B,N,1911,1917,1918,2013,Y,1918,2013,Y,,
MMA029A,MMA029,MMA,Morgan Monroe State Park,029,ACSA,C,LIVE,33.60,1,2,A,N,1929,1934,1935,2013,Y,1935,2013,Y,,
MMA029B,MMA029,MMA,Morgan Monroe State Park,029,ACSA,C,LIVE,33.60,1,2,B,N,NA,1959,1959,2013,Y,1959,2013,Y,WOUND,
MMA030A,MMA030,MMA,Morgan Monroe State Park,030,QURU,D,LIVE,61.40,1,2,A,N,1907,1926,1927,2014,Y,1927,2014,Y,,
MMA030B,MMA030,MMA,Morgan Monroe State Park,030,QURU,D,LIVE,61.40,1,2,B,N,NA,1963,1964,2014,Y,1964,2014,Y,,
MMA031A,MMA031,MMA,Morgan Monroe State Park,031,FAGR,D,LIVE,52.37,1,2,A,N,NA,1927,1929,2014,Y,1929,2014,Y,ROT,
MMA031B,MMA031,MMA,Morgan Monroe State Park,031,FAGR,D,LIVE,52.37,1,2,B,N,NA,1934,1935,2014,Y,1935,2014,Y,ROT,
MMA032A,MMA032,MMA,Morgan Monroe State Park,032,FRAX,D,LIVE,60.15,1,2,A,N,1902,1910,1911,2014,Y,1911,2014,Y,,
MMA032B,MMA032,MMA,Morgan Monroe State Park,032,FRAX,D,LIVE,60.15,1,2,B,N,NA,1902,1903,2014,Y,1903,2014,Y,,
MMA033A,MMA033,MMA,Morgan Monroe State Park,033,ACSA,I,LIVE,39.78,1,2,A,N,1899,1911,1912,2013,Y,1912,2013,N,,
MMA033B,MMA033,MMA,Morgan Monroe State Park,033,ACSA,I,LIVE,39.78,1,2,B,N,1891,1900,1901,2013,Y,1901,2013,N,,
MMA034A,MMA034,MMA,Morgan Monroe State Park,034,ACSA,C,LIVE,22.50,1,2,A,N,NA,1930,1930,2013,Y,1930,2013,N,,
MMA034B,MMA034,MMA,Morgan Monroe State Park,034,ACSA,C,LIVE,22.50,1,2,B,N,1904,1904,1905,2013,Y,1905,2013,N,,
MMA035A,MMA035,MMA,Morgan Monroe State Park,035,ACSA,C,LIVE,31.68,1,2,A,N,1898,1904,1905,2013,Y,1905,2013,N,,
MMA035B,MMA035,MMA,Morgan Monroe State Park,035,ACSA,C,LIVE,31.68,1,2,B,N,NA,1912,1913,2013,Y,1913,2013,N,,
MMB001A,MMB001,MMB,Morgan Monroe State Park,001,LITU,D,LIVE,75.80,1,2,A,N,NA,1905,1907,2014,Y,1907,2014,Y,,
MMB001B,MMB001,MMB,Morgan Monroe State Park,001,LITU,D,LIVE,75.80,1,2,B,Y,1902,1902,1903,2013,Y,1903,2014,Y,,
MMB002A,MMB002,MMB,Morgan Monroe State Park,002,ACSA,S,LIVE,22.90,1,2,A,N,NA,1961,1962,2013,Y,1962,2013,Y,,
MMB002B,MMB002,MMB,Morgan Monroe State Park,002,ACSA,S,LIVE,22.90,1,2,B,N,NA,1955,1956,2013,Y,1956,2013,Y,,
MMB003A,MMB003,MMB,Morgan Monroe State Park,003,FAGR,S,LIVE,26.50,1,2,A,N,1934,1943,1944,2014,Y,1944,2014,Y,,
MMB003B,MMB003,MMB,Morgan Monroe State Park,003,FAGR,S,LIVE,26.50,1,2,B,N,1938,1948,1949,2014,Y,1949,2014,Y,,
MMB004A,MMB004,MMB,Morgan Monroe State Park,004,FAGR,C,LIVE,59.40,1,2,A,N,NA,1942,1943,2014,Y,1943,2014,Y,,
MMB004B,MMB004,MMB,Morgan Monroe State Park,004,FAGR,C,LIVE,59.40,1,2,B,N,NA,1930,1931,2014,Y,1931,2014,Y,,
MMB005A,MMB005,MMB,Morgan Monroe State Park,005,FAGR,S,LIVE,17.50,1,2,A,N,NA,1937,1938,2014,Y,1938,2014,N,,
MMB005B,MMB005,MMB,Morgan Monroe State Park,005,FAGR,S,LIVE,17.50,1,2,B,Y,1932,1932,1933,2014,Y,1933,2014,N,,
MMB006A,MMB006,MMB,Morgan Monroe State Park,006,QUAL,C,LIVE,53.40,1,2,A,N,NA,1969,1970,2014,Y,1970,2014,Y,,
MMB006B,MMB006,MMB,Morgan Monroe State Park,006,QUAL,C,LIVE,53.40,1,2,B,N,1906,1913,1914,2014,Y,1914,2014,Y,,
MMB007A,MMB007,MMB,Morgan Monroe State Park,007,ACSA,I,LIVE,37.10,1,2,A,N,NA,1945,1946,2013,Y,1946,2013,Y,,
MMB007B,MMB007,MMB,Morgan Monroe State Park,007,ACSA,I,LIVE,37.10,1,2,B,Y,1907,1907,1908,2013,Y,1908,2013,Y,,
MMB008A,MMB008,MMB,Morgan Monroe State Park,008,LITU,D,LIVE,77.30,1,3,A,N,1908,1908,1909,2013,Y,1909,2013,Y,,
MMB008B,MMB008,MMB,Morgan Monroe State Park,008,LITU,D,LIVE,77.30,1,3,B,Y,1907,1907,1908,2013,Y,1908,2013,Y,,
MMB008C,MMB008,MMB,Morgan Monroe State Park,008,LITU,D,LIVE,77.30,1,3,C,N,1908,1910,1911,2013,Y,1911,2013,Y,,
MMB009A,MMB009,MMB,Morgan Monroe State Park,009,QUAL,C,LIVE,53.50,1,2,A,N,1904,1905,1906,2014,Y,1906,2014,Y,,
MMB009B,MMB009,MMB,Morgan Monroe State Park,009,QUAL,C,LIVE,53.50,1,2,B,N,1904,1908,1909,2014,Y,1909,2014,Y,,
MMB010A,MMB010,MMB,Morgan Monroe State Park,010,TIAM,I,LIVE,30.00,1,2,A,N,NA,1925,1926,2014,Y,1926,2014,N,,
MMB010B,MMB010,MMB,Morgan Monroe State Park,010,TIAM,I,LIVE,30.00,1,2,B,N,NA,1936,1937,2013,Y,1937,2013,N,,
MMB011A,MMB011,MMB,Morgan Monroe State Park,011,TIAM,I,LIVE,49.40,1,2,A,N,1906,1912,1913,2013,Y,1913,2013,Y,,
MMB011B,MMB011,MMB,Morgan Monroe State Park,011,TIAM,I,LIVE,49.40,1,2,B,N,1909,1910,1911,2013,Y,1911,2013,Y,,
MMB012A,MMB012,MMB,Morgan Monroe State Park,012,ACSA,I,LIVE,24.30,1,2,A,N,NA,1969,1970,2014,Y,1970,2014,Y,WOUND,
MMB012B,MMB012,MMB,Morgan Monroe State Park,012,ACSA,I,LIVE,24.30,1,2,B,N,NA,1958,1959,2014,Y,1959,2014,Y,ROT/WOUND,
MMB013A,MMB013,MMB,Morgan Monroe State Park,013,SAAL,I,LIVE,33.40,1,2,A,N,NA,1999,2000,2014,Y,2000,2014,Y,BREAK,
MMB013B,MMB013,MMB,Morgan Monroe State Park,013,SAAL,I,LIVE,33.40,1,2,B,N,NA,1973,1974,2014,Y,1974,2014,Y,ROT,
MMB014A,MMB014,MMB,Morgan Monroe State Park,014,SAAL,I,LIVE,24.50,1,2,A,N,NA,1974,1975,2014,Y,1975,2014,Y,,
MMB014B,MMB014,MMB,Morgan Monroe State Park,014,SAAL,I,LIVE,24.50,1,2,B,N,NA,1975,1976,2014,Y,1976,2014,Y,,
MMB015A,MMB015,MMB,Morgan Monroe State Park,015,POGR,*,DEAD,21.20,1,2,A,N,1962,1963,1964,2008,N,1964,2008,Y,dead tree,
MMB015B,MMB015,MMB,Morgan Monroe State Park,015,POGR,*,DEAD,21.20,1,2,B,N,1965,1968,1969,2009,N,1969,2008,Y,dead tree,
MMB016A,MMB016,MMB,Morgan Monroe State Park,016,LITU,D,LIVE,87.40,1,3,A,Y,1919,1919,1920,2013,Y,1920,2013,Y,,
MMB016B,MMB016,MMB,Morgan Monroe State Park,016,LITU,D,LIVE,87.40,1,3,B,N,1918,1922,1923,2013,Y,1923,2013,Y,,
MMB016C,MMB016,MMB,Morgan Monroe State Park,016,LITU,D,LIVE,87.40,1,3,C,Y,1918,1918,1919,2013,Y,1919,2013,Y,,
MMB018A,MMB018,MMB,Morgan Monroe State Park,018,FAGR,I,LIVE,33.50,1,2,A,N,NA,1920,1923,2014,Y,1923,2014,Y,,
MMB018B,MMB018,MMB,Morgan Monroe State Park,018,FAGR,I,LIVE,33.50,1,2,B,Y,1907,1907,1908,2014,Y,1908,2013,Y,,
MMB019A,MMB019,MMB,Morgan Monroe State Park,019,ACSA,C,LIVE,41.50,1,1,A,N,NA,1964,1965,2014,Y,1965,2014,Y,WOUND,
MMB019B,MMB019,MMB,Morgan Monroe State Park,019,ACSA,C,LIVE,41.50,1,1,B,,,,,,,,,,no sample,
MMB020A,MMB020,MMB,Morgan Monroe State Park,020,LITU,D,LIVE,42.30,1,2,A,N,1968,1968,1969,2013,Y,1969,2013,Y,,
MMB020B,MMB020,MMB,Morgan Monroe State Park,020,LITU,D,LIVE,42.30,1,2,B,N,NA,1979,1980,2013,Y,1980,2013,Y,,
MMB021A,MMB021,MMB,Morgan Monroe State Park,021,LITU,C,LIVE,38.40,1,2,A,N,1969,1977,1978,2013,Y,1978,2013,Y,,
MMB021B,MMB021,MMB,Morgan Monroe State Park,021,LITU,C,LIVE,38.40,1,2,B,N,1969,1971,1972,2013,Y,1972,2013,Y,,
MMB022A,MMB022,MMB,Morgan Monroe State Park,022,FAGR,C,LIVE,45.50,1,2,A,N,1920,1924,1925,2014,Y,1925,2013,Y,,
MMB022B,MMB022,MMB,Morgan Monroe State Park,022,FAGR,C,LIVE,45.50,1,2,B,N,NA,1917,1918,2014,Y,1918,2014,N,,
MMB023A,MMB023,MMB,Morgan Monroe State Park,023,ACSA,I,LIVE,26.30,1,2,A,N,1904,1905,1906,2013,Y,1906,2013,Y,,
MMB023B,MMB023,MMB,Morgan Monroe State Park,023,ACSA,I,LIVE,26.30,1,2,B,N,1908,1909,1910,2014,Y,1910,2014,N,,
MMB024A,MMB024,MMB,Morgan Monroe State Park,024,FRPE,D,LIVE,59.20,1,2,A,N,1901,1905,1906,2014,Y,1906,2014,Y,,
MMB024B,MMB024,MMB,Morgan Monroe State Park,024,FRPE,D,LIVE,59.20,1,2,B,N,1903,1904,1905,2014,Y,1905,2014,Y,,
MMB025A,MMB025,MMB,Morgan Monroe State Park,025,ACSA,I,LIVE,44.40,1,2,A,N,1899,1903,1904,2013,Y,1904,2013,Y,,
MMB025B,MMB025,MMB,Morgan Monroe State Park,025,ACSA,I,LIVE,44.40,1,2,B,N,1901,1924,1925,2013,Y,1925,2013,Y,,
MMB026A,MMB026,MMB,Morgan Monroe State Park,026,ACSA,I,LIVE,27.80,1,2,A,N,1903,1904,1905,2013,Y,1905,2013,Y,,
MMB026B,MMB026,MMB,Morgan Monroe State Park,026,ACSA,I,LIVE,27.80,1,2,B,N,1903,1904,1905,2013,Y,1905,2013,Y,,
MMC001A,MMC001,MMC,Morgan Monroe State Park,001,ACSA,C,LIVE,39.80,1,2,A,N,1907,1909,1910,2013,Y,1910,2013,N,,
MMC001B,MMC001,MMC,Morgan Monroe State Park,001,ACSA,C,LIVE,39.80,1,2,B,N,1906,1907,1908,2013,Y,1908,2013,N,,
MMC002A,MMC002,MMC,Morgan Monroe State Park,002,ACSA,C,LIVE,22.10,1,2,A,N,1911,1917,1918,2013,Y,1918,2013,N,,
MMC002B,MMC002,MMC,Morgan Monroe State Park,002,ACSA,C,LIVE,22.10,1,2,B,N,1914,1925,1926,2014,Y,1926,2014,N,,
MMC003A,MMC003,MMC,Morgan Monroe State Park,003,SAAL,I,LIVE,23.10,1,2,A,Y,1967,1967,1968,2014,Y,1968,2014,Y,,
MMC003B,MMC003,MMC,Morgan Monroe State Park,003,SAAL,I,LIVE,23.10,1,2,B,N,1967,1968,1969,2014,Y,1969,2014,Y,,
MMC004A,MMC004,MMC,Morgan Monroe State Park,004,PODE,C,LIVE,41.10,1,2,A,Y,1966,1966,1967,2013,Y,1967,2013,N,,
MMC004B,MMC004,MMC,Morgan Monroe State Park,004,PODE,C,LIVE,41.10,1,2,B,N,NA,1976,1977,2013,Y,1977,2013,N,,
MMC005A,MMC005,MMC,Morgan Monroe State Park,005,SAAL,*,DEAD,15.20,1,2,A,N,1970,1972,1973,2014,Y,1973,2014,Y,,
MMC005B,MMC005,MMC,Morgan Monroe State Park,005,SAAL,*,DEAD,15.20,1,2,B,,NA,NA,NA,NA,NA,NA,NA,NA,"DIDN'T MEASURE, POOR SANDING, NO RINGS",
MMC006A,MMC006,MMC,Morgan Monroe State Park,006,ACSA,C,LIVE,45.70,1,2,A,N,NA,1974,1978,2013,Y,1978,2014,Y,BIG RINGS IN MIDDLE PREVENTED SOME MEASUREMENT,
MMC006B,MMC006,MMC,Morgan Monroe State Park,006,ACSA,C,LIVE,45.70,1,2,B,N,NA,1980,1982,2013,Y,1982,2014,Y,BRANCH SCAR,
MMC007A,MMC007,MMC,Morgan Monroe State Park,007,ACSA,S,LIVE,16.40,1,2,A,N,NA,1972,1973,2014,Y,1973,2014,N,,
MMC007B,MMC007,MMC,Morgan Monroe State Park,007,ACSA,S,LIVE,16.40,1,2,B,Y,1965,1965,1966,2012,N,1966,2012,Y,"NOT A ZOMBIE, BUT BROKEN",
MMC008A,MMC008,MMC,Morgan Monroe State Park,008,ACSA,S,LIVE,13.80,1,2,A,Y,1967,1967,1968,2012,Y,1968,2012,Y,,Y
MMC008B,MMC008,MMC,Morgan Monroe State Park,008,ACSA,S,LIVE,13.80,1,2,B,Y,1968,1968,1969,2013,Y,1969,2014,Y,,
MMC009A,MMC009,MMC,Morgan Monroe State Park,009,OIDE,D,LIVE,33.20,1,2,A,N,1967,1973,1974,2013,Y,1974,2013,N,,
MMC009B,MMC009,MMC,Morgan Monroe State Park,009,OIDE,D,LIVE,33.20,1,2,B,N,1966,1978,1980,2013,Y,1980,2013,N,,
MMC010A,MMC010,MMC,Morgan Monroe State Park,010,QUAL,C,LIVE,51.80,1,2,A,N,1904,1913,1914,2014,Y,1914,2014,Y,,
MMC010B,MMC010,MMC,Morgan Monroe State Park,010,QUAL,C,LIVE,51.80,1,2,B,N,1908,1915,1917,2014,Y,1917,2014,Y,,
MMC011A,MMC011,MMC,Morgan Monroe State Park,011,FRAX,C,LIVE,35.80,1,2,A,N,NA,1909,1910,2014,Y,1910,2014,Y,,
MMC011B,MMC011,MMC,Morgan Monroe State Park,011,FRAX,C,LIVE,35.80,1,2,B,N,NA,1903,1904,2014,Y,1904,2014,N,,
MMC012A,MMC012,MMC,Morgan Monroe State Park,012,ASTR,S,LIVE,12.30,1,2,A,Y,1977,1977,1978,2013,Y,1978,2013,N,,
MMC012B,MMC012,MMC,Morgan Monroe State Park,012,ASTR,S,LIVE,12.30,1,2,B,N,NA,1977,1978,2013,Y,1978,2013,N,,
MMC013A,MMC013,MMC,Morgan Monroe State Park,013,SAAL,C,LIVE,35.10,1,2,A,N,NA,1988,1989,2014,Y,1989,2014,Y,,
MMC013B,MMC013,MMC,Morgan Monroe State Park,013,SAAL,C,LIVE,35.10,1,2,B,N,NA,1997,1998,2014,Y,1998,2014,Y,,
MMC014A,MMC014,MMC,Morgan Monroe State Park,014,ACSA,I,LIVE,24.80,1,2,A,N,1911,1912,1913,2010,Y,1960,2014,Y,CUT FOR DATING,
MMC014B,MMC014,MMC,Morgan Monroe State Park,014,ACSA,I,LIVE,24.80,1,2,B,Y,1914,1914,1915,2014,Y,1915,2014,N,,
MMC015A,MMC015,MMC,Morgan Monroe State Park,015,ASTR,S,LIVE,10.90,1,2,A,Y,1980,1980,1981,2013,Y,1981,2013,N,,
MMC015B,MMC015,MMC,Morgan Monroe State Park,015,ASTR,S,LIVE,10.90,1,2,B,N,1980,1981,1982,2013,Y,1982,2013,N,,
MMC016A,MMC016,MMC,Morgan Monroe State Park,016,QUAL,C,LIVE,91.80,1,2,A,N,NA,1967,1967,2014,Y,1967,2014,Y,Rot,
MMC016B,MMC016,MMC,Morgan Monroe State Park,016,QUAL,C,LIVE,91.80,1,2,B,N,NA,1913,1914,2014,Y,1914,2014,Y,Rot,
MMC017A,MMC017,MMC,Morgan Monroe State Park,017,SAAL,I,LIVE,25.74,1,2,A,N,NA,1974,1975,2014,Y,1975,2014,Y,,
MMC017B,MMC017,MMC,Morgan Monroe State Park,017,SAAL,I,LIVE,25.74,1,2,B,N,NA,1984,1985,2014,Y,1985,2014,Y,,
MMC018A,MMC018,MMC,Morgan Monroe State Park,018,SAAL,S,LIVE,23.60,1,2,A,N,NA,1966,1967,2014,Y,1967,2014,Y,,
MMC018B,MMC018,MMC,Morgan Monroe State Park,018,SAAL,S,LIVE,23.60,1,2,B,N,1964,1967,1968,2014,Y,1968,2014,Y,,
MMC019A,MMC019,MMC,Morgan Monroe State Park,019,ACSA,C,LIVE,26.70,1,2,A,N,NA,1943,1943,2007,Y,1943,2007,Y,BRANCH SCAR,Y
MMC019B,MMC019,MMC,Morgan Monroe State Park,019,ACSA,C,LIVE,26.70,1,2,B,N,1904,1915,1916,2006,N,1916,2006,Y,,Y
MMC020A,MMC020,MMC,Morgan Monroe State Park,020,ACSA,C,LIVE,41.10,1,2,A,N,1909,1911,1913,2013,Y,1913,2013,Y,,
MMC020B,MMC020,MMC,Morgan Monroe State Park,020,ACSA,C,LIVE,41.10,1,2,B,N,1904,1908,1909,2013,Y,1909,2013,Y,,
MMC021A,MMC021,MMC,Morgan Monroe State Park,021,ACSA,C,LIVE,47.70,1,2,A,,,,,,,,,,no sample,
MMC021B,MMC021,MMC,Morgan Monroe State Park,021,ACSA,C,LIVE,47.70,1,2,B,N,1932,1933,1934,2013,Y,1934,2013,N,,
MMC022A,MMC022,MMC,Morgan Monroe State Park,022,SAAL,I,LIVE,20.30,1,2,A,N,1971,1978,1979,2014,Y,1979,2014,Y,,
MMC022B,MMC022,MMC,Morgan Monroe State Park,022,SAAL,I,LIVE,20.30,1,2,B,N,1968,1969,1970,2014,Y,1970,2014,Y,,
MMC023A,MMC023,MMC,Morgan Monroe State Park,023,LITU,C,LIVE,28.70,1,2,A,N,1972,1972,1973,2014,Y,1973,2014,Y,,
MMC023B,MMC023,MMC,Morgan Monroe State Park,023,LITU,C,LIVE,28.70,1,2,B,N,1974,1977,1979,2014,Y,1979,2017,Y,,
MMC024A,MMC024,MMC,Morgan Monroe State Park,024,QUAL,C,LIVE,55.60,1,2,A,N,1910,1914,1915,2014,Y,1915,2014,Y,,
MMC024B,MMC024,MMC,Morgan Monroe State Park,024,QUAL,C,LIVE,55.60,1,2,B,N,1911,1917,1918,2014,Y,1918,2014,Y,,
MMC025A,MMC025,MMC,Morgan Monroe State Park,025,ASTR,C,LIVE,26.00,1,2,A,N,NA,1928,1929,2013,Y,1929,2013,N,,
MMC025B,MMC025,MMC,Morgan Monroe State Park,025,ASTR,C,LIVE,26.00,1,2,B,N,1909,1910,1911,2013,Y,1911,2013,N,,
MMC026A,MMC026,MMC,Morgan Monroe State Park,026,LITU,C,LIVE,48.80,1,3,A,Y,1908,1908,1909,2013,Y,1909,2013,Y,,
MMC026B,MMC026,MMC,Morgan Monroe State Park,026,LITU,C,LIVE,48.80,1,3,B,N,NA,1913,1914,2013,Y,1914,2013,Y,,
MMC026C,MMC026,MMC,Morgan Monroe State Park,026,LITU,C,LIVE,48.80,1,3,C,N,1906,1912,1913,2013,Y,1913,2013,Y,,
MMC027A,MMC027,MMC,Morgan Monroe State Park,027,LITU,C,LIVE,37.40,1,2,A,N,1903,1923,1924,2013,Y,1924,2013,Y,,
MMC027B,MMC027,MMC,Morgan Monroe State Park,027,LITU,C,LIVE,37.40,1,2,B,N,1904,1910,1911,2013,Y,1911,2013,Y,,
MMC028A,MMC028,MMC,Morgan Monroe State Park,028,ACSA,I,LIVE,33.20,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUT OF PHASE, NOT MEASURED",
MMC028B,MMC028,MMC,Morgan Monroe State Park,028,ACSA,I,LIVE,33.20,1,2,B,,,,,,,,,,no sample,
MMC029A,MMC029,MMC,Morgan Monroe State Park,029,ACSA,C,LIVE,35.20,1,2,A,N,1908,1911,1912,2013,Y,1912,2013,Y,,
MMC029B,MMC029,MMC,Morgan Monroe State Park,029,ACSA,C,LIVE,35.20,1,2,B,N,NA,1931,1932,2013,Y,1932,2013,Y,,
MMC030A,MMC030,MMC,Morgan Monroe State Park,030,FRAX,C,LIVE,44.50,1,2,A,N,NA,1957,1958,2014,Y,1958,2014,N,,
MMC030B,MMC030,MMC,Morgan Monroe State Park,030,FRAX,C,LIVE,44.50,1,2,B,N,NA,1977,1977,2014,Y,1977,2014,N,,
MMC031A,MMC031,MMC,Morgan Monroe State Park,031,ACSA,C,LIVE,30.20,1,2,A,N,1905,1909,1910,2012,Y,1910,2012,Y,SHIFTED,Y
MMC031B,MMC031,MMC,Morgan Monroe State Park,031,ACSA,C,LIVE,30.20,1,2,B,N,NA,1920,1921,2014,Y,1921,2014,N,,
MMC032A,MMC032,MMC,Morgan Monroe State Park,032,FRPE,C,LIVE,51.20,1,2,A,Y,1903,1903,1904,2014,Y,1904,2014,Y,,
MMC032B,MMC032,MMC,Morgan Monroe State Park,032,FRPE,C,LIVE,51.20,1,2,B,N,1903,1906,1907,2014,Y,1907,2014,Y,,
MMC033A,MMC033,MMC,Morgan Monroe State Park,033,QUAL,C,LIVE,58.60,1,2,A,N,1902,1904,1905,2014,Y,1905,2014,Y,,
MMC033B,MMC033,MMC,Morgan Monroe State Park,033,QUAL,C,LIVE,58.60,1,2,B,N,NA,1912,1913,2014,Y,1913,2014,,,
MOA001A,MOA001,MOA,Missouri Ozark,001,JUVI,S,LIVE,19.09,1,2,A,,,,,,,,,,,
MOA001B,MOA001,MOA,Missouri Ozark,001,JUVI,S,LIVE,19.09,1,2,B,,,,,,,,,,,
MOA002A,MOA002,MOA,Missouri Ozark,002,CACO,C,LIVE,31.90,1,2,A,,,,,,,,,,,
MOA002B,MOA002,MOA,Missouri Ozark,002,CACO,C,LIVE,31.90,1,2,B,,,,,,,,,,,
MOA003A,MOA003,MOA,Missouri Ozark,003,CACO,C,LIVE,29.41,1,2,A,,,,,,,,,,,
MOA003B,MOA003,MOA,Missouri Ozark,003,CACO,C,LIVE,29.41,1,2,B,,,,,,,,,,,
MOA004A,MOA004,MOA,Missouri Ozark,004,JUVI,C,LIVE,27.32,1,2,A,,,,,,,,,,,
MOA004B,MOA004,MOA,Missouri Ozark,004,JUVI,C,LIVE,27.32,1,2,B,,,,,,,,,,,
MOA005A,MOA005,MOA,Missouri Ozark,005,JUVI,S,LIVE,14.15,1,2,A,,,,,,,,,,,
MOA005B,MOA005,MOA,Missouri Ozark,005,JUVI,S,LIVE,14.15,1,2,B,,,,,,,,,,,
MOA006A,MOA006,MOA,Missouri Ozark,006,JUVI,S,LIVE,17.30,1,2,A,,,,,,,,,,,
MOA006B,MOA006,MOA,Missouri Ozark,006,JUVI,S,LIVE,17.30,1,2,B,,,,,,,,,,,
MOA007A,MOA007,MOA,Missouri Ozark,007,JUVI,S,LIVE,21.05,1,2,A,,,,,,,,,,,
MOA007B,MOA007,MOA,Missouri Ozark,007,JUVI,S,LIVE,21.05,1,2,B,,,,,,,,,,,
MOA008A,MOA008,MOA,Missouri Ozark,008,CAOV,C,LIVE,27.07,1,2,A,,,,,,,,,,,
MOA008B,MOA008,MOA,Missouri Ozark,008,CAOV,C,LIVE,27.07,1,2,B,,,,,,,,,,,
MOA009A,MOA009,MOA,Missouri Ozark,009,CAOV,C,LIVE,14.65,1,2,A,,,,,,,,,,,
MOA009B,MOA009,MOA,Missouri Ozark,009,CAOV,C,LIVE,14.65,1,2,B,,,,,,,,,,,
MOA010A,MOA010,MOA,Missouri Ozark,010,JUVI,S,LIVE,16.19,1,2,A,,,,,,,,,,,
MOA010B,MOA010,MOA,Missouri Ozark,010,JUVI,S,LIVE,16.19,1,2,B,,,,,,,,,,,
MOA011A,MOA011,MOA,Missouri Ozark,011,CATE,I,LIVE,20.30,1,2,A,,,,,,,,,,,
MOA011B,MOA011,MOA,Missouri Ozark,011,CATE,I,LIVE,20.30,1,2,B,,,,,,,,,,,
MOA012A,MOA012,MOA,Missouri Ozark,012,CATE,I,LIVE,14.27,1,2,A,,,,,,,,,,,
MOA012B,MOA012,MOA,Missouri Ozark,012,CATE,I,LIVE,14.27,1,2,B,,,,,,,,,,,
MOA013A,MOA013,MOA,Missouri Ozark,013,CAOV,S,LIVE,13.52,1,2,A,,,,,,,,,,,
MOA013B,MOA013,MOA,Missouri Ozark,013,CAOV,S,LIVE,13.52,1,2,B,,,,,,,,,,,
MOA014A,MOA014,MOA,Missouri Ozark,014,QUAL,D,LIVE,43.29,1,2,A,,,,,,,,,,,
MOA014B,MOA014,MOA,Missouri Ozark,014,QUAL,D,LIVE,43.29,1,2,B,,,,,,,,,,,
MOA015A,MOA015,MOA,Missouri Ozark,015,QUAL,D,LIVE,38.78,1,2,A,,,,,,,,,,,
MOA015B,MOA015,MOA,Missouri Ozark,015,QUAL,D,LIVE,38.78,1,2,B,,,,,,,,,,,
MOA016A,MOA016,MOA,Missouri Ozark,016,CAOV,D,LIVE,12.07,1,2,A,,,,,,,,,,,
MOA016B,MOA016,MOA,Missouri Ozark,016,CAOV,D,LIVE,12.07,1,2,B,,,,,,,,,,,
MOA017A,MOA017,MOA,Missouri Ozark,017,QUVE,D,LIVE,35.30,1,2,A,,,,,,,,,,,
MOA017B,MOA017,MOA,Missouri Ozark,017,QUVE,D,LIVE,35.30,1,2,B,,,,,,,,,,,
MOA018A,MOA018,MOA,Missouri Ozark,018,CAOV,I,LIVE,14.52,1,2,A,,,,,,,,,,,
MOA018B,MOA018,MOA,Missouri Ozark,018,CAOV,I,LIVE,14.52,1,2,B,,,,,,,,,,,
MOA019A,MOA019,MOA,Missouri Ozark,019,CALA,S,LIVE,11.71,1,2,A,,,,,,,,,,,
MOA019B,MOA019,MOA,Missouri Ozark,019,CALA,S,LIVE,11.71,1,2,B,,,,,,,,,,,
MOA020A,MOA020,MOA,Missouri Ozark,020,CACO,C,LIVE,22.80,1,2,A,,,,,,,,,,,
MOA020B,MOA020,MOA,Missouri Ozark,020,CACO,C,LIVE,22.80,1,2,B,,,,,,,,,,,
MOA021A,MOA021,MOA,Missouri Ozark,021,ULRU,S,LIVE,22.80,1,2,A,,,,,,,,,,,
MOA021B,MOA021,MOA,Missouri Ozark,021,ULRU,S,LIVE,22.80,1,2,B,,,,,,,,,,,
MOA022A,MOA022,MOA,Missouri Ozark,022,JUVI,I,LIVE,22.63,1,2,A,,,,,,,,,,,
MOA022B,MOA022,MOA,Missouri Ozark,022,JUVI,I,LIVE,22.63,1,2,B,,,,,,,,,,,
MOA023A,MOA023,MOA,Missouri Ozark,023,JUVI,C,LIVE,16.48,1,2,A,,,,,,,,,,,
MOA023B,MOA023,MOA,Missouri Ozark,023,JUVI,C,LIVE,16.48,1,2,B,,,,,,,,,,,
MOA024A,MOA024,MOA,Missouri Ozark,024,JUVI,C,LIVE,16.21,1,2,A,,,,,,,,,,,
MOA024B,MOA024,MOA,Missouri Ozark,024,JUVI,C,LIVE,16.21,1,2,B,,,,,,,,,,,
MOA025A,MOA025,MOA,Missouri Ozark,025,CAOV,D,LIVE,26.92,1,2,A,,,,,,,,,,,
MOA025B,MOA025,MOA,Missouri Ozark,025,CAOV,D,LIVE,26.92,1,2,B,,,,,,,,,,,
MOA026A,MOA026,MOA,Missouri Ozark,026,CAOV,D,LIVE,18.51,1,2,A,,,,,,,,,,,
MOA026B,MOA026,MOA,Missouri Ozark,026,CAOV,D,LIVE,18.51,1,2,B,,,,,,,,,,,
