TreeID,PlotID,site,tree,spp,canopy.class,live.dead,dbh,stems,total.cores,ba.cm,ba.meter.ha,density,notes,Distance,Azimuth
DLA014,DLA,Duke Loblolly,14,PITA,*,DEAD,13.3,1,2,138.9,0.261671598,18.83490451,,6.64,312
DLA015,DLA,Duke Loblolly,15,LITU,I,LIVE,12.5,1,2,122.7,0.231139053,18.83490451,,1.54,311
DLA016,DLA,Duke Loblolly,16,PITA,C,LIVE,33.6,1,2,886.7,0.7056,7.957747155,,5.1,294
DLA017,DLA,Duke Loblolly,17,PITA,C,LIVE,23.1,1,2,419.1,0.33350625,7.957747155,,7.78,294
DLA018,DLA,Duke Loblolly,18,PITA,*,DEAD,20.1,1,2,317.3,0.25250625,7.957747155,,9.54,309
DLA019,DLA,Duke Loblolly,19,PITA,C,LIVE,30.4,1,2,725.8,0.5776,7.957747155,,11.65,309
DLA020,DLA,Duke Loblolly,20,PITA,C,LIVE,27.7,1,2,602.6,0.47955625,7.957747155,,10.49,298
DLA021,DLA,Duke Loblolly,21,PITA,C,LIVE,33.7,1,2,892,0.70980625,7.957747155,,9.24,282
DLA022,DLA,Duke Loblolly,22,PITA,C,LIVE,31.7,1,2,789.2,0.62805625,7.957747155,,10.96,274
DLA023,DLA,Duke Loblolly,23,PITA,C,LIVE,39.9,1,2,1250.4,0.99500625,7.957747155,,9.62,260
DLA024,DLA,Duke Loblolly,24,PITA,C,LIVE,29.2,1,2,669.7,0.5329,7.957747155,,6.93,266
DLA025,DLA,Duke Loblolly,25,PITA,C,LIVE,29.8,1,2,697.5,0.555025,7.957747155,,4.1,268
DLA026,DLA,Duke Loblolly,26,PITA,C,LIVE,27,1,2,572.6,0.455625,7.957747155,,4.18,238
DLA027,DLA,Duke Loblolly,27,PRSE,*,DEAD,10.9,1,0,93.3,0.175754438,18.83490451,"CHECK SPP, unstable no core",7.73,237
DLA028,DLA,Duke Loblolly,28,PITA,C,LIVE,25.4,1,2,506.7,0.403225,7.957747155,,10.04,244
DLA029,DLA,Duke Loblolly,29,PITA,C,LIVE,28.2,1,2,624.6,0.497025,7.957747155,,11.46,229
DLA030,DLA,Duke Loblolly,30,PITA,C,LIVE,22.9,1,2,411.9,0.32775625,7.957747155,,8.22,229
DLA031,DLA,Duke Loblolly,31,PRSE,S,LIVE,11.4,1,2,102.1,0.192248521,18.83490451,"check, spp",4.82,222
DLA032,DLA,Duke Loblolly,32,PITA,C,LIVE,31.1,1,2,759.6,0.60450625,7.957747155,,5.47,217
DLA033,DLA,Duke Loblolly,33,PITA,C,LIVE,36.6,1,2,1052.1,0.837225,7.957747155,,7.49,207
DLA034,DLA,Duke Loblolly,34,PITA,*,DEAD,14.4,1,2,162.9,0.306745562,18.83490451,,8.99,214
DLA035,DLA,Duke Loblolly,35,PITA,C,LIVE,26.4,1,2,547.4,0.4356,7.957747155,,12.97,223
DLA036,DLA,Duke Loblolly,36,PITA,C,LIVE,38,1,2,1134.1,0.9025,7.957747155,,12.97,206
DLA037,DLA,Duke Loblolly,37,PITA,C,LIVE,20.8,1,2,339.8,0.2704,7.957747155,,11.34,212
DLA038,DLA,Duke Loblolly,38,PITA,C,LIVE,31.5,1,2,779.3,0.62015625,7.957747155,,5.18,176
DLA039,DLA,Duke Loblolly,39,LIST,I,LIVE,14.6,1,2,167.4,0.315325444,18.83490451,,12.4,166
DLA040,DLA,Duke Loblolly,40,PITA,C,LIVE,32.1,1,2,809.3,0.64400625,7.957747155,,11.02,162
DLA041,DLA,Duke Loblolly,41,PITA,C,LIVE,21.7,1,2,369.8,0.29430625,7.957747155,,9.05,255
DLA042,DLA,Duke Loblolly,42,PITA,*,DEAD,24,1,0,452.4,0.36,7.957747155,"rotten, no core",7.42,156
DLA043,DLA,Duke Loblolly,43,PITA,C,LIVE,29,1,2,660.5,0.525625,7.957747155,,5,146
DLA044,DLA,Duke Loblolly,44,PITA,C,LIVE,30.2,1,2,716.3,0.570025,7.957747155,,3.32,137
DLA045,DLA,Duke Loblolly,45,PITA,C,LIVE,26.1,1,2,535,0.42575625,7.957747155,,7.21,138
DLA046,DLA,Duke Loblolly,46,PITA,*,DEAD,16.7,1,0,219,0.412559172,18.83490451,"rotten, no core",10.76,141
DLA047,DLA,Duke Loblolly,47,PITA,C,LIVE,24.6,1,2,475.3,0.378225,7.957747155,,11.73,141
DLA048,DLA,Duke Loblolly,48,PITA,C,LIVE,26.5,1,2,551.5,0.43890625,7.957747155,,12.52,137
DLA049,DLA,Duke Loblolly,49,PITA,C,LIVE,22.4,1,2,394.1,0.3136,7.957747155,,12.21,150
DLA050,DLA,Duke Loblolly,50,PRSE,I,LIVE,11.2,1,2,98.5,0.18556213,18.83490451,species?,10.81,129
DLA051,DLA,Duke Loblolly,51,PITA,C,LIVE,26.8,1,2,564.1,0.4489,7.957747155,,8.28,127
DLA052,DLA,Duke Loblolly,52,PITA,C,LIVE,25,1,2,490.9,0.390625,7.957747155,,5.77,132
DLA053,DLA,Duke Loblolly,53,PITA,C,LIVE,31.9,1,2,799.2,0.63600625,7.957747155,,3.95,109
DLA054,DLA,Duke Loblolly,54,PITA,C,LIVE,32.4,1,2,824.5,0.6561,7.957747155,,3.54,79
DLA055,DLA,Duke Loblolly,55,PITA,C,LIVE,27.8,1,2,607,0.483025,7.957747155,,12.39,119
DLA056,DLA,Duke Loblolly,56,PITA,C,LIVE,29.7,1,2,692.8,0.55130625,7.957747155,,11.59,108
DLA057,DLA,Duke Loblolly,57,PITA,C,LIVE,24.1,1,2,456.2,0.36300625,7.957747155,,8.97,106
DLA058,DLA,Duke Loblolly,58,PITA,C,LIVE,22.7,1,2,404.7,0.32205625,7.957747155,,8.25,96
DLA059,DLA,Duke Loblolly,59,PITA,C,LIVE,22.9,1,2,411.9,0.32775625,7.957747155,,6.62,86
DLA060,DLA,Duke Loblolly,60,PITA,C,LIVE,30.8,1,2,745.1,0.5929,7.957747155,,10.95,92
DLA061,DLA,Duke Loblolly,61,PITA,C,LIVE,21.4,1,2,359.7,0.286225,7.957747155,,6.59,64
DLA062,DLA,Duke Loblolly,62,PITA,C,LIVE,23.6,1,2,437.4,0.3481,7.957747155,,7.12,55
DLA063,DLA,Duke Loblolly,63,PITA,C,LIVE,28.2,1,2,624.6,0.497025,7.957747155,,8.5,60
DLA064,DLA,Duke Loblolly,64,LITU,I,LIVE,16.1,1,2,203.6,0.383446746,18.83490451,,9.67,56
DLA065,DLA,Duke Loblolly,65,LITU,I,LIVE,26.4,1,2,547.4,0.4356,7.957747155,,9.84,54
DLA066,DLA,Duke Loblolly,66,LITU,I,LIVE,12.7,1,2,126.7,0.238594675,18.83490451,,10.45,56
DLA067,DLA,Duke Loblolly,67,PITA,*,DEAD,19.4,1,2,295.6,0.556745562,18.83490451,,10.5,45
DLA068,DLA,Duke Loblolly,68,PITA,C,LIVE,26.9,1,2,568.3,0.45225625,7.957747155,,11.7,42
DLB001,DLB,Duke Loblolly,1,PITA,C,LIVE,37.8,1,2,1122.2,0.893025,7.957747155,,1.85,96
DLB002,DLB,Duke Loblolly,2,LITU,I,LIVE,12.8,1,2,128.7,0.242366864,18.83490451,,4.56,99
DLB003,DLB,Duke Loblolly,3,PITA,C,LIVE,19.8,1,2,307.9,0.579940828,18.83490451,,9.11,96
DLB004,DLB,Duke Loblolly,4,LIST,I,LIVE,11.6,1,2,105.7,0.199053254,18.83490451,,12.15,88
DLB005,DLB,Duke Loblolly,5,LIST,I,LIVE,14,1,2,153.9,0.289940828,18.83490451,,12.07,76
DLB006,DLB,Duke Loblolly,6,PITA,C,LIVE,11.9,1,2,111.2,0.209482249,18.83490451,,7.93,70
DLB007,DLB,Duke Loblolly,7,PITA,C,LIVE,23.3,1,2,426.4,0.33930625,7.957747155,,7.6,74
DLB008,DLB,Duke Loblolly,8,PITA,C,LIVE,24.6,1,2,475.3,0.378225,7.957747155,,6.28,78
DLB009,DLB,Duke Loblolly,9,PITA,C,LIVE,33,1,2,855.3,0.680625,7.957747155,,3.44,47
DLB010,DLB,Duke Loblolly,10,PITA,C,LIVE,26.4,1,2,547.4,0.4356,7.957747155,,8.63,58
DLB011,DLB,Duke Loblolly,11,PITA,C,LIVE,28.9,1,2,656,0.52200625,7.957747155,,11.65,63
DLB012,DLB,Duke Loblolly,12,PITA,C,LIVE,15.8,1,2,196.1,0.369289941,18.83490451,,12.86,53
DLB013,DLB,Duke Loblolly,13,PITA,C,LIVE,25.3,1,2,502.7,0.40005625,7.957747155,,10.99,55
DLB014,DLB,Duke Loblolly,14,PITA,C,LIVE,20.5,1,2,330.1,0.26265625,7.957747155,,6.52,37
DLB015,DLB,Duke Loblolly,15,PITA,C,LIVE,35.2,1,2,973.1,0.7744,7.957747155,,5.69,26
DLB016,DLB,Duke Loblolly,16,PITA,C,LIVE,26.2,1,2,539.1,0.429025,7.957747155,,10.94,38
DLB017,DLB,Duke Loblolly,17,PITA,*,DEAD,10.8,1,0,91.6,0.172544379,18.83490451,"No core, unstable",7.92,40
DLB018,DLB,Duke Loblolly,18,PITA,C,LIVE,19.8,1,2,307.9,0.579940828,18.83490451,,11.36,27
DLB019,DLB,Duke Loblolly,19,PITA,C,LIVE,13.5,1,2,143.1,0.269600592,18.83490451,,10.84,21
DLB020,DLB,Duke Loblolly,20,PITA,C,LIVE,21.4,1,2,359.7,0.286225,7.957747155,,12.7,359
DLB021,DLB,Duke Loblolly,21,PITA,C,LIVE,31.9,1,2,799.2,0.63600625,7.957747155,,10.06,0
DLB022,DLB,Duke Loblolly,22,PITA,C,LIVE,33.7,1,2,892,0.70980625,7.957747155,,2.67,339
DLB023,DLB,Duke Loblolly,23,PITA,C,LIVE,31.2,1,2,764.5,0.6084,7.957747155,,8.02,336
DLB024,DLB,Duke Loblolly,24,PITA,C,LIVE,27.2,1,2,581.1,0.4624,7.957747155,,10.04,345
DLB025,DLB,Duke Loblolly,25,PITA,C,LIVE,22.3,1,2,390.6,0.31080625,7.957747155,,11.88,336
DLB026,DLB,Duke Loblolly,26,PITA,C,LIVE,20,1,2,314.2,0.25,7.957747155,,9.71,327
DLB027,DLB,Duke Loblolly,27,PITA,C,LIVE,19.8,1,2,307.9,0.579940828,18.83490451,,8.19,324
DLB028,DLB,Duke Loblolly,28,PITA,C,LIVE,35.6,1,2,995.4,0.7921,7.957747155,,6.95,319
DLB029,DLB,Duke Loblolly,29,PITA,C,LIVE,26.4,1,2,547.4,0.4356,7.957747155,,4.43,317
DLB030,DLB,Duke Loblolly,30,PITA,C,LIVE,15.9,1,2,198.6,0.37397929,18.83490451,,8.76,314
DLB031,DLB,Duke Loblolly,31,PITA,*,DEAD,17.2,1,1,232.4,0.437633136,18.83490451,"one sample, center rot",9.51,319
DLB032,DLB,Duke Loblolly,32,PITA,C,LIVE,30.8,1,2,745.1,0.5929,7.957747155,,11.88,324
DLB033,DLB,Duke Loblolly,33,PITA,C,LIVE,19.7,1,2,304.8,0.574097633,18.83490451,,12.48,313
DLB034,DLB,Duke Loblolly,34,PITA,C,LIVE,14.4,1,2,162.9,0.306745562,18.83490451,,11.44,307
DLB035,DLB,Duke Loblolly,35,PITA,C,LIVE,20.2,1,2,320.5,0.255025,7.957747155,,12.7,305
DLB036,DLB,Duke Loblolly,36,PITA,C,LIVE,31.3,1,2,769.4,0.61230625,7.957747155,,12.44,300
DLB037,DLB,Duke Loblolly,37,PITA,C,LIVE,25.6,1,2,514.7,0.4096,7.957747155,,3.38,310
DLB038,DLB,Duke Loblolly,38,PITA,C,LIVE,28.6,1,2,642.4,0.511225,7.957747155,,1.57,291
DLB039,DLB,Duke Loblolly,39,PITA,C,LIVE,30.1,1,2,711.6,0.56625625,7.957747155,,8.34,278
DLB040,DLB,Duke Loblolly,40,PITA,C,LIVE,26.5,1,2,551.5,0.43890625,7.957747155,,12.59,266
DLB041,DLB,Duke Loblolly,41,PITA,I,LIVE,12.2,1,2,116.9,0.220177515,18.83490451,,6.89,271
DLB042,DLB,Duke Loblolly,42,PITA,I,LIVE,13.2,1,2,136.8,0.257751479,18.83490451,,3.35,262
DLB043,DLB,Duke Loblolly,43,PITA,C,LIVE,36.7,1,2,1057.8,0.84180625,7.957747155,,7.01,244
DLB044,DLB,Duke Loblolly,44,PITA,C,LIVE,22.8,1,2,408.3,0.3249,7.957747155,,12.24,242
DLB045,DLB,Duke Loblolly,45,PITA,C,LIVE,20.8,1,2,339.8,0.2704,7.957747155,,11.37,240
DLB046,DLB,Duke Loblolly,46,PITA,C,LIVE,16.7,1,2,219,0.412559172,18.83490451,,10.99,236
DLB047,DLB,Duke Loblolly,47,PITA,C,LIVE,26.3,1,2,543.3,0.43230625,7.957747155,,6.29,223
DLB048,DLB,Duke Loblolly,48,PITA,C,LIVE,23.2,1,2,422.7,0.3364,7.957747155,,10.7,216
DLB049,DLB,Duke Loblolly,49,PITA,C,LIVE,24.7,1,2,479.2,0.38130625,7.957747155,,8.24,218
DLB050,DLB,Duke Loblolly,50,PITA,C,LIVE,29.1,1,2,665.1,0.52925625,7.957747155,,4.45,197
DLB051,DLB,Duke Loblolly,51,PITA,C,LIVE,27.6,1,2,598.3,0.4761,7.957747155,,6.68,199
DLB052,DLB,Duke Loblolly,52,PITA,C,LIVE,30.6,1,2,735.4,0.585225,7.957747155,,9.71,200
DLB053,DLB,Duke Loblolly,53,PITA,C,LIVE,35.2,1,2,973.1,0.7744,7.957747155,,11.72,196
DLB054,DLB,Duke Loblolly,54,LITU,I,LIVE,15.1,1,2,179.1,0.337292899,18.83490451,,5.44,186
DLB055,DLB,Duke Loblolly,55,PITA,C,LIVE,30.3,1,2,721.1,0.57380625,7.957747155,,12.22,179
DLB056,DLB,Duke Loblolly,56,PITA,C,LIVE,33.6,1,2,886.7,0.7056,7.957747155,,10.61,164
DLB057,DLB,Duke Loblolly,57,PITA,C,LIVE,24.8,1,2,483.1,0.3844,7.957747155,,8.42,140
DLB058,DLB,Duke Loblolly,58,PITA,C,LIVE,34.9,1,2,956.6,0.76125625,7.957747155,,6.26,138
DLB059,DLB,Duke Loblolly,59,CATO,I,LIVE,11.7,1,2,107.5,0.2025,18.83490451,,10.82,127
DLB060,DLB,Duke Loblolly,60,PITA,C,LIVE,29.4,1,2,678.9,0.540225,7.957747155,,10.77,133
DLB061,DLB,Duke Loblolly,61,PITA,C,LIVE,31,1,2,754.8,0.600625,7.957747155,,8.42,127
DLC001,DLC,Duke Loblolly,1,PITA,C,LIVE,16.2,1,2,206.1,0.388224852,18.83490451,"has a flag, LT9/24NARROW",1.34,321
DLC002,DLC,Duke Loblolly,2,PITA,C,LIVE,32.4,1,2,824.5,0.6561,7.957747155,,4.14,324
DLC003,DLC,Duke Loblolly,3,PITA,C,LIVE,22.1,1,2,383.6,0.30525625,7.957747155,,9.55,324
DLC004,DLC,Duke Loblolly,4,LIST,I,LIVE,12.2,1,2,116.9,0.220177515,18.83490451,,11.68,321
DLC005,DLC,Duke Loblolly,5,PITA,I,LIVE,10.1,1,2,80.1,0.150902367,18.83490451,,12.48,309
DLC006,DLC,Duke Loblolly,6,LIST,I,LIVE,13.9,1,2,151.7,0.285813609,18.83490451,,10.37,309
DLC007,DLC,Duke Loblolly,7,PITA,C,LIVE,30,1,2,706.9,0.5625,7.957747155,,8.77,311
DLC008,DLC,Duke Loblolly,8,PITA,C,LIVE,30.7,1,2,740.2,0.58905625,7.957747155,,4.33,293
DLC009,DLC,Duke Loblolly,9,PITA,C,LIVE,21.8,1,2,373.3,0.297025,7.957747155,,6.89,292
DLC010,DLC,Duke Loblolly,10,PITA,C,LIVE,34,1,2,907.9,0.7225,7.957747155,,10.35,298
DLC011,DLC,Duke Loblolly,11,PITA,I,LIVE,15.2,1,2,181.5,0.341775148,18.83490451,,9.1,290
DLC012,DLC,Duke Loblolly,12,PITA,C,LIVE,24.8,1,2,483.1,0.3844,7.957747155,,3.64,253
DLC013,DLC,Duke Loblolly,13,PITA,C,LIVE,19,1,2,283.5,0.534023669,18.83490451,,5.08,260
DLC014,DLC,Duke Loblolly,14,PITA,C,LIVE,21.2,1,2,353,0.2809,7.957747155,,7.04,267
DLC015,DLC,Duke Loblolly,15,PITA,C,LIVE,30,1,2,706.9,0.5625,7.957747155,,8.69,274
DLC016,DLC,Duke Loblolly,16,PITA,I,LIVE,10.9,1,2,93.3,0.175754438,18.83490451,,12.81,276
DLC017,DLC,Duke Loblolly,17,PITA,*,DEAD,21.5,1,2,363.1,0.28890625,7.957747155,"ROTTEN, USABLE",10.9,265
DLC018,DLC,Duke Loblolly,18,LIST,I,LIVE,12.5,1,2,122.7,0.231139053,18.83490451,,10.06,256
DLC019,DLC,Duke Loblolly,19,PITA,C,LIVE,26.7,1,2,559.9,0.44555625,7.957747155,,11.26,254
DLC020,DLC,Duke Loblolly,20,LIST,I,LIVE,12.3,1,2,118.8,0.223801775,18.83490451,,12.16,246
DLC021,DLC,Duke Loblolly,21,LIST,I,LIVE,12.4,1,2,120.8,0.227455621,18.83490451,,12.36,245
DLC022,DLC,Duke Loblolly,22,LIST,C,LIVE,15.7,1,2,193.6,0.364630178,18.83490451,,12.96,241
DLC023,DLC,Duke Loblolly,23,PITA,I,LIVE,13.1,1,2,134.8,0.253860947,18.83490451,,6.75,242
DLC024,DLC,Duke Loblolly,24,LIST,I,LIVE,10.7,1,2,89.9,0.169363905,18.83490451,,8.85,234
DLC025,DLC,Duke Loblolly,25,PITA,C,LIVE,34.7,1,2,945.7,0.75255625,7.957747155,,9.16,226
DLC026,DLC,Duke Loblolly,26,PITA,C,LIVE,13.6,1,2,145.3,0.273609467,18.83490451,,11.88,229
DLC027,DLC,Duke Loblolly,27,PITA,C,LIVE,19.5,1,2,298.6,0.5625,18.83490451,,13,325
DLC028,DLC,Duke Loblolly,28,PITA,C,LIVE,26.7,1,2,559.9,0.44555625,7.957747155,,11.68,222
DLC029,DLC,Duke Loblolly,29,PITA,C,LIVE,28.9,1,2,656,0.52200625,7.957747155,,9.29,213
DLC030,DLC,Duke Loblolly,30,PITA,C,LIVE,29.3,1,2,674.3,0.53655625,7.957747155,,6,218
DLC031,DLC,Duke Loblolly,31,PITA,C,LIVE,40.5,1,2,1288.2,1.02515625,7.957747155,,7.22,191
DLC032,DLC,Duke Loblolly,32,ULAL,I,LIVE,12.8,1,2,128.7,0.242366864,18.83490451,,12.41,182
DLC033,DLC,Duke Loblolly,33,PITA,*,DEAD,12,1,0,113.1,0.213017751,18.83490451,"UNSTABLE, NO CORE",11.16,203
DLC034,DLC,Duke Loblolly,34,PITA,C,LIVE,43.5,1,2,1486.2,1.18265625,7.957747155,,8.81,175
DLC035,DLC,Duke Loblolly,35,PITA,I,LIVE,14.9,1,2,174.4,0.32841716,18.83490451,,6.14,176
DLC036,DLC,Duke Loblolly,36,PITA,C,LIVE,20.2,1,2,320.5,0.255025,7.957747155,,6.33,173
DLC037,DLC,Duke Loblolly,37,PITA,C,LIVE,19.4,1,2,295.6,0.556745562,18.83490451,,12.56,169
DLC038,DLC,Duke Loblolly,38,PITA,C,LIVE,29,1,2,660.5,0.525625,7.957747155,,11.94,145
DLC039,DLC,Duke Loblolly,39,PITA,C,LIVE,19.7,1,2,304.8,0.574097633,18.83490451,,12.61,139
DLC040,DLC,Duke Loblolly,40,PITA,C,LIVE,32.3,1,2,819.4,0.65205625,7.957747155,,11.17,130
DLC041,DLC,Duke Loblolly,41,PITA,C,LIVE,33.3,1,2,870.9,0.69305625,7.957747155,,9,132
DLC042,DLC,Duke Loblolly,42,PITA,*,DEAD,11.25,1,0,99.4,0.187222633,18.83490451,,8.26,141
DLC043,DLC,Duke Loblolly,43,PITA,C,LIVE,17,1,2,227,0.427514793,18.83490451,,4.71,252
DLC044,DLC,Duke Loblolly,44,PITA,C,LIVE,15.5,1,2,188.7,0.355399408,18.83490451,,12.21,110
DLC045,DLC,Duke Loblolly,45,PITA,C,LIVE,22.8,1,2,408.3,0.3249,7.957747155,,9.61,105
DLC046,DLC,Duke Loblolly,46,PITA,C,LIVE,33.9,1,2,902.6,0.71825625,7.957747155,,7.21,107
DLC047,DLC,Duke Loblolly,47,PITA,*,DEAD,15.9,1,0,198.6,0.37397929,18.83490451,,5.28,100
DLC048,DLC,Duke Loblolly,48,PITA,C,LIVE,27.5,1,2,594,0.47265625,7.957747155,"HAS A FLAG, VT9/24LP24WIDE",2.31,89
DLC049,DLC,Duke Loblolly,49,LIST,*,DEAD,14.5,1,2,165.1,0.31102071,18.83490451,A core rotten,3.94,74
DLC050,DLC,Duke Loblolly,50,PITA,C,LIVE,12.7,1,2,126.7,0.238594675,18.83490451,,7.99,89
DLC051,DLC,Duke Loblolly,51,PITA,C,LIVE,17.5,1,2,240.5,0.453032544,18.83490451,,10.81,99
DLC052,DLC,Duke Loblolly,52,PITA,C,LIVE,29.3,1,2,674.3,0.53655625,7.957747155,,10.47,74
DLC053,DLC,Duke Loblolly,53,PITA,C,LIVE,26,1,2,530.9,0.4225,7.957747155,,7.22,69
DLC054,DLC,Duke Loblolly,54,PITA,C,LIVE,32.1,1,2,809.3,0.64400625,7.957747155,,5.53,44
DLC055,DLC,Duke Loblolly,55,PITA,C,LIVE,27,1,2,572.6,0.455625,7.957747155,,10.19,67
DLC056,DLC,Duke Loblolly,56,PITA,C,LIVE,29.7,1,2,692.8,0.55130625,7.957747155,,12.11,60
DLC057,DLC,Duke Loblolly,57,PITA,C,LIVE,28.6,1,2,642.4,0.511225,7.957747155,,11.17,50
DLC058,DLC,Duke Loblolly,58,FRAM,I,LIVE,10.4,1,2,84.9,0.16,18.83490451,,5.7,29
DLC059,DLC,Duke Loblolly,59,PITA,C,LIVE,210,1,2,34636.1,27.5625,7.957747155,,8,32
DLC060,DLC,Duke Loblolly,60,PITA,C,LIVE,23.4,1,2,430.1,0.342225,7.957747155,,11.01,21
DLC061,DLC,Duke Loblolly,61,PITA,C,LIVE,29.5,1,2,683.5,0.54390625,7.957747155,,11.9,19
DLC062,DLC,Duke Loblolly,62,LIST,S,LIVE,12,1,2,113.1,0.213017751,18.83490451,,12.66,27
DLC063,DLC,Duke Loblolly,63,PITA,C,LIVE,31.2,1,2,764.5,0.6084,7.957747155,,12.27,36
DLC064,DLC,Duke Loblolly,64,PITA,C,LIVE,16.5,1,2,213.8,0.402736686,18.83490451,,8.33,4
DLC065,DLC,Duke Loblolly,65,PITA,C,LIVE,20.4,1,2,326.9,0.2601,7.957747155,,9.31,355
DLC066,DLC,Duke Loblolly,66,PITA,C,LIVE,28.5,1,2,637.9,0.50765625,7.957747155,,10.93,344
DLC067,DLC,Duke Loblolly,67,PITA,C,LIVE,15.5,1,2,188.7,0.355399408,18.83490451,,11.81,344
DLC068,DLC,Duke Loblolly,68,PITA,C,LIVE,20.5,1,2,330.1,0.26265625,7.957747155,,11.67,344
DLC069,DLC,Duke Loblolly,69,PITA,C,LIVE,23,1,2,415.5,0.330625,7.957747155,,8.06,343
FPA001,FPA,Florida Plantation,1,PIEL,C,LIVE,13.5,1,2,143.1,0.269600592,18.83490451,,1.18,5
FPA002,FPA,Florida Plantation,2,PIEL,C,LIVE,15.5,1,2,188.7,0.355399408,18.83490451,,5.17,9
FPA003,FPA,Florida Plantation,3,PIEL,C,LIVE,12.1,1,2,115,0.21658284,18.83490451,,12.17,12
FPA004,FPA,Florida Plantation,4,PIEL,C,LIVE,19.9,1,2,311,0.585813609,18.83490451,,10.92,2
FPA005,FPA,Florida Plantation,5,PIEL,C,LIVE,22.3,1,2,390.6,0.31080625,7.957747155,,12.47,355
FPA006,FPA,Florida Plantation,6,PIEL,C,LIVE,19.8,1,2,307.9,0.579940828,18.83490451,,4.42,352
FPA007,FPA,Florida Plantation,7,PIEL,C,LIVE,14.4,1,2,162.9,0.306745562,18.83490451,,1.32,309
FPA008,FPA,Florida Plantation,8,PIEL,C,LIVE,23.1,1,2,419.1,0.33350625,7.957747155,,10.07,332
FPA009,FPA,Florida Plantation,9,PIEL,C,LIVE,13.1,1,2,134.8,0.253860947,18.83490451,,11.2,311
FPA010,FPA,Florida Plantation,10,PIEL,C,LIVE,24,1,2,452.4,0.36,7.957747155,,5.6,296
FPA011,FPA,Florida Plantation,11,PIEL,C,LIVE,13.5,1,2,143.1,0.269600592,18.83490451,,3.26,277
FPA012,FPA,Florida Plantation,12,PIEL,C,LIVE,17.3,1,2,235.1,0.442736686,18.83490451,,9.54,274
FPA013,FPA,Florida Plantation,13,PIEL,C,LIVE,18.3,1,2,263,0.495399408,18.83490451,,6.09,258
FPA014,FPA,Florida Plantation,14,PIEL,C,LIVE,24.1,1,2,456.2,0.36300625,7.957747155,,10.09,254
FPA015,FPA,Florida Plantation,15,PIEL,C,LIVE,19,1,2,283.5,0.534023669,18.83490451,,10.53,233
FPA016,FPA,Florida Plantation,16,PIEL,C,LIVE,15.1,1,2,179.1,0.337292899,18.83490451,,9.91,231
FPA017,FPA,Florida Plantation,17,PIEL,C,LIVE,17.2,1,2,232.4,0.437633136,18.83490451,,6.61,227
FPA018,FPA,Florida Plantation,18,PIEL,C,LIVE,19.5,1,2,298.6,0.5625,18.83490451,,3.32,214
FPA019,FPA,Florida Plantation,19,PIEL,*,DEAD,17,1,0,227,0.427514793,18.83490451,"rotten, no core",10.7,226
FPA020,FPA,Florida Plantation,20,PIEL,C,LIVE,11.2,1,2,98.5,0.18556213,18.83490451,,10.67,221
FPA021,FPA,Florida Plantation,21,PIEL,C,LIVE,16.4,1,2,211.2,0.397869822,18.83490451,,8.74,213
FPA022,FPA,Florida Plantation,22,PIEL,C,LIVE,13,1,2,132.7,0.25,18.83490451,,12.47,189
FPA023,FPA,Florida Plantation,23,PIEL,C,LIVE,23.6,1,2,437.4,0.3481,7.957747155,,10.87,170
FPA024,FPA,Florida Plantation,24,PIEL,C,LIVE,18.1,1,2,257.3,0.484630178,18.83490451,,2.05,174
FPA025,FPA,Florida Plantation,25,PIEL,C,LIVE,18.3,1,2,263,0.495399408,18.83490451,,5.1,156
FPA026,FPA,Florida Plantation,26,PIEL,C,LIVE,21.2,1,2,353,0.2809,7.957747155,,10.92,144
FPA027,FPA,Florida Plantation,27,PIEL,C,LIVE,11.6,1,2,105.7,0.199053254,18.83490451,,11.73,130
FPA028,FPA,Florida Plantation,28,PIEL,C,LIVE,19.4,1,2,295.6,0.556745562,18.83490451,,6.29,126
FPA029,FPA,Florida Plantation,29,PIEL,C,LIVE,16.6,1,2,216.4,0.407633136,18.83490451,,9.74,99
FPA030,FPA,Florida Plantation,30,PIEL,C,LIVE,23,1,2,415.5,0.330625,7.957747155,,3.16,108
FPA031,FPA,Florida Plantation,31,PIEL,C,LIVE,19,1,2,283.5,0.534023669,18.83490451,,6.22,86
FPA032,FPA,Florida Plantation,32,PIEL,C,LIVE,12.1,1,2,115,0.21658284,18.83490451,,8.14,84
FPA033,FPA,Florida Plantation,33,PIEL,C,LIVE,17.8,1,2,248.8,0.468698225,18.83490451,,11.25,78
FPA034,FPA,Florida Plantation,34,PIEL,C,LIVE,15.4,1,2,186.3,0.350828402,18.83490451,,3.64,48
FPA035,FPA,Florida Plantation,35,PIEL,C,LIVE,24.9,1,2,487,0.38750625,7.957747155,,7.15,59
FPA036,FPA,Florida Plantation,36,PIEL,C,LIVE,13.5,1,2,143.1,0.269600592,18.83490451,,10.13,60
FPA037,FPA,Florida Plantation,37,PIEL,C,LIVE,14.3,1,2,160.6,0.3025,18.83490451,,11.98,47
FPA038,FPA,Florida Plantation,38,PIEL,C,LIVE,10.6,1,2,88.2,0.166213018,18.83490451,,8.61,40
FPB001,FPB,Florida Plantation,1,PIEL,C,LIVE,21.2,1,2,353,0.2809,7.957747155,,1.51,185
FPB002,FPB,Florida Plantation,2,PIEL,C,LIVE,20.2,1,2,320.5,0.255025,7.957747155,,8.08,169
