allC_det20sp	firC_det20sp	pineC_det20sp	spruceC_det20sp
1754	NA	NA	NA	0.896304657204014
1755	NA	NA	NA	1.10974469741911
1756	NA	NA	NA	1.08776475599587
1757	NA	NA	NA	1.00617102215764
1758	NA	NA	NA	0.916006094336601
1759	NA	NA	NA	0.893738195531297
1760	NA	NA	NA	1.06534040660341
1761	NA	NA	NA	1.05454587735976
1762	NA	NA	NA	1.03359436159924
1763	NA	NA	NA	0.938005216335651
1764	NA	NA	0.821980105491767	0.988389186731381
1765	NA	NA	1.06538713251365	1.11713501945433
1766	NA	NA	0.940379277477851	0.789029639528309
1767	NA	NA	1.18934926914906	0.861528187434664
1768	NA	NA	1.00766289842446	1.01605657711402
1769	NA	1.00307255044151	1.14149008743392	1.00508916559024
1770	NA	1.05529181767	1.05710343971887	1.19454918502934
1771	NA	1.01472662792747	0.97782889607442	0.997072490236868
1772	NA	0.952811131251939	0.984394304147917	1.04630552238584
1773	NA	1.0489626290714	0.880348077492198	0.957668249079294
1774	NA	1.01101776706247	0.996247811375901	1.00096774564795
1775	NA	0.921447023312172	0.915176049484111	0.902283787303297
1776	NA	0.886227633668574	0.85831548215598	0.88846062351532
1777	NA	0.924864151497665	0.921083848113525	0.857492902456846
1778	NA	1.0803582935831	1.00040863439866	0.969888634812934
1779	NA	1.03201702599377	0.967332602275322	1.11538462499808
1780	NA	1.0759435754537	0.929049371373004	1.04489974253902
1781	NA	0.97060342865548	0.85470656388879	0.907825171146299
1782	NA	1.06111725807105	1.01811728179119	1.19962887326519
1783	NA	0.979998989444476	1.1772653032329	1.07944076962733
1784	NA	1.07733512425816	1.04331243560568	0.977002621041027
1785	NA	1.04379295859415	1.0585181660734	1.00322320568066
1786	NA	0.844156330081295	0.983879013470585	0.831204629858289
1787	NA	1.00438296844872	1.14168280300894	0.94540757800295
1788	NA	0.996215977192107	1.14378494221268	1.15063399431195
1789	NA	0.959741862949199	0.963803079797187	0.911627534603661
1790	NA	0.958209014339411	0.900938118800655	0.911386634587811
1791	NA	0.935790044919937	0.832573086375723	0.383502727244732
1792	NA	1.03225883262571	0.971133353446928	1.05325092538144
1793	NA	1.036407541818	1.00066030111077	1.0927556990852
1794	1.03886261257123	1.05364123583099	1.13255996078915	1.22642440492131
1795	0.935048909120721	0.965220312746618	0.966397520078884	1.0140150867057
1796	1.07269243205212	0.942559126969024	1.00179602151974	1.06603957139807
1797	0.992836572346784	1.05727407927082	0.95896622031739	0.908976530926708
1798	1.060066838561	1.13355249447679	0.933675127032958	1.0580997786464
1799	0.947398977116272	1.08499272384952	0.971153020745464	1.00983119932952
1800	0.972904128024798	1.0328246671168	1.06795974584854	0.990527001693997
1801	0.965569414137907	1.01972932303502	0.938206503350284	0.993432830921986
1802	0.951839776295677	0.970682057901125	0.861365138782866	0.983119431801484
1803	0.991667214434985	0.933213163304927	0.922512169633233	0.917266656490938
1804	1.05072580935655	0.900131273856416	1.05302587130062	0.874219234609635
1805	0.991044102413776	0.837681204413394	1.01572958747371	0.92529933824086
