"TreeID","PlotID","site","tree","species","canopy.class","live.dead","dbh","stems","total.cores","BA.cm2","BA.m2.ha","dens.stem.ha","notes","distance","azimuth","plot","Dated"
"DLC053","DLC","Duke Loblolly",53,"PITA","C","LIVE",26,1,2,530.9,0.4225,7.957747155,NA,7.22,69,"C",NA
"DLC054","DLC","Duke Loblolly",54,"PITA","C","LIVE",32.1,1,2,809.3,0.64400625,7.957747155,NA,5.53,44,"C",NA
"DLC055","DLC","Duke Loblolly",55,"PITA","C","LIVE",27,1,2,572.6,0.455625,7.957747155,NA,10.19,67,"C",NA
"DLC056","DLC","Duke Loblolly",56,"PITA","C","LIVE",29.7,1,2,692.8,0.55130625,7.957747155,NA,12.11,60,"C",NA
"DLC057","DLC","Duke Loblolly",57,"PITA","C","LIVE",28.6,1,2,642.4,0.511225,7.957747155,NA,11.17,50,"C",NA
"DLC058","DLC","Duke Loblolly",58,"FRAM","I","LIVE",10.4,1,2,84.9,0.16,18.83490451,NA,5.7,29,"C",NA
"DLC059","DLC","Duke Loblolly",59,"PITA","C","LIVE",21,1,2,346.4,0.275625,7.957747155,NA,8,32,"C",NA
"DLC060","DLC","Duke Loblolly",60,"PITA","C","LIVE",23.4,1,2,430.1,0.342225,7.957747155,NA,11.01,21,"C",NA
"DLC061","DLC","Duke Loblolly",61,"PITA","C","LIVE",29.5,1,2,683.5,0.54390625,7.957747155,NA,11.9,19,"C",NA
"DLC062","DLC","Duke Loblolly",62,"LIST","S","LIVE",12,1,2,113.1,0.213017751,18.83490451,NA,12.66,27,"C",NA
"DLC063","DLC","Duke Loblolly",63,"PITA","C","LIVE",31.2,1,2,764.5,0.6084,7.957747155,NA,12.27,36,"C",NA
"DLC064","DLC","Duke Loblolly",64,"PITA","C","LIVE",16.5,1,2,213.8,0.402736686,18.83490451,NA,8.33,4,"C",NA
"DLC065","DLC","Duke Loblolly",65,"PITA","C","LIVE",20.4,1,2,326.9,0.2601,7.957747155,NA,9.31,355,"C",NA
"DLC066","DLC","Duke Loblolly",66,"PITA","C","LIVE",28.5,1,2,637.9,0.50765625,7.957747155,NA,10.93,344,"C",NA
"DLC067","DLC","Duke Loblolly",67,"PITA","C","LIVE",15.5,1,2,188.7,0.355399408,18.83490451,NA,11.81,344,"C",NA
"DLC068","DLC","Duke Loblolly",68,"PITA","C","LIVE",20.5,1,2,330.1,0.26265625,7.957747155,NA,11.67,344,"C",NA
"DLC069","DLC","Duke Loblolly",69,"PITA","C","LIVE",23,1,2,415.5,0.330625,7.957747155,NA,8.06,343,"C",NA
"FPA001","FPA","Florida Plantation",1,"PIEL","C","LIVE",13.5,1,2,143.1,0.269600592,18.83490451,NA,1.18,5,"A",NA
"FPA002","FPA","Florida Plantation",2,"PIEL","C","LIVE",15.5,1,2,188.7,0.355399408,18.83490451,NA,5.17,9,"A",NA
"FPA003","FPA","Florida Plantation",3,"PIEL","C","LIVE",12.1,1,2,115,0.21658284,18.83490451,NA,12.17,12,"A",NA
"FPA004","FPA","Florida Plantation",4,"PIEL","C","LIVE",19.9,1,2,311,0.585813609,18.83490451,NA,10.92,2,"A",NA
"FPA005","FPA","Florida Plantation",5,"PIEL","C","LIVE",22.3,1,2,390.6,0.31080625,7.957747155,NA,12.47,355,"A",NA
"FPA006","FPA","Florida Plantation",6,"PIEL","C","LIVE",19.8,1,2,307.9,0.579940828,18.83490451,NA,4.42,352,"A",NA
"FPA007","FPA","Florida Plantation",7,"PIEL","C","LIVE",14.4,1,2,162.9,0.306745562,18.83490451,NA,1.32,309,"A",NA
"FPA008","FPA","Florida Plantation",8,"PIEL","C","LIVE",23.1,1,2,419.1,0.33350625,7.957747155,NA,10.07,332,"A",NA
"FPA009","FPA","Florida Plantation",9,"PIEL","C","LIVE",13.1,1,2,134.8,0.253860947,18.83490451,NA,11.2,311,"A",NA
"FPA010","FPA","Florida Plantation",10,"PIEL","C","LIVE",24,1,2,452.4,0.36,7.957747155,NA,5.6,296,"A",NA
"FPA011","FPA","Florida Plantation",11,"PIEL","C","LIVE",13.5,1,2,143.1,0.269600592,18.83490451,NA,3.26,277,"A",NA
"FPA012","FPA","Florida Plantation",12,"PIEL","C","LIVE",17.3,1,2,235.1,0.442736686,18.83490451,NA,9.54,274,"A",NA
"FPA013","FPA","Florida Plantation",13,"PIEL","C","LIVE",18.3,1,2,263,0.495399408,18.83490451,NA,6.09,258,"A",NA
"FPA014","FPA","Florida Plantation",14,"PIEL","C","LIVE",24.1,1,2,456.2,0.36300625,7.957747155,NA,10.09,254,"A",NA
"FPA015","FPA","Florida Plantation",15,"PIEL","C","LIVE",19,1,2,283.5,0.534023669,18.83490451,NA,10.53,233,"A",NA
"FPA016","FPA","Florida Plantation",16,"PIEL","C","LIVE",15.1,1,2,179.1,0.337292899,18.83490451,NA,9.91,231,"A",NA
"FPA017","FPA","Florida Plantation",17,"PIEL","C","LIVE",17.2,1,2,232.4,0.437633136,18.83490451,NA,6.61,227,"A",NA
"FPA018","FPA","Florida Plantation",18,"PIEL","C","LIVE",19.5,1,2,298.6,0.5625,18.83490451,NA,3.32,214,"A",NA
"FPA019","FPA","Florida Plantation",19,"PIEL",NA,"DEAD",17,1,0,227,0.427514793,18.83490451,"rotten, no core",10.7,226,"A",NA
"FPA020","FPA","Florida Plantation",20,"PIEL","C","LIVE",11.2,1,2,98.5,0.18556213,18.83490451,NA,10.67,221,"A",NA
"FPA021","FPA","Florida Plantation",21,"PIEL","C","LIVE",16.4,1,2,211.2,0.397869822,18.83490451,NA,8.74,213,"A",NA
"FPA022","FPA","Florida Plantation",22,"PIEL","C","LIVE",13,1,2,132.7,0.25,18.83490451,NA,12.47,189,"A",NA
"FPA023","FPA","Florida Plantation",23,"PIEL","C","LIVE",23.6,1,2,437.4,0.3481,7.957747155,NA,10.87,170,"A",NA
"FPA024","FPA","Florida Plantation",24,"PIEL","C","LIVE",18.1,1,2,257.3,0.484630178,18.83490451,NA,2.05,174,"A",NA
"FPA025","FPA","Florida Plantation",25,"PIEL","C","LIVE",18.3,1,2,263,0.495399408,18.83490451,NA,5.1,156,"A",NA
"FPA026","FPA","Florida Plantation",26,"PIEL","C","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,10.92,144,"A",NA
"FPA027","FPA","Florida Plantation",27,"PIEL","C","LIVE",11.6,1,2,105.7,0.199053254,18.83490451,NA,11.73,130,"A",NA
"FPA028","FPA","Florida Plantation",28,"PIEL","C","LIVE",19.4,1,2,295.6,0.556745562,18.83490451,NA,6.29,126,"A",NA
"FPA029","FPA","Florida Plantation",29,"PIEL","C","LIVE",16.6,1,2,216.4,0.407633136,18.83490451,NA,9.74,99,"A",NA
"FPA030","FPA","Florida Plantation",30,"PIEL","C","LIVE",23,1,2,415.5,0.330625,7.957747155,NA,3.16,108,"A",NA
"FPA031","FPA","Florida Plantation",31,"PIEL","C","LIVE",19,1,2,283.5,0.534023669,18.83490451,NA,6.22,86,"A",NA
"FPA032","FPA","Florida Plantation",32,"PIEL","C","LIVE",12.1,1,2,115,0.21658284,18.83490451,NA,8.14,84,"A",NA
"FPA033","FPA","Florida Plantation",33,"PIEL","C","LIVE",17.8,1,2,248.8,0.468698225,18.83490451,NA,11.25,78,"A",NA
"FPA034","FPA","Florida Plantation",34,"PIEL","C","LIVE",15.4,1,2,186.3,0.350828402,18.83490451,NA,3.64,48,"A",NA
"FPA035","FPA","Florida Plantation",35,"PIEL","C","LIVE",24.9,1,2,487,0.38750625,7.957747155,NA,7.15,59,"A",NA
"FPA036","FPA","Florida Plantation",36,"PIEL","C","LIVE",13.5,1,2,143.1,0.269600592,18.83490451,NA,10.13,60,"A",NA
"FPA037","FPA","Florida Plantation",37,"PIEL","C","LIVE",14.3,1,2,160.6,0.3025,18.83490451,NA,11.98,47,"A",NA
"FPA038","FPA","Florida Plantation",38,"PIEL","C","LIVE",10.6,1,2,88.2,0.166213018,18.83490451,NA,8.61,40,"A",NA
"FPB001","FPB","Florida Plantation",1,"PIEL","C","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,1.51,185,"B",NA
"FPB002","FPB","Florida Plantation",2,"PIEL","C","LIVE",20.2,1,2,320.5,0.255025,7.957747155,NA,8.08,169,"B",NA
"FPB003","FPB","Florida Plantation",3,"PIEL","C","LIVE",12.8,1,2,128.7,0.242366864,18.83490451,NA,11.06,154,"B",NA
"FPB004","FPB","Florida Plantation",4,"PIEL","C","LIVE",17.8,1,2,248.8,0.468698225,18.83490451,NA,11.37,140,"B",NA
"FPB005","FPB","Florida Plantation",5,"PIEL","C","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,8.17,143,"B",NA
"FPB006","FPB","Florida Plantation",6,"PIEL","C","LIVE",16.6,1,2,216.4,0.407633136,18.83490451,NA,9.88,124,"B",NA
"FPB007","FPB","Florida Plantation",7,"PIEL","C","LIVE",18.6,1,2,271.7,0.511775148,18.83490451,NA,12.78,73,"B",NA
"FPB008","FPB","Florida Plantation",8,"PIEL","C","LIVE",18,1,2,254.5,0.479289941,18.83490451,NA,7.9,76,"B",NA
"FPB009","FPB","Florida Plantation",9,"PIEL","C","LIVE",16,1,2,201.1,0.378698225,18.83490451,"tagged: 12 row 1",4.01,86,"B",NA
"FPB010","FPB","Florida Plantation",10,"PIEL","C","LIVE",19,1,2,283.5,0.534023669,18.83490451,NA,2.87,44,"B",NA
"FPB011","FPB","Florida Plantation",11,"PIEL","C","LIVE",13.4,1,2,141,0.265621302,18.83490451,NA,5.35,51,"B",NA
"FPB012","FPB","Florida Plantation",12,"PIEL","C","LIVE",24.2,1,2,460,0.366025,7.957747155,NA,7.32,54,"B",NA
"FPB013","FPB","Florida Plantation",13,"PIEL","C","LIVE",20.4,1,2,326.9,0.2601,7.957747155,NA,10.7,56,"B",NA
"FPB014","FPB","Florida Plantation",14,"PIEL","C","LIVE",13.8,1,2,149.6,0.281715976,18.83490451,NA,11.55,44,"B",NA
"FPB015","FPB","Florida Plantation",15,"PIEL","C","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,9.33,41,"B",NA
"FPB016","FPB","Florida Plantation",16,"PIEL","C","LIVE",14.4,1,2,162.9,0.306745562,18.83490451,NA,7.64,34,"B",NA
"FPB017","FPB","Florida Plantation",17,"PIEL","C","LIVE",24,1,2,452.4,0.36,7.957747155,NA,5.23,12,"B",NA
"FPB018","FPB","Florida Plantation",18,"PIEL","C","LIVE",20,1,2,314.2,0.25,7.957747155,NA,8.12,351,"B",NA
"FPB019","FPB","Florida Plantation",19,"PIEL","C","LIVE",22.6,1,2,401.1,0.319225,7.957747155,NA,9.29,14,"B",NA
"FPB020","FPB","Florida Plantation",20,"PIEL","C","LIVE",21.3,1,2,356.3,0.28355625,7.957747155,NA,11.8,27,"B",NA
"FPB021","FPB","Florida Plantation",21,"PIEL","C","LIVE",17.5,1,2,240.5,0.453032544,18.83490451,NA,7.84,328,"B",NA
"FPB022","FPB","Florida Plantation",22,"PIEL","C","LIVE",16.7,1,2,219,0.412559172,18.83490451,NA,9.16,307,"B",NA
"FPB023","FPB","Florida Plantation",23,"PIEL","C","LIVE",18.1,1,2,257.3,0.484630178,18.83490451,NA,11.57,292,"B",NA
"FPB024","FPB","Florida Plantation",24,"PIEL","C","LIVE",20.1,1,2,317.3,0.25250625,7.957747155,NA,8.56,280,"B",NA
"FPB025","FPB","Florida Plantation",25,"PIEL","C","LIVE",16.4,1,2,211.2,0.397869822,18.83490451,NA,10.25,274,"B",NA
"FPB026","FPB","Florida Plantation",26,"PIEL","C","LIVE",16.7,1,2,219,0.412559172,18.83490451,NA,11.71,270,"B",NA
"FPB027","FPB","Florida Plantation",27,"PIEL","C","LIVE",20,1,2,314.2,0.25,7.957747155,NA,5.65,304,"B",NA
"FPB028","FPB","Florida Plantation",28,"PIEL","C","LIVE",21.5,1,2,363.1,0.28890625,7.957747155,NA,2.87,272,"B",NA
"FPB029","FPB","Florida Plantation",29,"PIEL","C","LIVE",21.7,1,2,369.8,0.29430625,7.957747155,NA,3.7,224,"B",NA
"FPB030","FPB","Florida Plantation",30,"PIEL","C","LIVE",19.2,1,2,289.5,0.545325444,18.83490451,NA,6.51,257,"B",NA
"FPB031","FPB","Florida Plantation",31,"PIEL","C","LIVE",13.6,1,2,145.3,0.273609467,18.83490451,NA,7.6,258,"B",NA
"FPB032","FPB","Florida Plantation",32,"PIEL","C","LIVE",22,1,2,380.1,0.3025,7.957747155,NA,11.66,253,"B",NA
"FPB033","FPB","Florida Plantation",33,"PIEL","C","LIVE",15.5,1,2,188.7,0.355399408,18.83490451,NA,6.03,230,"B",NA
"FPB034","FPB","Florida Plantation",34,"PIEL","C","LIVE",19.6,1,2,301.7,0.568284024,18.83490451,NA,11.82,210,"B",NA
"FPB035","FPB","Florida Plantation",35,"PIEL","C","LIVE",14,1,2,153.9,0.289940828,18.83490451,NA,11.99,178,"B",NA
"FPB036","FPB","Florida Plantation",36,"PIEL","C","LIVE",17.7,1,2,246.1,0.463446746,18.83490451,NA,11.58,172,"B",NA
"FPB037","FPB","Florida Plantation",37,"PIEL","C","LIVE",11.2,1,2,98.5,0.18556213,18.83490451,NA,8.9,183,"B",NA
"FPC001","FPC","Florida Plantation",1,"PIEL","C","LIVE",27.2,1,2,581.1,0.4624,7.957747155,NA,7,26,"C",NA
"FPC002","FPC","Florida Plantation",2,"PIEL","C","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,8.98,36,"C",NA
"FPC003","FPC","Florida Plantation",3,"PIEL","C","LIVE",13.2,1,2,136.8,0.257751479,18.83490451,NA,12.22,43,"C",NA
"FPC004","FPC","Florida Plantation",4,"PIEL","C","LIVE",12.1,1,2,115,0.21658284,18.83490451,NA,9.68,20,"C",NA
"FPC005","FPC","Florida Plantation",5,"PIEL","C","LIVE",13.1,1,2,134.8,0.253860947,18.83490451,NA,10.08,9,"C",NA
"FPC006","FPC","Florida Plantation",6,"PIEL","C","LIVE",22.8,1,2,408.3,0.3249,7.957747155,NA,12.75,356,"C",NA
"FPC007","FPC","Florida Plantation",7,"PIEL","C","LIVE",29.8,1,2,697.5,0.555025,7.957747155,NA,10.58,350,"C",NA
"FPC008","FPC","Florida Plantation",8,"PIEL","C","LIVE",14.6,1,2,167.4,0.315325444,18.83490451,NA,12.44,340,"C",NA
"FPC009","FPC","Florida Plantation",9,"PIEL","C","LIVE",17.6,1,2,243.3,0.458224852,18.83490451,NA,12.02,326,"C",NA
"FPC010","FPC","Florida Plantation",10,"PIEL","C","LIVE",19.7,1,2,304.8,0.574097633,18.83490451,NA,8.85,329,"C",NA
"FPC011","FPC","Florida Plantation",11,"PIEL","C","LIVE",26.8,1,2,564.1,0.4489,7.957747155,NA,9.24,320,"C",NA
"FPC012","FPC","Florida Plantation",12,"PIEL","C","LIVE",21,1,2,346.4,0.275625,7.957747155,NA,12.23,321,"C",NA
"FPC013","FPC","Florida Plantation",13,"PIEL","C","LIVE",14.6,1,2,167.4,0.315325444,18.83490451,NA,10.43,309,"C",NA
"FPC014","FPC","Florida Plantation",14,"PIEL","C","LIVE",21.9,1,2,376.7,0.29975625,7.957747155,NA,11.23,304,"C",NA
"FPC015","FPC","Florida Plantation",15,"PIEL",NA,"DEAD",16.2,1,2,206.1,0.388224852,18.83490451,NA,10.94,277,"C",NA
"FPC016","FPC","Florida Plantation",16,"PIEL","C","LIVE",17.6,1,2,243.3,0.458224852,18.83490451,NA,6.93,301,"C",NA
"FPC017","FPC","Florida Plantation",17,"PIEL","C","LIVE",18.7,1,2,274.6,0.517292899,18.83490451,NA,5.42,319,"C",NA
"FPC018","FPC","Florida Plantation",18,"PIEL","C","LIVE",29.2,1,2,669.7,0.5329,7.957747155,NA,12.08,244,"C",NA
"FPC019","FPC","Florida Plantation",19,"PIEL",NA,"DEAD",11.4,1,0,102.1,0.192248521,18.83490451,"rotten, no core",10.62,243,"C",NA
"FPC020","FPC","Florida Plantation",20,"PIEL","C","LIVE",27.3,1,2,585.3,0.46580625,7.957747155,NA,8.06,237,"C",NA
"FPC021","FPC","Florida Plantation",21,"PIEL","C","LIVE",21.6,1,2,366.4,0.2916,7.957747155,NA,6.47,236,"C",NA
"FPC022","FPC","Florida Plantation",22,"PIEL","C","LIVE",17,1,2,227,0.427514793,18.83490451,NA,12.39,217,"C",NA
"FPC023","FPC","Florida Plantation",23,"PIEL","C","LIVE",25.5,1,2,510.7,0.40640625,7.957747155,NA,11.87,211,"C",NA
"FPC024","FPC","Florida Plantation",24,"PIEL","C","LIVE",18,1,2,254.5,0.479289941,18.83490451,NA,11.43,189,"C",NA
"FPC025","FPC","Florida Plantation",25,"PIEL","C","LIVE",10.2,1,2,81.7,0.153905325,18.83490451,NA,9.38,199,"C",NA
"FPC026","FPC","Florida Plantation",26,"PIEL","C","LIVE",18.8,1,2,277.6,0.522840237,18.83490451,NA,4.74,210,"C",NA
"FPC027","FPC","Florida Plantation",27,"PIEL","C","LIVE",15.3,1,2,183.9,0.346286982,18.83490451,NA,8.29,184,"C",NA
"FPC028","FPC","Florida Plantation",28,"PIEL","C","LIVE",23,1,2,415.5,0.330625,7.957747155,NA,9.94,161,"C",NA
"FPC029","FPC","Florida Plantation",29,"PIEL","C","LIVE",24.5,1,2,471.4,0.37515625,7.957747155,NA,7.35,154,"C",NA
"FPC030","FPC","Florida Plantation",30,"PIEL","C","LIVE",18,1,2,254.5,0.479289941,18.83490451,NA,9.99,144,"C",NA
"FPC031","FPC","Florida Plantation",31,"PIEL","C","LIVE",18.2,1,2,260.2,0.49,18.83490451,NA,7.67,137,"C",NA
"FPC032","FPC","Florida Plantation",32,"PIEL","C","LIVE",16.8,1,2,221.7,0.417514793,18.83490451,NA,3.14,139,"C",NA
"FPC033","FPC","Florida Plantation",33,"PIEL","C","LIVE",14.3,1,2,160.6,0.3025,18.83490451,NA,9.52,119,"C",NA
"FPC034","FPC","Florida Plantation",34,"PIEL","C","LIVE",14.1,1,2,156.1,0.294097633,18.83490451,NA,10.48,114,"C",NA
"FPC035","FPC","Florida Plantation",35,"PIEL","C","LIVE",14.8,1,2,172,0.324023669,18.83490451,NA,11.29,109,"C",NA
"FPC036","FPC","Florida Plantation",36,"PIEL","C","LIVE",22.5,1,2,397.6,0.31640625,7.957747155,NA,11.29,94,"C",NA
"FPC037","FPC","Florida Plantation",37,"PIEL","C","LIVE",27.4,1,2,589.6,0.469225,7.957747155,NA,5.75,76,"C",NA
"FPC038","FPC","Florida Plantation",38,"PIEL","C","LIVE",27.4,1,2,589.6,0.469225,7.957747155,"has a wound on w. side",9.56,70,"C",NA
"MAA001","MAA","Michigan AmerifluxTower",1,"ACRU","C","LIVE",25.8,1,2,522.8,0.416025,7.957747155,NA,5.88,86,"A",NA
"MAA002","MAA","Michigan AmerifluxTower",2,"ACRU","C","LIVE",29.4,1,2,678.9,0.540225,7.957747155,NA,5.96,85,"A",NA
"MAA003","MAA","Michigan AmerifluxTower",3,"BEPA",NA,"DEAD",21.2,1,2,353,0.2809,7.957747155,NA,8.67,109,"A",NA
"MAA004","MAA","Michigan AmerifluxTower",4,"BEPA",NA,"DEAD",27.7,1,2,602.6,0.47955625,7.957747155,NA,10.39,123,"A",NA
"MAA005","MAA","Michigan AmerifluxTower",5,"BEPA","C","LIVE",22.3,1,2,390.6,0.31080625,7.957747155,"BENT OVER",13.17,85,"A",NA
"MAA006","MAA","Michigan AmerifluxTower",6,"BEPA","C","LIVE",24.3,1,2,463.8,0.36905625,7.957747155,NA,12.04,73,"A",NA
"MAA007","MAA","Michigan AmerifluxTower",7,"BEPA","C","LIVE",29.3,1,2,674.3,0.53655625,7.957747155,NA,12.48,71,"A",NA
"MAA008","MAA","Michigan AmerifluxTower",8,"BEPA","C","LIVE",27.6,1,2,598.3,0.4761,7.957747155,NA,16.22,77,"A",NA
"MAA009","MAA","Michigan AmerifluxTower",9,"BEPA","I","LIVE",20.5,1,2,330.1,0.26265625,7.957747155,NA,17.95,56,"A",NA
"MAA010","MAA","Michigan AmerifluxTower",10,"POGR","C","LIVE",32.3,1,2,819.4,0.65205625,7.957747155,NA,19.95,37,"A",NA
"MAA011","MAA","Michigan AmerifluxTower",11,"POGR","C","LIVE",34.4,1,2,929.4,0.7396,7.957747155,NA,18.62,10,"A",NA
"MAA012","MAA","Michigan AmerifluxTower",12,"POGR","C","LIVE",38.8,1,2,1182.4,0.9409,7.957747155,NA,16.5,8,"A",NA
"MAA013","MAA","Michigan AmerifluxTower",13,"BEPA","I","LIVE",29.9,1,2,702.2,0.55875625,7.957747155,NA,11.42,15,"A",NA
"MAA014","MAA","Michigan AmerifluxTower",14,"POGR","C","LIVE",31.1,1,2,759.6,0.60450625,7.957747155,NA,9.98,30,"A",NA
"MAA015","MAA","Michigan AmerifluxTower",15,"POGR","D","LIVE",45.8,1,2,1647.5,1.311025,7.957747155,NA,8.62,10,"A",NA
"MAA016","MAA","Michigan AmerifluxTower",16,"POGR","I","LIVE",17.9,1,2,251.6,0.47397929,18.83490451,NA,11.75,5,"A",NA
"MAA017","MAA","Michigan AmerifluxTower",17,"POGR","C","LIVE",20.7,1,2,336.5,0.26780625,7.957747155,NA,16.58,335,"A",NA
"MAA018","MAA","Michigan AmerifluxTower",18,"BEPA",NA,"DEAD",27.3,1,2,585.3,0.46580625,7.957747155,NA,12.75,330,"A",NA
"MAA019","MAA","Michigan AmerifluxTower",19,"BEPA","I","LIVE",20.3,1,2,323.7,0.25755625,7.957747155,NA,11.99,329,"A",NA
"MAA020","MAA","Michigan AmerifluxTower",20,"BEPA","I","LIVE",23,1,2,415.5,0.330625,7.957747155,NA,12.51,327,"A",NA
"MAA021","MAA","Michigan AmerifluxTower",21,"QURU","C","LIVE",52.3,1,2,2148.3,1.70955625,7.957747155,NA,5.23,315,"A",NA
"MAA022","MAA","Michigan AmerifluxTower",22,"QURU","C","LIVE",34,1,2,907.9,0.7225,7.957747155,NA,12.58,310,"A",NA
"MAA023","MAA","Michigan AmerifluxTower",23,"QURU","C","LIVE",26.1,1,2,535,0.42575625,7.957747155,NA,19.9,294,"A",NA
"MAA024","MAA","Michigan AmerifluxTower",24,"ACRU","C","LIVE",12.5,1,2,122.7,0.231139053,18.83490451,NA,9.85,298,"A",NA
"MAA025","MAA","Michigan AmerifluxTower",25,"ACRU","C","LIVE",17,1,2,227,0.427514793,18.83490451,NA,9.68,298,"A",NA
"MAA026","MAA","Michigan AmerifluxTower",26,"ACRU","C","LIVE",15.2,1,2,181.5,0.341775148,18.83490451,NA,9.5,297,"A",NA
"MAA027","MAA","Michigan AmerifluxTower",27,"ACRU","I","LIVE",11.5,1,2,103.9,0.195636095,18.83490451,NA,7,287,"A",NA
"MAA028","MAA","Michigan AmerifluxTower",28,"ACRU","I","LIVE",12.1,1,2,115,0.21658284,18.83490451,NA,6.95,286,"A",NA
"MAA029","MAA","Michigan AmerifluxTower",29,"BEPA",NA,"DEAD",25.2,1,2,498.8,0.3969,7.957747155,NA,13.85,253,"A",NA
"MAA030","MAA","Michigan AmerifluxTower",30,"FAGR","S","LIVE",11.3,1,2,100.3,0.188890533,18.83490451,NA,10.1,245,"A",NA
"MAA031","MAA","Michigan AmerifluxTower",31,"BEPA",NA,"DEAD",19.5,1,2,298.6,0.5625,18.83490451,NA,9.8,242,"A",NA
"MAA032","MAA","Michigan AmerifluxTower",32,"BEPA",NA,"DEAD",30,1,2,706.9,0.5625,7.957747155,NA,12.2,242,"A",NA
"MAA033","MAA","Michigan AmerifluxTower",33,"POGR",NA,"DEAD",21,1,2,346.4,0.275625,7.957747155,NA,15.82,244,"A",NA
"MAA034","MAA","Michigan AmerifluxTower",34,"BEPA","C","LIVE",25.5,1,2,510.7,0.40640625,7.957747155,NA,17.08,215,"A",NA
"MAA035","MAA","Michigan AmerifluxTower",35,"BEPA",NA,"DEAD",23,1,2,415.5,0.330625,7.957747155,NA,12.68,205,"A",NA
"MAA036","MAA","Michigan AmerifluxTower",36,"BEPA","C","LIVE",27.5,1,2,594,0.47265625,7.957747155,NA,12.1,207,"A",NA
"MAA037","MAA","Michigan AmerifluxTower",37,"POGR","C","LIVE",42.3,1,2,1405.3,1.11830625,7.957747155,NA,9.23,192,"A",NA
"MAA038","MAA","Michigan AmerifluxTower",38,"POGR","C","LIVE",47.5,1,2,1772.1,1.41015625,7.957747155,NA,8.23,194,"A",NA
"MAA039","MAA","Michigan AmerifluxTower",39,"ACRU","S","LIVE",19.4,1,2,295.6,0.556745562,18.83490451,NA,8.02,215,"A",NA
"MAA040","MAA","Michigan AmerifluxTower",40,"ACRU","S","LIVE",16.2,1,2,206.1,0.388224852,18.83490451,NA,7.97,220,"A",NA
"MAA041","MAA","Michigan AmerifluxTower",41,"ACRU","S","LIVE",15.2,1,2,181.5,0.341775148,18.83490451,NA,5.2,215,"A",NA
"MAA042","MAA","Michigan AmerifluxTower",42,"BEPA","I","LIVE",22,1,2,380.1,0.3025,7.957747155,NA,6.58,210,"A",NA
"MAA043","MAA","Michigan AmerifluxTower",43,"BEPA","C","LIVE",18.4,1,2,265.9,0.500828402,18.83490451,NA,7.17,209,"A",NA
"MAA045","MAA","Michigan AmerifluxTower",45,"BEPA","C","LIVE",24.2,1,2,460,0.366025,7.957747155,NA,19.59,186,"A",NA
"MAA046","MAA","Michigan AmerifluxTower",46,"BEPA","C","LIVE",22.8,1,2,408.3,0.3249,7.957747155,NA,19.99,187,"A",NA
"MAA047","MAA","Michigan AmerifluxTower",47,"ACRU","I","LIVE",17.4,1,2,237.8,0.447869822,18.83490451,NA,11.31,165,"A",NA
"MAA048","MAA","Michigan AmerifluxTower",48,"ACRU","I","LIVE",18.3,1,2,263,0.495399408,18.83490451,NA,11,165,"A",NA
"MAA049","MAA","Michigan AmerifluxTower",49,"ACRU","I","LIVE",12,1,2,113.1,0.213017751,18.83490451,NA,10.77,164,"A",NA
"MAA050","MAA","Michigan AmerifluxTower",50,"BEPA",NA,"DEAD",27,1,2,572.6,0.455625,7.957747155,NA,6.74,155,"A",NA
"MAA051","MAA","Michigan AmerifluxTower",51,"QURU","S","LIVE",13.8,1,2,149.6,0.281715976,18.83490451,NA,3.32,185,"A",NA
"MAA052","MAA","Michigan AmerifluxTower",52,"BEPA","C","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,3.58,150,"A",NA
"MAB001","MAB","Michigan AmerifluxTower",1,"ACRU","I","LIVE",19.2,1,2,289.5,0.545325444,18.83490451,NA,9.72,197,"B",NA
"MAB002","MAB","Michigan AmerifluxTower",2,"ACRU","C","LIVE",26.3,1,2,543.3,0.43230625,7.957747155,NA,12.34,205,"B",NA
"MAB003","MAB","Michigan AmerifluxTower",3,"ACRU","C","LIVE",27.7,1,2,602.6,0.47955625,7.957747155,"E69",11.88,202,"B",NA
"MAB004","MAB","Michigan AmerifluxTower",4,"ACRU","C","LIVE",18.1,1,2,257.3,0.484630178,18.83490451,NA,12.15,200,"B",NA
"MAB005","MAB","Michigan AmerifluxTower",5,"ACRU","C","LIVE",22.9,1,2,411.9,0.32775625,7.957747155,NA,12.49,199,"B",NA
"MAB006","MAB","Michigan AmerifluxTower",6,"BEPA","C","LIVE",24.5,1,2,471.4,0.37515625,7.957747155,NA,16.83,192,"B",NA
"MAB007","MAB","Michigan AmerifluxTower",7,"BEPA","C","LIVE",28.5,1,2,637.9,0.50765625,7.957747155,NA,12.14,190,"B",NA
"MAB008","MAB","Michigan AmerifluxTower",8,"POGR","C","LIVE",22,1,2,380.1,0.3025,7.957747155,NA,10.19,187,"B",NA
"MAB009","MAB","Michigan AmerifluxTower",9,"PIST","S","LIVE",15.5,1,2,188.7,0.355399408,18.83490451,NA,8.67,194,"B",NA
"MAB010","MAB","Michigan AmerifluxTower",10,"PIST","C","LIVE",36.3,1,2,1034.9,0.82355625,7.957747155,NA,10.45,160,"B",NA
