"TreeID","PlotID","site","tree","species","canopy.class","live.dead","dbh","stems","total.cores","BA.cm2","BA.m2.ha","dens.stem.ha","notes","distance","azimuth","plot","Dated"
"DHC020","DHC","Duke Hardwood",20,"QUPH","C","LIVE",19.6,1,2,301.7,0.568284024,18.83490451,NA,17.67,56,"C",NA
"DHC021","DHC","Duke Hardwood",21,"LIST","I","LIVE",25.3,1,2,502.7,0.40005625,7.957747155,NA,17.46,46,"C",NA
"DHC022","DHC","Duke Hardwood",22,"ULAL","C","LIVE",31.3,1,2,769.4,0.61230625,7.957747155,NA,17.05,6,"C",NA
"DHC023","DHC","Duke Hardwood",23,"QUBI","C","LIVE",74.5,1,2,4359.2,3.46890625,7.957747155,NA,14.75,320,"C",NA
"DHC024","DHC","Duke Hardwood",24,"QUBI","C","LIVE",54.6,1,2,2341.4,1.863225,7.957747155,NA,13.14,297,"C",NA
"DHC025","DHC","Duke Hardwood",25,"QUBI","C","LIVE",57.7,1,2,2614.8,2.08080625,7.957747155,NA,14.12,274,"C",NA
"DHC026","DHC","Duke Hardwood",26,"QUPH","C","LIVE",42,1,2,1385.4,1.1025,7.957747155,NA,18.44,225,"C",NA
"DHC027","DHC","Duke Hardwood",27,"NYSY","I","LIVE",29.3,1,2,674.3,0.53655625,7.957747155,NA,18.69,217,"C",NA
"DHC028","DHC","Duke Hardwood",28,"QUBI","I","LIVE",38.6,1,2,1170.2,0.931225,7.957747155,NA,17.36,213,"C",NA
"DHC029","DHC","Duke Hardwood",29,"NYSY","I","LIVE",31,1,2,754.8,0.600625,7.957747155,NA,15.11,220,"C",NA
"DHC030","DHC","Duke Hardwood",30,"ULMUS",NA,"DEAD",33.7,1,0,892,0.70980625,7.957747155,"ROTTEN, NO CORE",19.06,313,"C",NA
"DHC031","DHC","Duke Hardwood",31,"QUBI","I","LIVE",14.5,1,2,165.1,0.31102071,18.83490451,NA,4.28,138,"C",NA
"DLA001","DLA","Duke Loblolly",1,"PITA","C","LIVE",32.9,1,2,850.1,0.67650625,7.957747155,NA,2.15,51,"A",NA
"DLA002","DLA","Duke Loblolly",2,"PITA","C","LIVE",17.8,1,2,248.8,0.468698225,18.83490451,NA,6.13,39,"A",NA
"DLA003","DLA","Duke Loblolly",3,"PITA","C","LIVE",25,1,2,490.9,0.390625,7.957747155,NA,7.79,31,"A",NA
"DLA004","DLA","Duke Loblolly",4,"PITA","C","LIVE",16.2,1,2,206.1,0.388224852,18.83490451,NA,11.11,28,"A",NA
"DLA005","DLA","Duke Loblolly",5,"PITA","C","LIVE",34.7,1,2,945.7,0.75255625,7.957747155,NA,11.35,12,"A",NA
"DLA006","DLA","Duke Loblolly",6,"PITA","C","LIVE",28,1,2,615.8,0.49,7.957747155,NA,10.51,6,"A",NA
"DLA007","DLA","Duke Loblolly",7,"PITA","C","LIVE",36,1,2,1017.9,0.81,7.957747155,NA,5.97,15,"A",NA
"DLA008","DLA","Duke Loblolly",8,"PITA","C","LIVE",32.4,1,2,824.5,0.6561,7.957747155,NA,4.97,346,"A",NA
"DLA009","DLA","Duke Loblolly",9,"LITU","I","LIVE",13.4,1,2,141,0.265621302,18.83490451,NA,10.83,350,"A",NA
"DLA010","DLA","Duke Loblolly",10,"BEAL","S","LIVE",10.6,1,2,88.2,0.166213018,18.83490451,NA,11.23,326,"A",NA
"DLA011","DLA","Duke Loblolly",11,"LIST","I","LIVE",15,1,2,176.7,0.332840237,18.83490451,NA,11.84,321,"A",NA
"DLA012","DLA","Duke Loblolly",12,"LIST","I","LIVE",16.7,1,2,219,0.412559172,18.83490451,NA,12.11,321,"A",NA
"DLA013","DLA","Duke Loblolly",13,"PRSE","I","LIVE",12.5,1,2,122.7,0.231139053,18.83490451,"CHECK SPP",8.22,320,"A",NA
"DLA014","DLA","Duke Loblolly",14,"PITA",NA,"DEAD",13.3,1,2,138.9,0.261671598,18.83490451,NA,6.64,312,"A",NA
"DLA015","DLA","Duke Loblolly",15,"LITU","I","LIVE",12.5,1,2,122.7,0.231139053,18.83490451,NA,1.54,311,"A",NA
"DLA016","DLA","Duke Loblolly",16,"PITA","C","LIVE",33.6,1,2,886.7,0.7056,7.957747155,NA,5.1,294,"A",NA
"DLA017","DLA","Duke Loblolly",17,"PITA","C","LIVE",23.1,1,2,419.1,0.33350625,7.957747155,NA,7.78,294,"A",NA
"DLA018","DLA","Duke Loblolly",18,"PITA",NA,"DEAD",20.1,1,2,317.3,0.25250625,7.957747155,NA,9.54,309,"A",NA
"DLA019","DLA","Duke Loblolly",19,"PITA","C","LIVE",30.4,1,2,725.8,0.5776,7.957747155,NA,11.65,309,"A",NA
"DLA020","DLA","Duke Loblolly",20,"PITA","C","LIVE",27.7,1,2,602.6,0.47955625,7.957747155,NA,10.49,298,"A",NA
"DLA021","DLA","Duke Loblolly",21,"PITA","C","LIVE",33.7,1,2,892,0.70980625,7.957747155,NA,9.24,282,"A",NA
"DLA022","DLA","Duke Loblolly",22,"PITA","C","LIVE",31.7,1,2,789.2,0.62805625,7.957747155,NA,10.96,274,"A",NA
"DLA023","DLA","Duke Loblolly",23,"PITA","C","LIVE",39.9,1,2,1250.4,0.99500625,7.957747155,NA,9.62,260,"A",NA
"DLA024","DLA","Duke Loblolly",24,"PITA","C","LIVE",29.2,1,2,669.7,0.5329,7.957747155,NA,6.93,266,"A",NA
"DLA025","DLA","Duke Loblolly",25,"PITA","C","LIVE",29.8,1,2,697.5,0.555025,7.957747155,NA,4.1,268,"A",NA
"DLA026","DLA","Duke Loblolly",26,"PITA","C","LIVE",27,1,2,572.6,0.455625,7.957747155,NA,4.18,238,"A",NA
"DLA027","DLA","Duke Loblolly",27,"PRSE",NA,"DEAD",10.9,1,0,93.3,0.175754438,18.83490451,"CHECK SPP, unstable no core",7.73,237,"A",NA
"DLA028","DLA","Duke Loblolly",28,"PITA","C","LIVE",25.4,1,2,506.7,0.403225,7.957747155,NA,10.04,244,"A",NA
"DLA029","DLA","Duke Loblolly",29,"PITA","C","LIVE",28.2,1,2,624.6,0.497025,7.957747155,NA,11.46,229,"A",NA
"DLA030","DLA","Duke Loblolly",30,"PITA","C","LIVE",22.9,1,2,411.9,0.32775625,7.957747155,NA,8.22,229,"A",NA
"DLA031","DLA","Duke Loblolly",31,"PRSE","S","LIVE",11.4,1,2,102.1,0.192248521,18.83490451,"check, spp",4.82,222,"A",NA
"DLA032","DLA","Duke Loblolly",32,"PITA","C","LIVE",31.1,1,2,759.6,0.60450625,7.957747155,NA,5.47,217,"A",NA
"DLA033","DLA","Duke Loblolly",33,"PITA","C","LIVE",36.6,1,2,1052.1,0.837225,7.957747155,NA,7.49,207,"A",NA
"DLA034","DLA","Duke Loblolly",34,"PITA",NA,"DEAD",14.4,1,2,162.9,0.306745562,18.83490451,NA,8.99,214,"A",NA
"DLA035","DLA","Duke Loblolly",35,"PITA","C","LIVE",26.4,1,2,547.4,0.4356,7.957747155,NA,12.97,223,"A",NA
"DLA036","DLA","Duke Loblolly",36,"PITA","C","LIVE",38,1,2,1134.1,0.9025,7.957747155,NA,12.97,206,"A",NA
"DLA037","DLA","Duke Loblolly",37,"PITA","C","LIVE",20.8,1,2,339.8,0.2704,7.957747155,NA,11.34,212,"A",NA
"DLA038","DLA","Duke Loblolly",38,"PITA","C","LIVE",31.5,1,2,779.3,0.62015625,7.957747155,NA,5.18,176,"A",NA
"DLA039","DLA","Duke Loblolly",39,"LIST","I","LIVE",14.6,1,2,167.4,0.315325444,18.83490451,NA,12.4,166,"A",NA
"DLA040","DLA","Duke Loblolly",40,"PITA","C","LIVE",32.1,1,2,809.3,0.64400625,7.957747155,NA,11.02,162,"A",NA
"DLA041","DLA","Duke Loblolly",41,"PITA","C","LIVE",21.7,1,2,369.8,0.29430625,7.957747155,NA,9.05,255,"A",NA
"DLA042","DLA","Duke Loblolly",42,"PITA",NA,"DEAD",24,1,0,452.4,0.36,7.957747155,"rotten, no core",7.42,156,"A",NA
"DLA043","DLA","Duke Loblolly",43,"PITA","C","LIVE",29,1,2,660.5,0.525625,7.957747155,NA,5,146,"A",NA
"DLA044","DLA","Duke Loblolly",44,"PITA","C","LIVE",30.2,1,2,716.3,0.570025,7.957747155,NA,3.32,137,"A",NA
"DLA045","DLA","Duke Loblolly",45,"PITA","C","LIVE",26.1,1,2,535,0.42575625,7.957747155,NA,7.21,138,"A",NA
"DLA046","DLA","Duke Loblolly",46,"PITA",NA,"DEAD",16.7,1,0,219,0.412559172,18.83490451,"rotten, no core",10.76,141,"A",NA
"DLA047","DLA","Duke Loblolly",47,"PITA","C","LIVE",24.6,1,2,475.3,0.378225,7.957747155,NA,11.73,141,"A",NA
"DLA048","DLA","Duke Loblolly",48,"PITA","C","LIVE",26.5,1,2,551.5,0.43890625,7.957747155,NA,12.52,137,"A",NA
"DLA049","DLA","Duke Loblolly",49,"PITA","C","LIVE",22.4,1,2,394.1,0.3136,7.957747155,NA,12.21,150,"A",NA
"DLA050","DLA","Duke Loblolly",50,"PRSE","I","LIVE",11.2,1,2,98.5,0.18556213,18.83490451,"species?",10.81,129,"A",NA
"DLA051","DLA","Duke Loblolly",51,"PITA","C","LIVE",26.8,1,2,564.1,0.4489,7.957747155,NA,8.28,127,"A",NA
"DLA052","DLA","Duke Loblolly",52,"PITA","C","LIVE",25,1,2,490.9,0.390625,7.957747155,NA,5.77,132,"A",NA
"DLA053","DLA","Duke Loblolly",53,"PITA","C","LIVE",31.9,1,2,799.2,0.63600625,7.957747155,NA,3.95,109,"A",NA
"DLA054","DLA","Duke Loblolly",54,"PITA","C","LIVE",32.4,1,2,824.5,0.6561,7.957747155,NA,3.54,79,"A",NA
"DLA055","DLA","Duke Loblolly",55,"PITA","C","LIVE",27.8,1,2,607,0.483025,7.957747155,NA,12.39,119,"A",NA
"DLA056","DLA","Duke Loblolly",56,"PITA","C","LIVE",29.7,1,2,692.8,0.55130625,7.957747155,NA,11.59,108,"A",NA
"DLA057","DLA","Duke Loblolly",57,"PITA","C","LIVE",24.1,1,2,456.2,0.36300625,7.957747155,NA,8.97,106,"A",NA
"DLA058","DLA","Duke Loblolly",58,"PITA","C","LIVE",22.7,1,2,404.7,0.32205625,7.957747155,NA,8.25,96,"A",NA
"DLA059","DLA","Duke Loblolly",59,"PITA","C","LIVE",22.9,1,2,411.9,0.32775625,7.957747155,NA,6.62,86,"A",NA
"DLA060","DLA","Duke Loblolly",60,"PITA","C","LIVE",30.8,1,2,745.1,0.5929,7.957747155,NA,10.95,92,"A",NA
"DLA061","DLA","Duke Loblolly",61,"PITA","C","LIVE",21.4,1,2,359.7,0.286225,7.957747155,NA,6.59,64,"A",NA
"DLA062","DLA","Duke Loblolly",62,"PITA","C","LIVE",23.6,1,2,437.4,0.3481,7.957747155,NA,7.12,55,"A",NA
"DLA063","DLA","Duke Loblolly",63,"PITA","C","LIVE",28.2,1,2,624.6,0.497025,7.957747155,NA,8.5,60,"A",NA
"DLA064","DLA","Duke Loblolly",64,"LITU","I","LIVE",16.1,1,2,203.6,0.383446746,18.83490451,NA,9.67,56,"A",NA
"DLA065","DLA","Duke Loblolly",65,"LITU","I","LIVE",26.4,1,2,547.4,0.4356,7.957747155,NA,9.84,54,"A",NA
"DLA066","DLA","Duke Loblolly",66,"LITU","I","LIVE",12.7,1,2,126.7,0.238594675,18.83490451,NA,10.45,56,"A",NA
"DLA067","DLA","Duke Loblolly",67,"PITA",NA,"DEAD",19.4,1,2,295.6,0.556745562,18.83490451,NA,10.5,45,"A",NA
"DLA068","DLA","Duke Loblolly",68,"PITA","C","LIVE",26.9,1,2,568.3,0.45225625,7.957747155,NA,11.7,42,"A",NA
"DLB001","DLB","Duke Loblolly",1,"PITA","C","LIVE",37.8,1,2,1122.2,0.893025,7.957747155,NA,1.85,96,"B",NA
"DLB002","DLB","Duke Loblolly",2,"LITU","I","LIVE",12.8,1,2,128.7,0.242366864,18.83490451,NA,4.56,99,"B",NA
"DLB003","DLB","Duke Loblolly",3,"PITA","C","LIVE",19.8,1,2,307.9,0.579940828,18.83490451,NA,9.11,96,"B",NA
"DLB004","DLB","Duke Loblolly",4,"LIST","I","LIVE",11.6,1,2,105.7,0.199053254,18.83490451,NA,12.15,88,"B",NA
"DLB005","DLB","Duke Loblolly",5,"LIST","I","LIVE",14,1,2,153.9,0.289940828,18.83490451,NA,12.07,76,"B",NA
"DLB006","DLB","Duke Loblolly",6,"PITA","C","LIVE",11.9,1,2,111.2,0.209482249,18.83490451,NA,7.93,70,"B",NA
"DLB007","DLB","Duke Loblolly",7,"PITA","C","LIVE",23.3,1,2,426.4,0.33930625,7.957747155,NA,7.6,74,"B",NA
"DLB008","DLB","Duke Loblolly",8,"PITA","C","LIVE",24.6,1,2,475.3,0.378225,7.957747155,NA,6.28,78,"B",NA
"DLB009","DLB","Duke Loblolly",9,"PITA","C","LIVE",33,1,2,855.3,0.680625,7.957747155,NA,3.44,47,"B",NA
"DLB010","DLB","Duke Loblolly",10,"PITA","C","LIVE",26.4,1,2,547.4,0.4356,7.957747155,NA,8.63,58,"B",NA
"DLB011","DLB","Duke Loblolly",11,"PITA","C","LIVE",28.9,1,2,656,0.52200625,7.957747155,NA,11.65,63,"B",NA
"DLB012","DLB","Duke Loblolly",12,"PITA","C","LIVE",15.8,1,2,196.1,0.369289941,18.83490451,NA,12.86,53,"B",NA
"DLB013","DLB","Duke Loblolly",13,"PITA","C","LIVE",25.3,1,2,502.7,0.40005625,7.957747155,NA,10.99,55,"B",NA
"DLB014","DLB","Duke Loblolly",14,"PITA","C","LIVE",20.5,1,2,330.1,0.26265625,7.957747155,NA,6.52,37,"B",NA
"DLB015","DLB","Duke Loblolly",15,"PITA","C","LIVE",35.2,1,2,973.1,0.7744,7.957747155,NA,5.69,26,"B",NA
"DLB016","DLB","Duke Loblolly",16,"PITA","C","LIVE",26.2,1,2,539.1,0.429025,7.957747155,NA,10.94,38,"B",NA
"DLB017","DLB","Duke Loblolly",17,"PITA",NA,"DEAD",10.8,1,0,91.6,0.172544379,18.83490451,"No core, unstable",7.92,40,"B",NA
"DLB018","DLB","Duke Loblolly",18,"PITA","C","LIVE",19.8,1,2,307.9,0.579940828,18.83490451,NA,11.36,27,"B",NA
"DLB019","DLB","Duke Loblolly",19,"PITA","C","LIVE",13.5,1,2,143.1,0.269600592,18.83490451,NA,10.84,21,"B",NA
"DLB020","DLB","Duke Loblolly",20,"PITA","C","LIVE",21.4,1,2,359.7,0.286225,7.957747155,NA,12.7,359,"B",NA
"DLB021","DLB","Duke Loblolly",21,"PITA","C","LIVE",31.9,1,2,799.2,0.63600625,7.957747155,NA,10.06,0,"B",NA
"DLB022","DLB","Duke Loblolly",22,"PITA","C","LIVE",33.7,1,2,892,0.70980625,7.957747155,NA,2.67,339,"B",NA
"DLB023","DLB","Duke Loblolly",23,"PITA","C","LIVE",31.2,1,2,764.5,0.6084,7.957747155,NA,8.02,336,"B",NA
"DLB024","DLB","Duke Loblolly",24,"PITA","C","LIVE",27.2,1,2,581.1,0.4624,7.957747155,NA,10.04,345,"B",NA
"DLB025","DLB","Duke Loblolly",25,"PITA","C","LIVE",22.3,1,2,390.6,0.31080625,7.957747155,NA,11.88,336,"B",NA
"DLB026","DLB","Duke Loblolly",26,"PITA","C","LIVE",20,1,2,314.2,0.25,7.957747155,NA,9.71,327,"B",NA
"DLB027","DLB","Duke Loblolly",27,"PITA","C","LIVE",19.8,1,2,307.9,0.579940828,18.83490451,NA,8.19,324,"B",NA
"DLB028","DLB","Duke Loblolly",28,"PITA","C","LIVE",35.6,1,2,995.4,0.7921,7.957747155,NA,6.95,319,"B",NA
"DLB029","DLB","Duke Loblolly",29,"PITA","C","LIVE",26.4,1,2,547.4,0.4356,7.957747155,NA,4.43,317,"B",NA
"DLB030","DLB","Duke Loblolly",30,"PITA","C","LIVE",15.9,1,2,198.6,0.37397929,18.83490451,NA,8.76,314,"B",NA
"DLB031","DLB","Duke Loblolly",31,"PITA",NA,"DEAD",17.2,1,1,232.4,0.437633136,18.83490451,"one sample, center rot",9.51,319,"B",NA
"DLB032","DLB","Duke Loblolly",32,"PITA","C","LIVE",30.8,1,2,745.1,0.5929,7.957747155,NA,11.88,324,"B",NA
"DLB033","DLB","Duke Loblolly",33,"PITA","C","LIVE",19.7,1,2,304.8,0.574097633,18.83490451,NA,12.48,313,"B",NA
"DLB034","DLB","Duke Loblolly",34,"PITA","C","LIVE",14.4,1,2,162.9,0.306745562,18.83490451,NA,11.44,307,"B",NA
"DLB035","DLB","Duke Loblolly",35,"PITA","C","LIVE",20.2,1,2,320.5,0.255025,7.957747155,NA,12.7,305,"B",NA
"DLB036","DLB","Duke Loblolly",36,"PITA","C","LIVE",31.3,1,2,769.4,0.61230625,7.957747155,NA,12.44,300,"B",NA
"DLB037","DLB","Duke Loblolly",37,"PITA","C","LIVE",25.6,1,2,514.7,0.4096,7.957747155,NA,3.38,310,"B",NA
"DLB038","DLB","Duke Loblolly",38,"PITA","C","LIVE",28.6,1,2,642.4,0.511225,7.957747155,NA,1.57,291,"B",NA
"DLB039","DLB","Duke Loblolly",39,"PITA","C","LIVE",30.1,1,2,711.6,0.56625625,7.957747155,NA,8.34,278,"B",NA
"DLB040","DLB","Duke Loblolly",40,"PITA","C","LIVE",26.5,1,2,551.5,0.43890625,7.957747155,NA,12.59,266,"B",NA
"DLB041","DLB","Duke Loblolly",41,"PITA","I","LIVE",12.2,1,2,116.9,0.220177515,18.83490451,NA,6.89,271,"B",NA
"DLB042","DLB","Duke Loblolly",42,"PITA","I","LIVE",13.2,1,2,136.8,0.257751479,18.83490451,NA,3.35,262,"B",NA
"DLB043","DLB","Duke Loblolly",43,"PITA","C","LIVE",36.7,1,2,1057.8,0.84180625,7.957747155,NA,7.01,244,"B",NA
"DLB044","DLB","Duke Loblolly",44,"PITA","C","LIVE",22.8,1,2,408.3,0.3249,7.957747155,NA,12.24,242,"B",NA
"DLB045","DLB","Duke Loblolly",45,"PITA","C","LIVE",20.8,1,2,339.8,0.2704,7.957747155,NA,11.37,240,"B",NA
"DLB046","DLB","Duke Loblolly",46,"PITA","C","LIVE",16.7,1,2,219,0.412559172,18.83490451,NA,10.99,236,"B",NA
"DLB047","DLB","Duke Loblolly",47,"PITA","C","LIVE",26.3,1,2,543.3,0.43230625,7.957747155,NA,6.29,223,"B",NA
"DLB048","DLB","Duke Loblolly",48,"PITA","C","LIVE",23.2,1,2,422.7,0.3364,7.957747155,NA,10.7,216,"B",NA
"DLB049","DLB","Duke Loblolly",49,"PITA","C","LIVE",24.7,1,2,479.2,0.38130625,7.957747155,NA,8.24,218,"B",NA
"DLB050","DLB","Duke Loblolly",50,"PITA","C","LIVE",29.1,1,2,665.1,0.52925625,7.957747155,NA,4.45,197,"B",NA
"DLB051","DLB","Duke Loblolly",51,"PITA","C","LIVE",27.6,1,2,598.3,0.4761,7.957747155,NA,6.68,199,"B",NA
"DLB052","DLB","Duke Loblolly",52,"PITA","C","LIVE",30.6,1,2,735.4,0.585225,7.957747155,NA,9.71,200,"B",NA
"DLB053","DLB","Duke Loblolly",53,"PITA","C","LIVE",35.2,1,2,973.1,0.7744,7.957747155,NA,11.72,196,"B",NA
"DLB054","DLB","Duke Loblolly",54,"LITU","I","LIVE",15.1,1,2,179.1,0.337292899,18.83490451,NA,5.44,186,"B",NA
"DLB055","DLB","Duke Loblolly",55,"PITA","C","LIVE",30.3,1,2,721.1,0.57380625,7.957747155,NA,12.22,179,"B",NA
"DLB056","DLB","Duke Loblolly",56,"PITA","C","LIVE",33.6,1,2,886.7,0.7056,7.957747155,NA,10.61,164,"B",NA
"DLB057","DLB","Duke Loblolly",57,"PITA","C","LIVE",24.8,1,2,483.1,0.3844,7.957747155,NA,8.42,140,"B",NA
"DLB058","DLB","Duke Loblolly",58,"PITA","C","LIVE",34.9,1,2,956.6,0.76125625,7.957747155,NA,6.26,138,"B",NA
"DLB059","DLB","Duke Loblolly",59,"CATO","I","LIVE",11.7,1,2,107.5,0.2025,18.83490451,NA,10.82,127,"B",NA
"DLB060","DLB","Duke Loblolly",60,"PITA","C","LIVE",29.4,1,2,678.9,0.540225,7.957747155,NA,10.77,133,"B",NA
"DLB061","DLB","Duke Loblolly",61,"PITA","C","LIVE",31,1,2,754.8,0.600625,7.957747155,NA,8.42,127,"B",NA
"DLC001","DLC","Duke Loblolly",1,"PITA","C","LIVE",16.2,1,2,206.1,0.388224852,18.83490451,"has a flag, LT9/24NARROW",1.34,321,"C",NA
"DLC002","DLC","Duke Loblolly",2,"PITA","C","LIVE",32.4,1,2,824.5,0.6561,7.957747155,NA,4.14,324,"C",NA
"DLC003","DLC","Duke Loblolly",3,"PITA","C","LIVE",22.1,1,2,383.6,0.30525625,7.957747155,NA,9.55,324,"C",NA
"DLC004","DLC","Duke Loblolly",4,"LIST","I","LIVE",12.2,1,2,116.9,0.220177515,18.83490451,NA,11.68,321,"C",NA
"DLC005","DLC","Duke Loblolly",5,"PITA","I","LIVE",10.1,1,2,80.1,0.150902367,18.83490451,NA,12.48,309,"C",NA
"DLC006","DLC","Duke Loblolly",6,"LIST","I","LIVE",13.9,1,2,151.7,0.285813609,18.83490451,NA,10.37,309,"C",NA
"DLC007","DLC","Duke Loblolly",7,"PITA","C","LIVE",30,1,2,706.9,0.5625,7.957747155,NA,8.77,311,"C",NA
"DLC008","DLC","Duke Loblolly",8,"PITA","C","LIVE",30.7,1,2,740.2,0.58905625,7.957747155,NA,4.33,293,"C",NA
"DLC009","DLC","Duke Loblolly",9,"PITA","C","LIVE",21.8,1,2,373.3,0.297025,7.957747155,NA,6.89,292,"C",NA
"DLC010","DLC","Duke Loblolly",10,"PITA","C","LIVE",34,1,2,907.9,0.7225,7.957747155,NA,10.35,298,"C",NA
"DLC011","DLC","Duke Loblolly",11,"PITA","I","LIVE",15.2,1,2,181.5,0.341775148,18.83490451,NA,9.1,290,"C",NA
"DLC012","DLC","Duke Loblolly",12,"PITA","C","LIVE",24.8,1,2,483.1,0.3844,7.957747155,NA,3.64,253,"C",NA
"DLC013","DLC","Duke Loblolly",13,"PITA","C","LIVE",19,1,2,283.5,0.534023669,18.83490451,NA,5.08,260,"C",NA
"DLC014","DLC","Duke Loblolly",14,"PITA","C","LIVE",21.2,1,2,353,0.2809,7.957747155,NA,7.04,267,"C",NA
"DLC015","DLC","Duke Loblolly",15,"PITA","C","LIVE",30,1,2,706.9,0.5625,7.957747155,NA,8.69,274,"C",NA
"DLC016","DLC","Duke Loblolly",16,"PITA","I","LIVE",10.9,1,2,93.3,0.175754438,18.83490451,NA,12.81,276,"C",NA
"DLC017","DLC","Duke Loblolly",17,"PITA",NA,"DEAD",21.5,1,2,363.1,0.28890625,7.957747155,"ROTTEN, USABLE",10.9,265,"C",NA
"DLC018","DLC","Duke Loblolly",18,"LIST","I","LIVE",12.5,1,2,122.7,0.231139053,18.83490451,NA,10.06,256,"C",NA
"DLC019","DLC","Duke Loblolly",19,"PITA","C","LIVE",26.7,1,2,559.9,0.44555625,7.957747155,NA,11.26,254,"C",NA
"DLC020","DLC","Duke Loblolly",20,"LIST","I","LIVE",12.3,1,2,118.8,0.223801775,18.83490451,NA,12.16,246,"C",NA
"DLC021","DLC","Duke Loblolly",21,"LIST","I","LIVE",12.4,1,2,120.8,0.227455621,18.83490451,NA,12.36,245,"C",NA
"DLC022","DLC","Duke Loblolly",22,"LIST","C","LIVE",15.7,1,2,193.6,0.364630178,18.83490451,NA,12.96,241,"C",NA
"DLC023","DLC","Duke Loblolly",23,"PITA","I","LIVE",13.1,1,2,134.8,0.253860947,18.83490451,NA,6.75,242,"C",NA
"DLC024","DLC","Duke Loblolly",24,"LIST","I","LIVE",10.7,1,2,89.9,0.169363905,18.83490451,NA,8.85,234,"C",NA
"DLC025","DLC","Duke Loblolly",25,"PITA","C","LIVE",34.7,1,2,945.7,0.75255625,7.957747155,NA,9.16,226,"C",NA
"DLC026","DLC","Duke Loblolly",26,"PITA","C","LIVE",13.6,1,2,145.3,0.273609467,18.83490451,NA,11.88,229,"C",NA
"DLC027","DLC","Duke Loblolly",27,"PITA","C","LIVE",19.5,1,2,298.6,0.5625,18.83490451,NA,13,325,"C",NA
"DLC028","DLC","Duke Loblolly",28,"PITA","C","LIVE",26.7,1,2,559.9,0.44555625,7.957747155,NA,11.68,222,"C",NA
"DLC029","DLC","Duke Loblolly",29,"PITA","C","LIVE",28.9,1,2,656,0.52200625,7.957747155,NA,9.29,213,"C",NA
"DLC030","DLC","Duke Loblolly",30,"PITA","C","LIVE",29.3,1,2,674.3,0.53655625,7.957747155,NA,6,218,"C",NA
"DLC031","DLC","Duke Loblolly",31,"PITA","C","LIVE",40.5,1,2,1288.2,1.02515625,7.957747155,NA,7.22,191,"C",NA
"DLC032","DLC","Duke Loblolly",32,"ULAL","I","LIVE",12.8,1,2,128.7,0.242366864,18.83490451,NA,12.41,182,"C",NA
"DLC033","DLC","Duke Loblolly",33,"PITA",NA,"DEAD",12,1,0,113.1,0.213017751,18.83490451,"UNSTABLE, NO CORE",11.16,203,"C",NA
"DLC034","DLC","Duke Loblolly",34,"PITA","C","LIVE",43.5,1,2,1486.2,1.18265625,7.957747155,NA,8.81,175,"C",NA
"DLC035","DLC","Duke Loblolly",35,"PITA","I","LIVE",14.9,1,2,174.4,0.32841716,18.83490451,NA,6.14,176,"C",NA
"DLC036","DLC","Duke Loblolly",36,"PITA","C","LIVE",20.2,1,2,320.5,0.255025,7.957747155,NA,6.33,173,"C",NA
"DLC037","DLC","Duke Loblolly",37,"PITA","C","LIVE",19.4,1,2,295.6,0.556745562,18.83490451,NA,12.56,169,"C",NA
"DLC038","DLC","Duke Loblolly",38,"PITA","C","LIVE",29,1,2,660.5,0.525625,7.957747155,NA,11.94,145,"C",NA
"DLC039","DLC","Duke Loblolly",39,"PITA","C","LIVE",19.7,1,2,304.8,0.574097633,18.83490451,NA,12.61,139,"C",NA
"DLC040","DLC","Duke Loblolly",40,"PITA","C","LIVE",32.3,1,2,819.4,0.65205625,7.957747155,NA,11.17,130,"C",NA
"DLC041","DLC","Duke Loblolly",41,"PITA","C","LIVE",33.3,1,2,870.9,0.69305625,7.957747155,NA,9,132,"C",NA
"DLC042","DLC","Duke Loblolly",42,"PITA",NA,"DEAD",11.25,1,0,99.4,0.187222633,18.83490451,NA,8.26,141,"C",NA
"DLC043","DLC","Duke Loblolly",43,"PITA","C","LIVE",17,1,2,227,0.427514793,18.83490451,NA,4.71,252,"C",NA
"DLC044","DLC","Duke Loblolly",44,"PITA","C","LIVE",15.5,1,2,188.7,0.355399408,18.83490451,NA,12.21,110,"C",NA
"DLC045","DLC","Duke Loblolly",45,"PITA","C","LIVE",22.8,1,2,408.3,0.3249,7.957747155,NA,9.61,105,"C",NA
"DLC046","DLC","Duke Loblolly",46,"PITA","C","LIVE",33.9,1,2,902.6,0.71825625,7.957747155,NA,7.21,107,"C",NA
"DLC047","DLC","Duke Loblolly",47,"PITA",NA,"DEAD",15.9,1,0,198.6,0.37397929,18.83490451,NA,5.28,100,"C",NA
"DLC048","DLC","Duke Loblolly",48,"PITA","C","LIVE",27.5,1,2,594,0.47265625,7.957747155,"HAS A FLAG, VT9/24LP24WIDE",2.31,89,"C",NA
"DLC049","DLC","Duke Loblolly",49,"LIST",NA,"DEAD",14.5,1,2,165.1,0.31102071,18.83490451,"A core rotten",3.94,74,"C",NA
"DLC050","DLC","Duke Loblolly",50,"PITA","C","LIVE",12.7,1,2,126.7,0.238594675,18.83490451,NA,7.99,89,"C",NA
"DLC051","DLC","Duke Loblolly",51,"PITA","C","LIVE",17.5,1,2,240.5,0.453032544,18.83490451,NA,10.81,99,"C",NA
"DLC052","DLC","Duke Loblolly",52,"PITA","C","LIVE",29.3,1,2,674.3,0.53655625,7.957747155,NA,10.47,74,"C",NA
