"","ACSA","ASTR","FAGR","FRAX","LITU","POGR","QUAL","QURU","SAAL","TIAM","ULRU"
"1903",0,0,0,0,0,NA,0,0,0,0,0
"1904",0.00403052287265682,0.000508240734868434,0.00218012403735851,0.00448415682898131,0.0069918949673392,NA,0.0238989588276434,0.0672956947106448,0,0.00286161181946411,0.000103113168944002
"1905",0.00431298235942154,0.000534490845145501,0.00232648338806262,0.00493498240046151,0.00802899207808256,NA,0.0250994053462854,0.0693527809443535,0,0.00310028995837948,0.000131035278899535
"1906",0.00445399208610439,0.000561137288436973,0.00247915787388199,0.00496911235174427,0.00899954126863223,NA,0.0253861143238793,0.0707742859382007,0,0.00338507144587124,0.000161315574466103
"1907",0.00481381085094362,0.000588172526874301,0.00263795015059193,0.00518083736915092,0.00905276104835569,NA,0.0254013186422811,0.0723103786995754,0,0.00367441970669546,0.000193872590736832
"1908",0.0049023365392757,0.000615589406557532,0.00312533601447698,0.00592921290273492,0.0103473924581493,NA,0.0276171927208614,0.0735459854122529,0,0.00397045348549089,0.00022864468880184
"1909",0.00527658013583899,0.000643381126506746,0.003286807567451,0.00631278345486916,0.0107081138210933,NA,0.0275349142069237,0.0753955625296164,0,0.00427004558370767,0.000265584022315802
"1910",0.00607369805388145,0.000671541210997233,0.00336293596467889,0.0067991066147246,0.00937049521529456,NA,0.0290338149985754,0.0728459502407568,0,0.00457113584508015,0.000304652577734408
"1911",0.0061054167708269,0.00201304246290857,0.00333633203533363,0.00916556063713641,0.0091649949217394,NA,0.0278728808560362,0.0406384306847863,0,0.00478550957697389,0.000345819446603038
"1912",0.00681050822192035,0.00139389148723261,0.00355386128693926,0.00930930461687325,0.0173345643894144,NA,0.0304260640914174,0.0483450816313889,0,0.00901948005501844,0.000389058870492564
"1913",0.00580571661091137,0.000392152313920997,0.00348906805400231,0.00675254011797579,0.0106431509253293,NA,0.0296852196569636,0.0417909467584314,0,0.00499474310825105,0.000434348792042761
"1914",0.00577850266537394,0.000730507480225222,0.00351079029628668,0.00640683153779633,0.00815109722402071,NA,0.0274621396817147,0.031603909113949,0,0.00463793602753772,0.000481669749654846
"1915",0.00819281768989981,0.000373777605018338,0.00409353529119132,0.00874430580079384,0.0111611413719555,NA,0.0266969047137487,0.0495490165118304,0,0.00903125330884614,0.000531004012694157
"1916",0.00710803164531074,0.000648558259882984,0.00420754441420899,0.0091979535847785,0.0124517645644364,NA,0.0355695150733627,0.0502996734385232,0,0.00863197142039825,0.00058233488944161
"1917",0.00666672237383181,0.000764448402601712,0.00449131189669359,0.00794701081569984,0.0107395251739259,NA,0.0383709846594384,0.045286517187107,0,0.00875443477090553,0.000635646161956297
"1918",0.00658309108176149,0.000755887983890858,0.00451069966370275,0.00673447536413269,0.0087095233037017,NA,0.0286362242015485,0.0340520595751687,0,0.0073942503877112,0.000690921616052961
"1919",0.00648494720396369,0.000703142865503291,0.00474870957852481,0.00716633633440544,0.00973695415969831,NA,0.0250068228804754,0.034774992663796,0,0.00350969588782568,0.000497342480767996
"1920",0.00754130888847568,0.000495960038373162,0.00527889436096602,0.00806323364995117,0.0135699508261162,NA,0.0221059641364864,0.0426149051199555,0,0.00758705817709342,0.00065962464112148
"1921",0.00782647641296013,0.000310101811289255,0.00546881671876288,0.00709802184357376,0.011841902363062,NA,0.0262661713927145,0.0366070259130322,0,0.0071660953500925,0.000585345902603756
"1922",0.00750377710371015,0.000389306954425777,0.00583290833596575,0.00830024345757238,0.0128521826120654,NA,0.0261306385658716,0.0425793036953381,0,0.00849633426924042,0.000673575309430687
"1923",0.00739438564727418,0.000339113200017241,0.00572745554251206,0.00781678862818117,0.0155183600059264,NA,0.0259599348869532,0.0433887113167128,0,0.00739167295564509,0.000569405614477884
"1924",0.00782076972500984,0.0017266305180809,0.00607639513319076,0.00959015581510761,0.0211367720766249,NA,0.0184864857844216,0.0496849178322651,0,0.0113924998198568,0.00105928368709029
"1925",0.00774691581590596,0.000419157007222816,0.00737329120987225,0.00699857161966052,0.0180888146998206,NA,0.0172250984032434,0.0467219968607293,0,0.0108393656393138,0.000687351922975685
"1926",0.00865303706244297,0.000187879110769704,0.00785834848902768,0.00976548092332564,0.0180135156335712,NA,0.0214986019583087,0.0541935656388904,0,0.00857855740588026,0.00135065164290639
"1927",0.00984376688394084,0.000117921427349121,0.00797688530312313,0.0115586978575607,0.0232883828536048,NA,0.0241816549164261,0.0598039615570745,0,0.0141896474658818,0.00146656038725794
"1928",0.00938415614463489,0.000165733095096567,0.00786837876690091,0.0109897836169806,0.0254687845227692,NA,0.0201747883546485,0.0744502718913212,0,0.0095384494849398,0.00100214834536816
"1929",0.0100371612557651,0.000833887595755201,0.00682330333992527,0.0106911120392328,0.0266631625860122,NA,0.0181450379266447,0.0652918977610977,0,0.00586355459568908,0.000843496205993307
"1930",0.00904583586242658,0.00062376708175399,0.00573072628017357,0.00939853213002026,0.0195756313249932,NA,0.0187321916152027,0.0549032271343189,0,0.0074084884361439,0.000733919951222481
"1931",0.010590311367982,0.000222558509455545,0.0043149992850624,0.0092279551686788,0.018449213285556,NA,0.0120614138742919,0.0480255461292617,0,0.0109725285059183,0.000683740865211932
"1932",0.0109523476917762,0.000124187262757286,0.00580243075126231,0.00960097590781448,0.025917859952345,NA,0.0131858514310198,0.0609360096666998,0,0.0117977846780515,0.000783849023489894
"1933",0.00896604810707134,8.71623892838534e-05,0.00572595011352234,0.0090005325620923,0.0201162810638931,NA,0.00915078623155047,0.0472210870381164,0,0.00891934852327896,0.000539812179942114
