all	fir	pine	spruce
1914	546.680042944211	219.066334107682	53.3916353057193	274.222073530809
1915	536.184556335253	221.60048280436	55.09519583615	259.488877694743
1916	722.070535265271	310.288109840801	67.2666497668482	344.515775657622
1917	828.537257025748	396.068655248917	75.5903067375056	356.878295039326
1918	932.301983429222	420.205725914337	81.8607747961197	430.235482718765
1919	940.800513096356	467.249402394976	75.9454273581683	397.605683343212
1920	969.055588535055	450.166545204809	75.6744829527299	443.214560377516
1921	1171.76714823493	512.755660652402	92.7501210924212	566.261366490107
1922	1322.1103772986	566.744447019849	110.05489720113	645.311033077619
1923	1375.14102429391	576.965783044404	116.848773787151	681.326467462354
1924	1378.01355804238	610.753736010055	119.64561845528	647.614203577047
1925	1418.91879088744	636.683068297516	129.682154473672	652.553568116256
1926	1402.5558882305	602.567618040719	135.209814514387	664.778455675395
1927	1524.8732281204	693.551770988607	150.691660226299	680.629796905493
1928	1521.99708788256	681.699218989907	154.760361791696	685.537507100961
1929	1676.89683895857	792.778430404203	179.115429871819	705.002978682546
1930	1657.45488425583	717.151507897202	187.882601844596	752.420774514028
1931	1577.17791792821	711.336059875135	210.437502245996	655.404355807076
1932	1797.87694480347	866.62436901157	279.912594777712	651.33998101419
1933	1972.57499404284	957.180706855332	301.309113086144	714.085174101364
1934	1997.17386891599	945.939519528664	344.354049863598	706.880299523732
1935	2063.12906669558	1004.90133898126	387.079681243471	671.148046470849
1936	2340.08835678494	1057.54314355837	455.895062748677	826.650150477897
1937	2316.67391208864	985.311740753897	505.191045828086	826.17112550666
1938	2522.31815509499	1071.69336064804	593.106703679541	857.518090767415
1939	2407.49740071578	947.48345045784	600.022792675749	859.991157582189
1940	2433.80903422844	926.229053479915	649.263557217584	858.316423530939
1941	2381.60428990704	942.68362133321	678.339008014183	760.581660559644
1942	2820.2471051328	1201.348840082	799.522169416495	819.37609563431
1943	2856.16292866856	1235.75730630288	852.335071302013	768.070551063675
1944	2619.26227818798	991.416557116997	829.97975556205	797.865965508935
1945	2862.94177062421	1242.01505978287	880.496140045611	740.430570795723
1946	3092.65536278086	1218.26405866057	954.057109972253	920.334194148037
1947	3300.94072624724	1301.8123245035	1082.16898606254	916.959415681193
1948	3030.77770311894	1250.17011008168	984.814724036727	795.79286900053
1949	3443.82150630233	1293.1597583765	1172.27081131149	978.390936614347
1950	3146.62209275827	1176.15597446392	1015.21028184727	955.255836447075
1951	3635.19118668718	1273.16022143791	1219.86875394417	1142.1622113051
1952	3532.09391179806	1324.9134098897	1195.62579381166	1011.55470809671
1953	3570.05296178701	1359.33307140921	1240.87121864097	969.848671736833
1954	3389.92786545933	1417.91940196647	1101.00815080405	871.000312688812
1955	3397.2005639921	1272.4958462833	1223.00844165975	901.696276049051
1956	3372.47345179074	1247.92146057968	1183.12746609947	941.424525111597
1957	3753.69045915205	1403.68592065885	1415.1229012524	934.881637240796
1958	3634.41716205718	1373.59834345465	1313.07032203821	947.748496564325
1959	3475.22048251401	1214.61941483811	1352.8160932971	907.784974378792
1960	3381.93231128622	1190.50893573101	1235.75776449448	955.665611060726
1961	3810.25256090441	1376.95982765496	1472.94943399825	960.343299251197
1962	3559.53271576984	1264.4250464058	1373.12551599985	921.982153364192
1963	3170.8147373989	1093.53939022782	1224.57324047618	852.702106694896
1964	3273.6250173478	1118.36654616321	1288.74966298188	866.508808202705
1965	3599.05977208573	1269.70717779343	1394.58815496534	934.764439326965
1966	3042.00067664431	1094.82416988529	1121.23584851888	825.940658240136
1967	2995.14621188474	1180.78122803292	1178.02159890024	636.343384951582
1968	3180.70480637719	1198.60951038578	1225.42069930061	756.674596690791
1969	3553.6005567916	1299.45462134091	1421.01530732909	833.130628121593
1970	3390.88167994973	1230.68477035242	1334.8599543026	825.336955294709
1971	3577.51138154189	1296.99713604824	1359.39636117912	921.117884314528
1972	3501.361113681	1173.75785127019	1350.16057801805	977.442684392763
1973	3535.12774495494	1226.27279371961	1389.41957199817	919.435379237166
1974	3521.59828158726	1176.90731298667	1379.21490978681	965.476058813775
1975	3518.54923561043	1096.58965304497	1456.60642576092	965.353156804543
1976	3243.26809243141	1088.20131198932	1292.55325809322	862.513522348866
1977	3117.63161526379	1013.6607683254	1222.03216424079	881.938682697606
1978	3414.06859476558	1108.23782071772	1453.38395916524	852.446814882622
1979	3366.49457920681	1163.23330353606	1343.96355894966	859.29771672109
1980	3356.89780982724	1053.56132924543	1420.29497490303	883.041505678786
1981	3098.25850701084	1013.75697780839	1396.36530612635	688.1362230761
1982	3409.10725949492	1116.60911476516	1596.20360874989	696.294535979873
1983	3641.01237438839	1199.94789847099	1618.20023715121	822.864238766196
1984	3483.30041234012	1130.39837822911	1544.96958987026	807.932444240744
1985	3266.0517172196	971.165766808702	1499.52718668082	795.358763730081
1986	3705.4856084403	1098.66995421005	1671.4379272314	935.377726998849
1987	3673.03467757311	1010.37534407951	1594.46019649225	1068.19913700134
1988	3308.32658290309	852.008684231729	1441.11348421489	1015.20441445648
1989	3313.34408693399	1048.27953361374	1442.9346417621	822.129911558151
1990	3441.83303912929	935.93580202187	1586.75316135381	919.144075753605
1991	3214.5770850207	812.721399606018	1546.75200716298	855.103678251707
1992	3116.53878199947	944.037621411436	1437.55559042916	734.945570158869
1993	3373.82385781282	895.825156240672	1613.27519132611	864.723510246041
1994	3675.24106100286	1069.18953912701	1670.41000887728	935.641512998564
1995	3779.06616992292	1023.91390298496	1881.61149636773	873.540770570226
1996	3774.68081823431	935.262702749972	1781.52752267731	1057.89059280703
1997	3638.51601686307	860.991033451527	1896.94187633273	880.583107078814
1998	3896.69070365186	815.208243080169	2050.15195417963	1031.33050639206
1999	3678.0069618731	782.990079514835	1970.53330119844	924.483581159828
2000	3529.4286841821	643.190797937565	1857.86299283728	1028.37489340725
2001	3264.31207612302	838.820146272523	1592.50137109626	832.990558754235
2002	2709.45042432572	665.759281421888	1305.94736110201	737.743781801824
2003	3043.46081879409	790.621483500499	1477.81275378856	775.026581505033
2004	3006.00338794071	727.717602708178	1579.72405014739	698.561735085141
2005	3400.50505702486	773.860467011913	1764.82917187726	861.815418135691
2006	3056.76310212625	802.180917909233	1594.72540181144	659.856782405578
2007	3415.34871298537	855.164354634338	1715.52499205592	844.659366295105
2008	2945.60552196062	750.990262929502	1434.95080434559	759.664454685524
2009	3185.018561502	795.423487959034	1558.9827191789	830.612354364063
2010	3224.04299655364	800.577710444047	1581.76769732712	841.697588782476
2011	3282.10172639667	806.82740367315	1651.92705391532	823.3472688082
2012	3185.1961787668	810.823563463089	1568.39811584147	805.97449946224
