"","MMA007","MMA014","MMA015","MMA018","MMA022","MMA023","MMA024","MMA026","MMA030","MMA031","MMA032","MMB001","MMB002","MMB003","MMB004","MMB006","MMB007","MMB008","MMB009","MMB011","MMB012","MMB013","MMB014","MMB015","MMB016","MMB018","MMB019","MMB020","MMB021","MMB022","MMB023","MMB024","MMB025","MMB026","MMC003","MMC010","MMC011","MMC013","MMC016","MMC017","MMC018","MMC022","MMC023","MMC024","MMC026","MMC027","MMC032","MMC033"
"1",15.8922000008094,20.3538000010365,1.97808750010072,173.511923446336,8.17100000041609,4.56221250023236,0,8.46395000043103,69.4300250035357,18.1755625009253,14.5743750007426,1.03800000005229,0,1.81995000009263,12.882237500656,24.4343625012447,0,0,19.0964750009729,0,4.94828750025205,29.3640000014953,15.0465000007662,0,0,1.87020000009512,7.48860000038092,0,0,7.03092500035788,0,24.2683875012357,0,0,4.55610000023191,18.2607250009302,10.8626750005531,32.3127000016454,124.454287506334,10.2639000005226,5.96678750030378,6.66205000033922,0.939412500047861,19.8692000010116,0,0,9.20633750046908,17.0514000008685
"2",91.6440000046667,60.2539375030683,2.19301250011167,349.994260955326,50.2290625025581,5.08688750025899,6.79957200034686,19.125812500974,134.785387506864,109.00496250555,34.5489250017592,24.1288500012297,14.5376250007404,16.6290000008469,150.25141250765,90.4778500046075,5.15070000026208,15.7906666674706,43.1978250021995,39.1638750019945,34.9327125017788,79.1840000040316,45.1592875022997,0,26.8415916680339,50.4791375025707,48.3750000024635,9.90716250050477,8.64480000044021,37.9852000019348,9.94560000050644,54.6792000027844,20.0438000010207,6.01247500030606,9.9017375005042,35.8844000018273,12.4121250006319,100.263500005105,311.047062515837,64.1870625032686,12.1502500006188,22.7105125011565,24.075937501226,72.5514750036943,8.70880833377677,30.7058000015637,27.7351125014121,38.0461875019373
"3",62.3265000031744,61.1004000031114,2.48292500012647,355.141651580582,32.9833875016794,5.23570000026668,26.8455330013662,15.5954375007942,90.5351125046098,101.219037505155,34.6410250017641,20.5245000010442,12.685312500646,7.59708750038683,116.855837505952,58.5231875029801,8.62930000043964,11.4906083339186,29.8184875015189,18.5069250009421,19.2717875009813,52.6601250026818,32.7835375016694,0,23.6424666678707,27.1892000013846,35.7324000018198,13.2891500006765,10.2568250005222,22.1678750011285,7.15260000036441,59.2076625030151,21.3346625010864,3.82252500019481,8.95270000045587,36.544812501861,10.5742000005386,110.233262505614,235.488437511997,43.8855000022347,9.43775000048059,17.5239000008923,7.93003750040371,52.1158000026541,6.20930833364982,25.1255500012794,29.6501625015099,30.1538625015355
"4",91.9913125046846,92.5865375047148,2.76946250014099,338.837832829758,38.5063875019609,4.43540000022575,43.9059513772358,9.91196250050477,105.352887505365,74.9913000038189,63.9023625032541,32.1282500016364,12.9257500006582,9.92566250050553,121.685762506196,82.4704125041995,3.45373750017581,29.0448500014788,31.097950001583,39.6818750020211,18.3150000009327,59.3277750030217,46.4086750023633,0,56.3948416695385,33.2804625016947,66.6242000033927,44.8974000022865,25.7536625013115,20.0160000010193,0,67.0153875034126,23.5853875012008,6.59640000033583,12.3560000006293,50.9929000025964,12.8928000006569,177.699000009048,305.596662515557,89.5800375045618,10.2649875005228,18.5109375009427,11.7466625005982,82.0542750041781,15.7500583341352,64.9072000033056,32.6053000016604,46.0068000023427
"5",139.652937507111,84.7785125043172,2.82825000014394,342.975951579962,62.8906125032026,3.93105000020029,229.036594511664,13.6237875006938,138.097087507032,119.037262506061,68.3953000034828,68.2090000034733,13.1917375006719,13.0129000006626,169.388100008626,86.1869625043894,6.94600000035359,53.0237916693667,43.3404000022071,76.8447000039134,23.3813125011907,64.1406250032662,53.4821250027235,0,88.6922916711829,28.0124000014266,39.6684000020194,93.8663125047797,74.916212503815,30.8880000015726,5.73487500029184,104.115662505302,29.2382000014888,6.99600000035626,14.9456500007611,46.0683625023456,14.0960750007174,123.601237506294,246.79008751257,47.504562502419,16.2519125008276,20.0929875010232,16.8101000008561,107.690362505484,24.5084833345812,74.6492000038013,43.5374250022174,63.8255000032505
"6",105.562562505376,86.60423750441,4.70295000023957,377.602453144229,66.5092875033867,5.17105000026328,244.29681051244,14.6885875007479,193.380062509848,135.643687506908,59.2541375030171,51.4395625026187,14.4896625007378,9.72783750049538,179.422462509136,84.8606875043207,5.64231250028751,56.9676166695678,53.4641375027223,91.224025004645,24.4998375012475,68.5806000034919,34.8912000017768,0,115.319375005873,31.6851500016134,51.0646000026008,105.387600005367,68.9546875035113,27.2045250013856,6.67752500034011,59.234000003017,23.8405875012144,8.00820000040784,13.6104375006931,50.8903000025917,11.479500000585,152.767287507779,366.064562518638,56.1609000028599,13.0053500006623,19.775600001007,15.9141625008103,114.327300005822,20.8378416677281,80.6075375041044,39.3357125020031,48.5177875024708
"7",84.1013375042825,88.8661750045255,5.50320000028019,377.725917206738,68.6954500034982,4.99640000025439,249.525711637706,15.9122250008103,179.402300009135,151.544912507717,67.3934750034322,31.3999875016002,18.45865000094,9.2137500004691,171.266075008721,86.6669375044132,11.6812500005949,49.3450750025126,54.7489500027882,87.5136000044568,49.1465625025028,70.5108000035909,47.3212500024096,2.11960000010801,47.9465250024417,38.9685500019845,50.3640000025644,83.4284000042485,63.8652375032522,24.7402750012602,8.39260000042737,66.3124500033765,27.4612625013983,6.17767500031462,20.8384125010611,54.334937502767,19.618425000999,262.146962513349,347.036712517675,60.9193000031021,12.7993500006518,20.4277125010403,27.6024375014057,110.097062505607,17.9342833342463,71.1291125036221,45.1955500023011,66.7934250034013
"8",140.232150007141,91.0205000046353,5.42213750027612,315.231376578552,48.8952125024899,5.7833125002945,139.269513257092,18.6528875009499,182.770387509308,146.199225007445,70.7510875036033,28.6349000014574,13.3504625006798,6.93046250035302,179.725762509152,81.5390625041524,6.2201875003167,36.1692916685087,58.2442750029659,107.584800005478,37.0574875018872,72.4812000036917,42.6121250021699,1.95292500009934,44.3685500022587,35.6584375018155,35.495775001808,75.5203000038455,61.5543500031344,47.6593250024268,8.41177500042843,143.969037507331,21.8065500011105,4.72672500024052,20.4610625010421,47.1941625024039,33.376600001699,164.381812508372,301.207600015338,59.7267000030417,19.8042375010084,25.7556000013115,19.2430000009798,138.24272500704,25.285358334621,81.8676000041693,41.6146875021194,53.4232250027201
"9",153.623237507823,104.960887505345,11.7359125005976,389.395726582323,74.6961000038038,6.83430000034805,259.59178351322,21.6130500011006,159.098512508102,162.370362508268,85.2923875043428,54.7141125027862,22.7858000011604,12.2509500006237,205.586350010469,96.4378125049111,16.5935000008449,75.1234583371588,72.3551375036848,101.598000005174,63.4992500032336,119.754375006098,39.1149875019919,6.00637500030588,108.557400005529,36.3032750018487,49.9136000025414,150.22917500765,78.4994250039977,44.9788000022908,9.3341000004752,147.735512507523,45.0572125022943,13.8372750007047,26.8685250013681,73.1713875037259,22.7186000011576,151.189987507698,282.724725014397,75.0536000038216,25.0188500012741,21.2372625010814,34.9799625017814,154.183862507852,44.7039416689432,118.81751250605,57.4822500029274,63.851512503252
"10",132.381162506741,119.766412506099,13.8880625007073,407.225364083237,76.9592000039188,7.91952500040333,134.587497131852,24.0826500012264,166.621637508485,156.206550007955,81.1364625041316,48.7410750024822,23.3678750011899,11.8018375006011,211.50255001077,113.234875005767,14.3219250007295,67.6994000034476,56.3841375028708,40.7828750020775,65.3074625033256,140.092425007134,54.6996500027854,4.72207500024047,138.662650007061,27.8229000014171,44.5653000022694,141.636800007212,115.691187505891,46.1552000023499,12.7965250006517,96.7878125049282,44.2482375022533,26.2035000013345,25.6042000013038,63.5248125032345,33.5983750017106,183.543000009347,281.464962514329,75.9619375038683,27.4389000013973,30.5268000015545,33.1568875016885,134.635900006856,37.215225001895,113.724200005791,54.5083125027759,53.2312500027105
