"","MMA001","MMA002","MMA003","MMA004","MMA005","MMA006","MMA007","MMA008","MMA009","MMA010","MMA011","MMA012","MMA013","MMA014","MMA015","MMA016","MMA017","MMA018","MMA019","MMA020","MMA021","MMA022","MMA023","MMA024","MMA025","MMA026","MMA027","MMA028","MMA029","MMA030","MMA031","MMA032","MMA033","MMA034","MMA035","MMB001","MMB002","MMB003","MMB004","MMB005","MMB006","MMB007","MMB008","MMB009","MMB010","MMB011","MMB012","MMB013","MMB014","MMB015","MMB016","MMB018","MMB019","MMB020","MMB021","MMB022","MMB023","MMB024","MMB025","MMB026","MMC001","MMC002","MMC003","MMC005","MMC006","MMC007","MMC008","MMC010","MMC011","MMC012","MMC013","MMC014","MMC015","MMC016","MMC017","MMC018","MMC019","MMC020","MMC021","MMC022","MMC023","MMC024","MMC025","MMC026","MMC027","MMC029","MMC030","MMC031","MMC032","MMC033"
"1946",11.392,4.284,NA,NA,NA,7.315,13.012,7.37700000000001,7.147,6.89099999999999,NA,NA,6.389,15.48,13.484,14.157,12.488,71.77075,10.368,11.036,7.009,15.298,10.172,NA,9.29299999999999,NA,10.659,17.199,9.19800000000002,19.178,26.186,23.654,18.728,11.549,16.985,42.524,NA,3.956,19.99,6.998,19.049,9.71699999999999,30.842,31.797,16.465,26.092,NA,NA,NA,NA,27.3886666666666,11.148,NA,NA,NA,16.12,10.023,23.472,13.755,13.268,12.21,9.361,NA,NA,NA,NA,NA,27.045,23.006,NA,NA,8.738,NA,67.835,NA,NA,8.869,13.744,3.61599999999999,NA,NA,17.931,10.183,21.504,19.862,11.663,NA,12.181,27.334,27.586
"1945",11.343,4.216,NA,NA,NA,7.21500000000001,12.938,7.23300000000001,7.061,6.83599999999999,NA,NA,6.309,15.394,13.39,13.973,12.431,71.35225,10.242,10.866,6.95999999999999,15.027,10.015,NA,9.01899999999999,NA,10.609,17.04,9.13800000000002,18.848,26.065,23.158,18.612,11.317,16.902,41.844,NA,3.786,19.867,6.91,18.917,9.57399999999999,30.108,31.161,16.049,25.851,NA,NA,NA,NA,26.818,11.048,NA,NA,NA,16.021,9.974,23.179,13.574,13.143,12.162,9.241,NA,NA,NA,NA,NA,26.779,22.939,NA,NA,8.642,NA,67.523,NA,NA,8.685,13.634,3.42199999999999,NA,NA,17.622,10.054,21.3046666666666,19.663,11.56,NA,12.112,26.923,27.052
"1944",11.165,4.152,NA,NA,NA,7.01600000000001,12.842,7.13200000000001,6.892,6.60399999999999,NA,NA,6.2,15.281,13.29,13.713,12.244,70.92625,9.98,10.562,6.88899999999999,14.646,9.90900000000001,NA,8.64799999999999,NA,10.47,16.768,8.92400000000002,18.454,25.99,22.612,18.384,11.178,16.827,41.387,NA,3.676,19.696,6.829,18.791,9.37399999999999,29.3273333333333,30.671,15.597,25.616,NA,NA,NA,NA,26.37,10.93,NA,NA,NA,15.882,9.869,22.889,13.291,12.828,12.104,9.1,NA,NA,NA,NA,NA,26.583,22.862,NA,NA,8.545,NA,67.231,NA,NA,8.39,13.471,3.23399999999999,NA,NA,17.345,9.96600000000001,21.136,19.482,11.399,NA,11.907,26.589,26.522
"1943",11.119,4.024,NA,NA,NA,6.99500000000001,12.746,7.06300000000001,6.838,6.55699999999999,NA,NA,6.116,15.175,13.199,13.31,12.109,70.5855,9.914,10.437,6.799,14.453,9.73900000000001,NA,8.55699999999999,NA,10.394,16.627,8.82600000000001,18.126,25.898,22.19,18.112,11.086,16.698,41.061,NA,NA,19.622,6.737,18.703,9.30599999999999,28.9546666666666,30.266,15.089,25.482,NA,NA,NA,NA,26.0433333333333,10.869,NA,NA,NA,15.733,9.828,22.606,13.164,12.725,12.054,8.949,NA,NA,NA,NA,NA,26.436,22.8,NA,NA,8.451,NA,67.049,NA,NA,8.291,13.405,2.98999999999999,NA,NA,17.144,9.86600000000001,20.9926666666666,19.418,11.335,NA,11.857,26.359,26.075
"1942",11.05,3.728,NA,NA,NA,6.95700000000001,12.636,6.90100000000001,6.816,6.47899999999999,NA,NA,6.015,15.032,13.102,12.89,12.01,70.1815,9.848,10.306,6.69499999999999,14.144,9.60500000000001,NA,8.38999999999999,NA,10.372,16.491,8.65800000000002,17.768,25.764,21.601,18.002,10.939,16.479,40.407,NA,NA,19.495,6.623,18.583,9.22599999999999,28.3313333333333,29.525,14.815,25.244,NA,NA,NA,NA,25.4753333333333,10.784,NA,NA,NA,15.444,9.807,22.288,13.043,12.64,11.988,8.77,NA,NA,NA,NA,NA,26.228,22.713,NA,NA,8.274,NA,66.721,NA,NA,8.16,13.307,2.66799999999999,NA,NA,16.946,9.77700000000001,20.8286666666666,19.294,11.229,NA,11.826,26.044,25.41
"1941",10.945,3.64,NA,NA,NA,6.82700000000001,12.522,6.82100000000001,6.646,6.34299999999999,NA,NA,5.931,14.825,12.982,12.62,11.895,69.73475,9.696,10.069,6.64,13.731,9.39700000000001,NA,8.06799999999999,NA,10.261,16.197,8.55600000000002,17.222,25.593,21.082,17.842,10.829,16.293,39.6,NA,NA,19.371,6.469,18.425,9.08399999999999,27.7093333333333,28.757,14.531,24.913,NA,NA,NA,NA,24.8753333333333,10.637,NA,NA,NA,15.157,9.774,21.941,12.762,12.387,11.9,8.661,NA,NA,NA,NA,NA,26.017,22.629,NA,NA,8.16,NA,66.203,NA,NA,7.908,13.19,2.54399999999999,NA,NA,16.667,9.70300000000001,20.692,19.16,11.101,NA,11.692,25.76,24.626
"1940",10.85,3.5,NA,NA,NA,6.73700000000001,12.411,6.67500000000001,6.55,6.23499999999999,NA,NA,5.862,14.64,12.864,12.211,11.65,69.3480833333333,9.564,9.82,6.566,13.503,9.26100000000001,NA,7.91399999999999,NA,10.168,16.001,8.46800000000002,16.848,25.46,20.665,17.624,10.747,16.063,39.324,NA,NA,19.275,6.209,18.269,8.93999999999999,27.2926666666666,28.266,14.257,24.616,NA,NA,NA,NA,24.5133333333333,10.538,NA,NA,NA,14.971,9.726,21.616,12.554,12.203,11.764,8.506,NA,NA,NA,NA,NA,25.861,22.548,NA,NA,7.982,NA,65.781,NA,NA,7.776,13.083,2.37599999999999,NA,NA,16.438,9.65400000000001,20.528,19.037,10.988,NA,11.576,25.493,24.061
"1939",10.729,3.216,NA,NA,NA,6.67500000000001,12.293,6.49100000000001,6.478,6.12799999999999,NA,NA,5.801,14.486,12.716,11.939,11.403,68.89375,9.484,9.66,6.486,13.269,9.12700000000001,NA,7.83599999999999,NA,10.125,15.801,8.20400000000002,16.45,25.248,20.12,17.49,10.681,15.794,38.816,NA,NA,19.139,5.895,18.081,8.81599999999999,26.704,27.69,14.029,24.295,NA,NA,NA,NA,24.0866666666666,10.476,NA,NA,NA,14.748,9.639,21.139,12.366,12.066,11.684,8.276,NA,NA,NA,NA,NA,25.724,22.451,NA,NA,7.913,NA,65.339,NA,NA,7.63,12.893,2.13799999999999,NA,NA,16.171,9.60700000000001,20.3326666666666,18.925,10.902,NA,11.398,25.155,23.444
"1938",10.671,3.104,NA,NA,NA,6.573,12.178,6.37800000000001,6.359,6.01699999999999,NA,NA,5.697,14.342,12.472,11.737,11.325,68.27475,9.352,9.48,6.42899999999999,13.014,8.89000000000001,NA,7.63799999999999,NA,10.059,15.517,7.91800000000002,16.048,24.951,19.504,17.284,10.59,15.668,37.802,NA,NA,19.055,5.62500000000001,17.849,8.67599999999999,25.8126666666666,27.067,13.758,23.884,NA,NA,NA,NA,23.5613333333333,10.42,NA,NA,NA,14.491,9.618,20.617,12.183,11.827,11.576,8.002,NA,NA,NA,NA,NA,25.472,22.376,NA,NA,7.813,NA,64.781,NA,NA,7.43,12.621,1.93599999999999,NA,NA,15.861,9.56500000000001,20.1113333333333,18.8,10.746,NA,11.238,24.749,22.789
"1937",10.486,2.924,NA,NA,NA,6.424,12.056,6.24200000000001,6.178,5.78599999999999,NA,NA,5.625,14.199,12.188,11.41,11.186,67.64775,9.164,9.23,6.33299999999999,12.504,8.61000000000001,NA,7.34999999999999,NA,9.95000000000001,15.088,7.72200000000002,15.63,24.483,19.047,17.09,10.458,15.505,36.881,NA,NA,18.791,5.31900000000001,17.569,8.42199999999999,24.9593333333333,26.259,13.432,23.338,NA,NA,NA,NA,22.7213333333333,10.233,NA,NA,NA,14.169,9.573,20.074,11.86,11.564,11.388,7.852,NA,NA,NA,NA,NA,25.201,22.285,NA,NA,7.727,NA,64.177,NA,NA,7.142,12.24,1.61399999999999,NA,NA,15.484,9.51400000000001,19.7473333333333,18.521,10.599,NA,11.002,24.314,22.111
"1936",10.323,2.842,NA,NA,NA,6.261,11.958,6.09700000000001,5.99,5.57399999999999,NA,NA,5.512,14.065,11.893,11.086,11.015,67.1504166666667,9.018,9.11,6.24999999999999,12.022,8.47600000000001,NA,6.87199999999999,NA,9.76600000000001,14.722,7.56400000000002,15.272,24.063,18.602,16.772,10.354,15.256,36.049,NA,NA,18.549,5.153,17.213,8.03199999999999,24.2893333333333,25.563,13.108,22.919,NA,NA,NA,NA,21.9633333333333,10.121,NA,NA,NA,13.88,9.521,19.699,11.483,11.231,11.239,7.653,NA,NA,NA,NA,NA,24.948,22.214,NA,NA,7.663,NA,63.591,NA,NA,6.926,11.946,1.30799999999999,NA,NA,15.17,9.47500000000001,19.5006666666666,18.324,10.459,NA,10.689,23.989,21.333
"1935",10.247,2.75,NA,NA,NA,6.228,11.885,5.95300000000001,5.903,5.45799999999999,NA,NA,5.421,13.933,11.697,10.884,10.868,66.7944166666667,8.958,8.93,6.182,11.713,8.40600000000001,NA,6.63399999999999,NA,9.73200000000001,14.598,7.49600000000002,15.05,23.822,18.347,16.542,10.251,15.079,35.641,NA,NA,18.439,4.91700000000001,17.031,7.92599999999999,24.0786666666666,25.135,12.62,22.763,NA,NA,NA,NA,21.6813333333333,10.004,NA,NA,NA,13.74,9.463,19.418,11.34,11.152,11.186,7.519,NA,NA,NA,NA,NA,24.817,22.15,NA,NA,7.607,NA,63.297,NA,NA,6.86,11.785,0.783999999999992,NA,NA,14.977,9.44700000000001,19.396,18.272,10.397,NA,10.575,23.831,20.775
"1934",10.114,2.642,NA,NA,NA,6.141,11.758,5.82000000000001,5.762,5.30299999999999,NA,NA,5.267,13.769,11.494,10.55,10.686,66.2840833333334,8.808,8.844,6.10699999999999,11.396,8.28300000000001,NA,6.36599999999999,NA,9.66200000000001,14.364,NA,14.68,23.369,17.614,16.284,10.131,14.849,34.783,NA,NA,18.311,4.65100000000001,16.683,7.76999999999999,23.4673333333333,24.494,12.44,22.449,NA,NA,NA,NA,20.8533333333333,9.92300000000002,NA,NA,NA,13.478,9.412,18.975,11.183,10.928,11.13,7.223,NA,NA,NA,NA,NA,24.623,22.054,NA,NA,7.54,NA,62.907,NA,NA,6.698,11.484,0.355999999999992,NA,NA,14.61,9.42400000000001,19.0706666666666,18.053,10.28,NA,10.314,23.534,20.043
"1933",9.99000000000001,2.512,NA,NA,NA,6.095,11.629,5.68400000000001,5.691,5.15699999999999,NA,NA,5.116,13.619,11.344,10.232,10.471,65.82375,8.64,8.716,6.03499999999999,11.074,8.19600000000001,NA,6.13799999999999,NA,9.49900000000001,14.156,NA,14.346,23.021,16.959,15.962,10.078,14.565,33.976,NA,NA,18.209,4.37300000000001,16.399,7.55999999999999,22.9146666666666,24.045,12.012,22.105,NA,NA,NA,NA,20.206,9.84600000000002,NA,NA,NA,13.245,9.33,18.619,10.996,10.548,11.074,7.058,NA,NA,NA,NA,NA,24.441,21.953,NA,NA,7.49,NA,62.771,NA,NA,6.498,11.199,NA,NA,NA,14.327,9.37600000000001,18.8606666666666,17.935,10.189,NA,10.123,23.316,19.341
"1932",9.91700000000001,NA,NA,NA,NA,6.038,11.469,5.57600000000001,5.597,5.07499999999999,NA,NA,5.024,13.487,11.247,9.87799999999999,10.341,65.41275,8.536,8.603,5.98999999999999,10.753,8.09300000000001,NA,5.92999999999999,NA,9.46400000000001,13.983,NA,14.102,22.869,16.59,15.794,9.98300000000001,14.284,33.347,NA,NA,18.103,NA,16.103,7.49999999999999,22.47,23.786,11.452,21.916,NA,NA,NA,NA,19.704,9.73300000000002,NA,NA,NA,12.962,9.283,18.257,10.896,10.429,11.021,6.849,NA,NA,NA,NA,NA,24.334,21.848,NA,NA,7.449,NA,62.707,NA,NA,6.436,11.08,NA,NA,NA,14.125,9.36200000000001,18.5513333333333,17.829,10.139,NA,10.055,23.091,19.01
"1931",9.80400000000001,NA,NA,NA,NA,5.941,11.298,5.40600000000001,5.419,4.92899999999999,NA,NA,4.905,13.337,11.112,9.51599999999999,10.174,64.87075,8.398,8.474,5.92099999999999,10.476,7.94000000000001,NA,5.71199999999999,NA,9.33600000000001,13.734,NA,13.812,22.709,16.207,15.546,9.81200000000001,13.995,32.56,NA,NA,17.989,NA,15.783,7.37999999999999,21.8126666666666,23.461,10.898,21.566,NA,NA,NA,NA,18.812,9.60300000000002,NA,NA,NA,12.593,9.24,17.805,10.67,10.305,10.93,6.706,NA,NA,NA,NA,NA,24.134,21.734,NA,NA,7.379,NA,62.599,NA,NA,6.382,10.896,NA,NA,NA,13.8,9.34200000000001,18.1546666666666,17.662,10.031,NA,9.932,22.848,18.588
"1930",9.65500000000001,NA,NA,NA,NA,5.817,11.088,5.28000000000001,5.267,4.73699999999999,NA,NA,4.851,13.181,10.96,9.13599999999999,10.057,64.4540833333333,8.236,8.367,5.871,10.226,7.80300000000001,NA,5.40199999999999,NA,9.21200000000001,13.438,NA,13.47,22.609,15.867,15.348,9.72500000000001,13.809,32.031,NA,NA,NA,NA,15.443,7.20399999999999,21.3986666666666,23.16,10.214,21.28,NA,NA,NA,NA,18.1773333333333,9.52800000000002,NA,NA,NA,12.22,9.166,17.359,10.409,10.178,10.789,6.551,NA,NA,NA,NA,NA,23.943,21.639,NA,NA,7.333,NA,62.505,NA,NA,6.282,10.624,NA,NA,NA,13.531,9.30600000000001,17.8413333333333,17.43,9.925,NA,9.762,22.589,18.189
"1929",9.56100000000001,NA,NA,NA,NA,5.759,10.873,5.13000000000001,5.129,4.66899999999999,NA,NA,4.775,13.026,10.831,8.79099999999999,9.889,63.96275,8.124,8.298,5.786,10.008,7.65200000000001,NA,5.26999999999999,NA,9.10100000000001,13.23,NA,13.136,22.515,15.516,15.146,9.60000000000001,13.484,31.47,NA,NA,NA,NA,14.951,7.05399999999999,20.9093333333333,22.87,9.822,21.046,NA,NA,NA,NA,17.5613333333333,9.42600000000002,NA,NA,NA,11.738,9.065,16.911,10.186,10.063,10.717,6.336,NA,NA,NA,NA,NA,23.797,21.516,NA,NA,7.283,NA,62.225,NA,NA,6.226,10.525,NA,NA,NA,13.16,9.20400000000001,17.4446666666666,17.075,9.807,NA,9.698,22.3,17.734
"1928",9.38700000000001,NA,NA,NA,NA,5.647,10.636,5.00900000000001,4.943,4.52099999999999,NA,NA,4.703,12.847,10.651,8.56699999999999,9.717,63.3644166666667,7.872,8.247,5.698,9.61699999999999,7.47300000000001,NA,4.98999999999999,NA,8.97000000000001,12.921,NA,12.782,NA,15.091,14.902,9.54200000000001,13.247,30.52,NA,NA,NA,NA,14.421,6.86399999999999,20.166,22.601,9.79,20.757,NA,NA,NA,NA,16.6826666666666,9.29400000000002,NA,NA,NA,11.226,8.966,16.424,9.961,9.871,10.596,5.995,NA,NA,NA,NA,NA,23.602,21.362,NA,NA,7.219,NA,61.969,NA,NA,6.134,10.313,NA,NA,NA,12.799,9.06500000000001,16.7873333333333,16.887,9.655,NA,9.62799999999999,21.887,17.234
"1927",9.27000000000001,NA,NA,NA,NA,NA,10.409,4.84500000000001,4.841,4.43499999999999,NA,NA,4.649,12.7,10.492,8.36899999999999,9.572,62.6624166666667,7.676,8.161,5.64699999999999,9.34999999999999,7.25200000000001,NA,4.80999999999999,NA,8.76200000000001,12.588,NA,12.396,NA,14.686,14.656,9.44800000000001,13.078,29.462,NA,NA,NA,NA,13.989,6.75599999999999,19.4813333333333,22.161,9.418,20.386,NA,NA,NA,NA,15.77,9.19400000000002,NA,NA,NA,10.761,8.827,15.922,9.612,9.646,10.491,5.615,NA,NA,NA,NA,NA,23.321,21.117,NA,NA,7.163,NA,61.693,NA,NA,6.092,10.121,NA,NA,NA,12.405,9.03700000000001,16.206,16.782,9.519,NA,9.57999999999999,21.469,16.759
"1926",9.08200000000001,NA,NA,NA,NA,NA,10.185,4.66300000000001,4.649,4.31499999999999,NA,NA,4.571,12.545,10.289,8.17199999999999,9.464,62.10375,7.496,8.108,5.635,9.00699999999999,6.91000000000001,NA,4.60999999999999,NA,8.60400000000001,12.195,NA,NA,NA,14.214,14.368,9.34600000000001,12.908,28.568,NA,NA,NA,NA,13.589,6.64999999999999,18.6893333333333,21.723,8.52,19.91,NA,NA,NA,NA,14.9433333333333,9.07700000000002,NA,NA,NA,10.19,8.698,15.437,9.281,9.404,10.344,5.444,NA,NA,NA,NA,NA,23.082,20.831,NA,NA,7.109,NA,61.261,NA,NA,6.084,9.84499999999998,NA,NA,NA,12.077,9.01700000000001,15.5873333333333,16.545,9.333,NA,9.50399999999999,21.038,16.335
"1925",8.96100000000001,NA,NA,NA,NA,NA,9.99900000000001,4.46800000000001,4.537,4.26299999999999,NA,NA,4.527,12.411,10.057,7.96599999999999,9.382,61.58075,7.428,7.978,5.569,8.62799999999999,6.57200000000001,NA,4.47199999999999,NA,8.48200000000001,11.993,NA,NA,NA,13.814,13.898,9.16800000000001,12.669,27.83,NA,NA,NA,NA,13.135,6.55799999999999,18.0566666666666,21.219,NA,19.56,NA,NA,NA,NA,14.2586666666666,8.98200000000002,NA,NA,NA,9.50900000000001,8.639,14.899,8.99,9.217,10.088,5.299,NA,NA,NA,NA,NA,22.773,20.607,NA,NA,7.06,NA,60.945,NA,NA,6.034,9.68799999999998,NA,NA,NA,11.755,8.98500000000001,15.124,16.39,9.271,NA,9.44699999999999,20.684,15.784
"1924",8.82200000000001,NA,NA,NA,NA,NA,9.85500000000001,4.33700000000001,4.345,4.15699999999999,NA,NA,4.465,12.326,9.84400000000001,7.80799999999999,9.242,61.1240833333333,7.324,7.924,5.516,8.29299999999999,6.39000000000001,NA,NA,NA,8.29900000000001,11.575,NA,NA,NA,13.615,13.79,8.94800000000001,12.534,26.859,NA,NA,NA,NA,12.783,6.43799999999999,17.5446666666666,20.759,NA,19.038,NA,NA,NA,NA,13.7073333333333,8.85300000000002,NA,NA,NA,9.01100000000001,8.532,14.574,8.753,9.047,9.89099999999999,5.125,NA,NA,NA,NA,NA,22.422,20.414,NA,NA,6.983,NA,60.699,NA,NA,5.986,9.45199999999998,NA,NA,NA,11.499,8.91300000000001,14.684,16.259,9.135,NA,9.33999999999999,20.453,15.429
"1923",8.64600000000001,NA,NA,NA,NA,NA,9.69400000000001,4.16500000000001,NA,4.11699999999999,NA,NA,4.379,12.217,9.64200000000001,7.73499999999999,9.069,60.63175,7.194,7.859,5.472,8.08799999999999,6.09400000000001,NA,NA,NA,8.22600000000001,11.176,NA,NA,NA,13.244,13.65,8.84200000000001,12.383,25.772,NA,NA,NA,NA,12.323,6.33399999999999,16.7833333333333,20.231,NA,18.454,NA,NA,NA,NA,12.9433333333333,8.76800000000002,NA,NA,NA,8.52900000000001,8.398,13.966,8.479,8.803,9.68299999999999,4.703,NA,NA,NA,NA,NA,22.031,20.191,NA,NA,6.871,NA,60.427,NA,NA,5.92,9.21099999999998,NA,NA,NA,11.231,8.60700000000002,14.0353333333333,16.056,9.007,NA,9.294,20.042,15.082
"1922",8.54700000000001,NA,NA,NA,NA,NA,9.55300000000001,3.99300000000001,NA,4.08499999999999,NA,NA,4.293,12.115,9.46300000000001,7.55799999999999,8.858,60.19975,7.14,7.8,5.389,7.87499999999999,5.92600000000001,NA,NA,NA,8.16600000000001,10.867,NA,NA,NA,13.005,13.324,8.68800000000001,12.137,24.928,NA,NA,NA,NA,11.785,6.22399999999999,16.25,19.801,NA,18.091,NA,NA,NA,NA,12.3353333333333,8.72000000000002,NA,NA,NA,7.48500000000001,8.256,13.625,8.341,8.642,9.55599999999999,4.577,NA,NA,NA,NA,NA,21.62,19.93,NA,NA,6.647,NA,59.935,NA,NA,5.87,9.12599999999998,NA,NA,NA,10.792,8.54500000000002,13.5126666666666,15.898,8.775,NA,9.24999999999999,19.692,14.607
"1921",8.23000000000001,NA,NA,NA,NA,NA,9.35300000000001,3.86900000000001,NA,3.99499999999999,NA,NA,4.277,12.028,9.30500000000001,7.33299999999999,8.658,59.76925,7.054,7.737,5.247,7.59199999999999,5.71800000000001,NA,NA,NA,8.01900000000001,10.445,NA,NA,NA,12.722,13.262,8.63600000000001,11.842,24.252,NA,NA,NA,NA,11.251,6.09199999999999,15.7466666666666,19.268,NA,17.638,NA,NA,NA,NA,11.7363333333333,8.60400000000002,NA,NA,NA,6.70700000000001,8.217,13.292,8.149,8.485,9.36699999999999,4.285,NA,NA,NA,NA,NA,21.236,19.694,NA,NA,6.469,NA,59.459,NA,NA,5.696,8.92399999999998,NA,NA,NA,10.396,8.47300000000002,13.0526666666666,15.744,8.577,NA,9.21799999999999,19.264,14.042
"1920",8.12300000000001,NA,NA,NA,NA,NA,9.18400000000001,3.77100000000001,NA,3.92099999999999,NA,NA,4.259,11.938,9.19800000000001,7.16099999999999,8.458,59.39925,6.96,7.698,NA,7.28699999999999,5.52800000000001,NA,NA,NA,7.94700000000001,10.063,NA,NA,NA,12.513,13.058,8.55600000000001,11.486,23.597,NA,NA,NA,NA,10.827,5.94399999999999,15.276,18.782,NA,17.251,NA,NA,NA,NA,11.2303333333333,8.54000000000002,NA,NA,NA,5.80300000000001,8.122,13.078,8.019,8.34900000000001,9.04299999999999,3.943,NA,NA,NA,NA,NA,20.934,19.418,NA,NA,6.196,NA,58.885,NA,NA,5.512,8.67899999999998,NA,NA,NA,10.101,8.41500000000002,12.5773333333333,15.544,8.353,NA,9.182,18.853,13.556
"1919",7.95500000000001,NA,NA,NA,NA,NA,8.94100000000001,3.67500000000001,NA,3.77499999999999,NA,NA,4.223,11.822,9.11100000000001,7.01399999999999,8.187,58.96025,6.828,7.594,NA,6.93399999999999,5.30200000000001,NA,NA,NA,7.81600000000001,9.497,NA,NA,NA,12.331,12.908,8.47400000000001,11.25,22.719,NA,NA,NA,NA,10.445,5.77799999999999,14.726,18.369,NA,16.814,NA,NA,NA,NA,10.7573333333333,8.48600000000002,NA,NA,NA,4.93500000000001,8.022,12.793,7.953,8.187,8.63499999999999,3.687,NA,NA,NA,NA,NA,20.489,19.108,NA,NA,5.948,NA,58.465,NA,NA,5.316,8.49999999999998,NA,NA,NA,9.669,8.32100000000002,12.0133333333333,15.302,8.125,NA,9.136,18.383,13.029
"1918",7.85200000000001,NA,NA,NA,NA,NA,8.80500000000001,3.55500000000001,NA,3.67699999999999,NA,NA,4.205,11.714,9.06700000000001,6.76299999999999,7.873,58.60275,6.79,7.464,NA,6.71199999999999,NA,NA,NA,NA,7.55900000000001,9.281,NA,NA,NA,12.215,12.792,8.43600000000001,10.958,22.204,NA,NA,NA,NA,10.067,5.62999999999999,14.212,17.914,NA,16.648,NA,NA,NA,NA,NA,8.43400000000002,NA,NA,NA,4.64100000000001,7.889,12.624,7.921,8.069,8.252,3.471,NA,NA,NA,NA,NA,20.119,18.76,NA,NA,5.775,NA,57.877,NA,NA,5.198,8.32899999999998,NA,NA,NA,9.255,8.18500000000002,11.484,15.06,7.869,NA,9.062,18.012,12.744
"1917",7.79400000000001,NA,NA,NA,NA,NA,8.61700000000001,3.415,NA,3.63699999999999,NA,NA,4.179,11.609,9.03700000000001,6.39499999999999,7.493,58.24875,6.692,7.249,NA,6.51199999999999,NA,NA,NA,NA,NA,9.076,NA,NA,NA,12.064,12.632,8.40600000000001,10.682,21.789,NA,NA,NA,NA,9.527,5.39799999999999,13.682,17.429,NA,16.186,NA,NA,NA,NA,NA,8.37000000000002,NA,NA,NA,NA,7.749,12.355,7.899,7.943,8.082,NA,NA,NA,NA,NA,NA,19.664,18.484,NA,NA,5.485,NA,57.217,NA,NA,4.93,8.08899999999998,NA,NA,NA,8.964,8.03500000000002,10.906,14.85,7.615,NA,9.018,17.529,12.204
"1916",7.45300000000001,NA,NA,NA,NA,NA,8.25500000000001,NA,NA,3.48299999999999,NA,NA,4.101,11.461,9.00600000000001,6.20299999999999,7.167,57.76575,6.508,7.091,NA,6.22799999999999,NA,NA,NA,NA,NA,8.758,NA,NA,NA,11.881,12.538,8.32800000000001,10.484,21.14,NA,NA,NA,NA,8.947,5.10999999999999,13.138,16.845,NA,15.589,NA,NA,NA,NA,NA,8.28800000000002,NA,NA,NA,NA,7.679,12.039,7.857,7.751,8.046,NA,NA,NA,NA,NA,NA,19.102,18.125,NA,NA,5.229,NA,56.251,NA,NA,4.484,7.82699999999998,NA,NA,NA,8.178,7.87900000000002,10.2093333333333,14.468,7.289,NA,8.956,17,11.685
"1915",7.12900000000001,NA,NA,NA,NA,NA,7.96700000000001,NA,NA,3.31299999999999,NA,NA,3.977,11.256,8.93100000000001,5.92799999999999,6.948,57.22275,6.366,6.971,NA,5.95399999999999,NA,NA,NA,NA,NA,8.312,NA,NA,NA,11.655,12.42,8.23000000000001,10.298,20.231,NA,NA,NA,NA,8.431,4.83199999999999,12.464,16.064,NA,14.958,NA,NA,NA,NA,NA,8.22000000000002,NA,NA,NA,NA,7.561,11.555,7.727,7.505,7.868,NA,NA,NA,NA,NA,NA,18.354,17.754,NA,NA,4.954,NA,55.427,NA,NA,NA,7.47299999999998,NA,NA,NA,7.6,7.74300000000002,9.42599999999997,14.036,6.909,NA,8.842,16.343,10.989
"1914",6.68900000000001,NA,NA,NA,NA,NA,7.56900000000001,NA,NA,3.18499999999999,NA,NA,3.719,11.049,8.84600000000001,5.51399999999999,6.617,56.67975,6.308,6.777,NA,5.72199999999999,NA,NA,NA,NA,NA,7.8,NA,NA,NA,11.353,12.2,8.20200000000001,10.081,19.289,NA,NA,NA,NA,7.523,4.44799999999999,11.96,15.338,NA,14.24,NA,NA,NA,NA,NA,8.08600000000002,NA,NA,NA,NA,7.282,11.103,7.563,7.266,7.468,NA,NA,NA,NA,NA,NA,17.77,17.38,NA,NA,4.675,NA,54.859,NA,NA,NA,7.03299999999998,NA,NA,NA,NA,7.66300000000002,8.7433333333333,13.556,6.729,NA,8.63199999999999,15.681,10.311
"1913",6.49800000000001,NA,NA,NA,NA,NA,7.27100000000001,NA,NA,3.15499999999999,NA,NA,3.403,10.897,8.79200000000001,5.30999999999999,6.273,56.33675,6.228,6.495,NA,5.59199999999999,NA,NA,NA,NA,NA,7.658,NA,NA,NA,11.119,12.08,8.18200000000001,9.86499999999998,18.907,NA,NA,NA,NA,NA,4.27199999999999,11.6353333333333,15.004,NA,13.876,NA,NA,NA,NA,NA,8.03800000000002,NA,NA,NA,NA,7.119,10.793,7.465,7.162,7.229,NA,NA,NA,NA,NA,NA,NA,17.051,NA,NA,4.403,NA,NA,NA,NA,NA,6.68299999999998,NA,NA,NA,NA,7.50300000000002,8.25599999999997,13.344,6.557,NA,8.49799999999999,15.34,9.897
"1912",6.31900000000001,NA,NA,NA,NA,NA,6.99700000000001,NA,NA,3.13299999999999,NA,NA,NA,10.714,8.62700000000001,5.01699999999999,5.825,55.86975,6.04,6.302,NA,5.45999999999999,NA,NA,NA,NA,NA,7.514,NA,NA,NA,10.817,12.002,8.14600000000001,9.66899999999998,18.345,NA,NA,NA,NA,NA,3.93199999999999,11.1906666666666,14.46,NA,13.453,NA,NA,NA,NA,NA,7.92800000000002,NA,NA,NA,NA,6.906,10.359,7.429,7.055,6.993,NA,NA,NA,NA,NA,NA,NA,16.696,NA,NA,NA,NA,NA,NA,NA,NA,6.34299999999998,NA,NA,NA,NA,7.41500000000002,7.59799999999997,13.024,6.073,NA,8.29599999999999,14.874,9.236
