TreeID,PlotID,Site,Tree,Species,Canopy Class,Live/Dead,DBH (cm),Stems,Total Cores,Basal Area (cm2),basal area (m2/ha),Density (stems/ha),notes,Distance,Azimuth
MAC020,MAC,Michigan AmerifluxTower,020,PIST,I,LIVE,12.10,1,2,115.0,0.21658284,18.83490451,,5.77,352
MAC021,MAC,Michigan AmerifluxTower,021,PIST,S,LIVE,10.00,1,2,78.5,0.147928994,18.83490451,,6.24,327
MAC022,MAC,Michigan AmerifluxTower,022,POGR,*,DEAD,14.10,1,2,156.1,0.294097633,18.83490451,,5.75,325
MAC023,MAC,Michigan AmerifluxTower,023,POGR,C,LIVE,22.70,1,2,404.7,0.32205625,7.957747155,,10.31,322
MAC024,MAC,Michigan AmerifluxTower,024,PIST,S,LIVE,14.80,1,2,172.0,0.324023669,18.83490451,,12.21,320
MAC025,MAC,Michigan AmerifluxTower,025,QURU,C,LIVE,33.20,1,2,865.7,0.6889,7.957747155,,19.48,335
MAC026,MAC,Michigan AmerifluxTower,026,QURU,C,LIVE,33.00,1,2,855.3,0.680625,7.957747155,,20.00,335
MAC027,MAC,Michigan AmerifluxTower,027,QURU,C,LIVE,26.90,1,2,568.3,0.45225625,7.957747155,,19.56,313
MAC028,MAC,Michigan AmerifluxTower,028,QURU,C,LIVE,34.60,1,2,940.2,0.748225,7.957747155,,19.59,311
MAC029,MAC,Michigan AmerifluxTower,029,QURU,C,LIVE,27.80,1,2,607.0,0.483025,7.957747155,,19.21,311
MAC030,MAC,Michigan AmerifluxTower,030,PIST,S,LIVE,14.50,1,2,165.1,0.31102071,18.83490451,,7.45,314
MAC031,MAC,Michigan AmerifluxTower,031,POGR,C,LIVE,19.70,1,2,304.8,0.574097633,18.83490451,,6.51,310
MAC032,MAC,Michigan AmerifluxTower,032,POGR,*,DEAD,27.50,1,2,594.0,0.47265625,7.957747155,,14.55,301
MAC033,MAC,Michigan AmerifluxTower,033,POGR,C,LIVE,42.00,1,2,1385.4,1.1025,7.957747155,,19.50,287
MAC034,MAC,Michigan AmerifluxTower,034,POGR,C,LIVE,39.10,1,2,1200.7,0.95550625,7.957747155,,17.68,285
MAC035,MAC,Michigan AmerifluxTower,035,POGR,*,DEAD,23.00,1,2,415.5,0.330625,7.957747155,,9.35,280
MAC036,MAC,Michigan AmerifluxTower,036,PIST,I,LIVE,16.30,1,2,208.7,0.393032544,18.83490451,,7.57,283
MAC037,MAC,Michigan AmerifluxTower,037,PIST,I,LIVE,18.20,1,2,260.2,0.49,18.83490451,,10.16,268
MAC038,MAC,Michigan AmerifluxTower,038,POGR,C,LIVE,32.90,1,2,850.1,0.67650625,7.957747155,,17.51,273
MAC039,MAC,Michigan AmerifluxTower,039,POGR,*,DEAD,28.00,1,2,615.8,0.49,7.957747155,,17.03,255
MAC040,MAC,Michigan AmerifluxTower,040,ACRU,S,LIVE,16.50,1,2,213.8,0.402736686,18.83490451,,10.13,260
MAC041,MAC,Michigan AmerifluxTower,041,ACRU,C,LIVE,23.30,1,2,426.4,0.33930625,7.957747155,,4.05,274
MAC042,MAC,Michigan AmerifluxTower,042,ACRU,C,LIVE,22.40,1,2,394.1,0.3136,7.957747155,,3.69,272
MAC043,MAC,Michigan AmerifluxTower,043,ACRU,C,LIVE,21.00,1,2,346.4,0.275625,7.957747155,,3.67,267
MAC044,MAC,Michigan AmerifluxTower,044,QURU,C,LIVE,35.80,1,2,1006.6,0.801025,7.957747155,,5.23,245
MAC045,MAC,Michigan AmerifluxTower,045,PIST,S,LIVE,12.20,1,2,116.9,0.220177515,18.83490451,,10.16,242
MAC046,MAC,Michigan AmerifluxTower,046,QURU,C,LIVE,28.60,1,2,642.4,0.511225,7.957747155,,15.60,226
MAC047,MAC,Michigan AmerifluxTower,047,PIST,S,LIVE,13.80,1,2,149.6,0.281715976,18.83490451,,10.23,223
MAC048,MAC,Michigan AmerifluxTower,048,PIST,S,LIVE,12.20,1,2,116.9,0.220177515,18.83490451,,8.39,225
MAC049,MAC,Michigan AmerifluxTower,049,ACRU,I,LIVE,15.90,1,2,198.6,0.37397929,18.83490451,,6.92,190
MAC050,MAC,Michigan AmerifluxTower,050,ACRU,I,LIVE,21.10,1,2,349.7,0.27825625,7.957747155,,7.30,189
MAC051,MAC,Michigan AmerifluxTower,051,ACRU,I,LIVE,13.20,1,2,136.8,0.257751479,18.83490451,,6.93,187
MAC052,MAC,Michigan AmerifluxTower,052,PIST,*,DEAD,16.00,1,2,201.1,0.378698225,18.83490451,,9.77,194
MAC053,MAC,Michigan AmerifluxTower,053,BEPA,C,LIVE,23.10,1,2,419.1,0.33350625,7.957747155,,11.85,206
MAC054,MAC,Michigan AmerifluxTower,054,ACRU,C,LIVE,24.50,1,2,471.4,0.37515625,7.957747155,,18.20,200
MAC055,MAC,Michigan AmerifluxTower,055,ACRU,C,LIVE,26.70,1,2,559.9,0.44555625,7.957747155,,18.70,198
MAC056,MAC,Michigan AmerifluxTower,056,ACRU,C,LIVE,22.90,1,2,411.9,0.32775625,7.957747155,,18.20,169
MAC057,MAC,Michigan AmerifluxTower,057,QURU,C,LIVE,23.20,1,2,422.7,0.3364,7.957747155,,20.00,161
MAC058,MAC,Michigan AmerifluxTower,058,BEPA,C,LIVE,10.20,1,2,81.7,0.153905325,18.83490451,,13.00,158
MAC059,MAC,Michigan AmerifluxTower,059,BEPA,C,LIVE,17.70,1,2,246.1,0.463446746,18.83490451,,12.70,158
MAC060,MAC,Michigan AmerifluxTower,060,BEPA,C,LIVE,22.30,1,2,390.6,0.31080625,7.957747155,,12.18,157
MAC061,MAC,Michigan AmerifluxTower,061,PIST,S,LIVE,18.80,1,2,277.6,0.522840237,18.83490451,,4.70,185
MAC062,MAC,Michigan AmerifluxTower,062,BEPA,C,LIVE,22.30,1,2,390.6,0.31080625,7.957747155,,16.57,140
MAC063,MAC,Michigan AmerifluxTower,063,QURU,D,LIVE,37.80,1,2,1122.2,0.893025,7.957747155,,11.73,130
MAC064,MAC,Michigan AmerifluxTower,064,QURU,C,LIVE,39.30,1,2,1213.0,0.96530625,7.957747155,,11.54,128
MAC065,MAC,Michigan AmerifluxTower,065,ACRU,S,LIVE,11.30,1,2,100.3,0.188890533,18.83490451,,10.55,127
MAC066,MAC,Michigan AmerifluxTower,066,ACRU,S,LIVE,10.60,1,2,88.2,0.166213018,18.83490451,,10.55,129
MAC067,MAC,Michigan AmerifluxTower,067,QURU,C,LIVE,26.70,1,2,559.9,0.44555625,7.957747155,,19.41,87
MAC068,MAC,Michigan AmerifluxTower,068,QURU,C,LIVE,27.80,1,2,607.0,0.483025,7.957747155,,19.84,85
MAC069,MAC,Michigan AmerifluxTower,069,POGR,C,LIVE,35.50,1,2,989.8,0.78765625,7.957747155,,20.00,71
MAC070,MAC,Michigan AmerifluxTower,070,ACRU,*,DEAD,15.40,1,2,186.3,0.350828402,18.83490451,,11.00,97
MAC071,MAC,Michigan AmerifluxTower,071,ACRU,S,LIVE,10.80,1,2,91.6,0.172544379,18.83490451,,12.00,85
MAC072,MAC,Michigan AmerifluxTower,072,PIST,S,LIVE,10.70,1,2,89.9,0.169363905,18.83490451,,8.91,87
MAC073,MAC,Michigan AmerifluxTower,073,BEPA,I,LIVE,19.00,1,2,283.5,0.534023669,18.83490451,,5.93,74
MAC074,MAC,Michigan AmerifluxTower,074,BEPA,C,LIVE,20.10,1,2,317.3,0.25250625,7.957747155,,5.49,70
MAC075,MAC,Michigan AmerifluxTower,075,BEPA,C,LIVE,18.50,1,2,268.8,0.506286982,18.83490451,,5.88,68
MAC076,MAC,Michigan AmerifluxTower,076,PIST,*,DEAD,15.40,1,2,186.3,0.350828402,18.83490451,,10.00,56
MAC077,MAC,Michigan AmerifluxTower,077,POGR,C,LIVE,22.80,1,2,408.3,0.3249,7.957747155,,16.42,62
MFA001,MFA,Michigan Facet Site,001,QURU,D,LIVE,32.00,1,2,804.2,0.64,7.957747155,,3.90,285
MFA002,MFA,Michigan Facet Site,002,QURU,D,LIVE,29.40,1,2,678.9,0.540225,7.957747155,,4.58,287
MFA003,MFA,Michigan Facet Site,003,ACRU,I,LIVE,16.50,1,2,213.8,0.402736686,18.83490451,,7.02,308
MFA004,MFA,Michigan Facet Site,004,FAGR,S,LIVE,12.60,1,2,124.7,0.234852071,18.83490451,,5.91,315
MFA005,MFA,Michigan Facet Site,005,FAGR,S,LIVE,10.60,1,2,88.2,0.166213018,18.83490451,,7.28,318
MFA006,MFA,Michigan Facet Site,006,POGR,*,DEAD,38.60,1,2,1170.2,0.931225,7.957747155,,7.71,323
MFA007,MFA,Michigan Facet Site,007,PIST,S,LIVE,10.80,1,2,91.6,0.172544379,18.83490451,,11.57,327
MFA008,MFA,Michigan Facet Site,008,QURU,C,LIVE,33.60,1,2,886.7,0.7056,7.957747155,,15.47,350
MFA009,MFA,Michigan Facet Site,009,QURU,C,LIVE,31.90,1,2,799.2,0.63600625,7.957747155,,20.00,345
MFA010,MFA,Michigan Facet Site,010,POGR,*,DEAD,26.40,1,2,547.4,0.4356,7.957747155,,10.99,316
MFA011,MFA,Michigan Facet Site,011,BEPA,*,DEAD,16.40,1,2,211.2,0.397869822,18.83490451,"695A, DIAM AT 3M",10.76,297
MFA012,MFA,Michigan Facet Site,012,FAGR,S,LIVE,11.20,1,2,98.5,0.18556213,18.83490451,700A,8.65,295
MFA013,MFA,Michigan Facet Site,013,ACRU,S,LIVE,10.50,1,2,86.6,0.163091716,18.83490451,944A,7.94,290
MFA014,MFA,Michigan Facet Site,014,ACRU,S,LIVE,11.80,1,2,109.4,0.205976331,18.83490451,943A,7.97,286
MFA015,MFA,Michigan Facet Site,015,ACRU,S,LIVE,10.60,1,2,88.2,0.166213018,18.83490451,945A,7.39,270
MFA016,MFA,Michigan Facet Site,016,ACRU,I,LIVE,14.80,1,2,172.0,0.324023669,18.83490451,699A,9.41,280
MFA017,MFA,Michigan Facet Site,017,QURU,C,LIVE,35.00,1,2,962.1,0.765625,7.957747155,689A,19.66,282
MFA018,MFA,Michigan Facet Site,018,QURU,C,LIVE,30.80,1,2,745.1,0.5929,7.957747155,688A,19.21,282
MFA019,MFA,Michigan Facet Site,019,QURU,D,LIVE,41.70,1,2,1365.7,1.08680625,7.957747155,696A,12.19,270
MFA020,MFA,Michigan Facet Site,020,QURU,D,LIVE,36.50,1,2,1046.3,0.83265625,7.957747155,698A,10.69,265
MFA021,MFA,Michigan Facet Site,021,ACRU,I,LIVE,14.40,1,2,162.9,0.306745562,18.83490451,948A,4.54,247
MFA022,MFA,Michigan Facet Site,022,QURU,D,LIVE,37.90,1,2,1128.2,0.89775625,7.957747155,947A,6.93,222
MFA023,MFA,Michigan Facet Site,023,QURU,D,LIVE,22.60,1,2,401.1,0.319225,7.957747155,946A,7.37,224
MFA024,MFA,Michigan Facet Site,024,BEPA,*,DEAD,26.90,1,2,568.3,0.45225625,7.957747155,NON GIRDLED,19.40,225
MFA025,MFA,Michigan Facet Site,025,PIST,C,LIVE,36.00,1,2,1017.9,0.81,7.957747155,953A,17.00,225
MFA026,MFA,Michigan Facet Site,026,ACRU,I,LIVE,11.80,1,2,109.4,0.205976331,18.83490451,951A,12.19,226
MFA027,MFA,Michigan Facet Site,027,ACRU,I,LIVE,21.40,1,2,359.7,0.286225,7.957747155,950A,12.15,227
MFA028,MFA,Michigan Facet Site,028,ACRU,I,LIVE,15.10,1,2,179.1,0.337292899,18.83490451,952A,11.66,226
MFA029,MFA,Michigan Facet Site,029,ACRU,C,LIVE,24.50,1,2,471.4,0.37515625,7.957747155,CLUMP,19.80,197
MFA030,MFA,Michigan Facet Site,030,ACRU,C,LIVE,20.70,1,2,336.5,0.26780625,7.957747155,CLUMP,19.30,193
MFA031,MFA,Michigan Facet Site,031,QURU,S,LIVE,19.90,1,2,311.0,0.585813609,18.83490451,,12.35,164
MFA032,MFA,Michigan Facet Site,032,ACRU,I,LIVE,16.10,1,2,203.6,0.383446746,18.83490451,,11.89,170
MFA033,MFA,Michigan Facet Site,033,QURU,I,LIVE,26.40,1,2,547.4,0.4356,7.957747155,,8.36,177
MFA034,MFA,Michigan Facet Site,034,ACRU,I,LIVE,17.10,1,2,229.7,0.432559172,18.83490451,,7.50,170
MFA035,MFA,Michigan Facet Site,035,ACRU,S,LIVE,10.20,1,2,81.7,0.153905325,18.83490451,,3.98,176
MFA036,MFA,Michigan Facet Site,036,QURU,C,LIVE,23.30,1,2,426.4,0.33930625,7.957747155,,9.56,155
MFA037,MFA,Michigan Facet Site,037,QURU,C,LIVE,29.40,1,2,678.9,0.540225,7.957747155,,11.44,152
MFA038,MFA,Michigan Facet Site,038,QURU,D,LIVE,38.80,1,2,1182.4,0.9409,7.957747155,,17.75,153
MFA039,MFA,Michigan Facet Site,039,POGR,*,DEAD,29.90,1,2,702.2,0.55875625,7.957747155,,16.00,137
MFA040,MFA,Michigan Facet Site,040,PIST,C,LIVE,21.80,1,2,373.3,0.297025,7.957747155,,10.75,133
MFA041,MFA,Michigan Facet Site,041,FAGR,I,LIVE,19.90,1,2,311.0,0.585813609,18.83490451,,8.83,133
MFA042,MFA,Michigan Facet Site,042,QURU,I,LIVE,21.10,1,2,349.7,0.27825625,7.957747155,,6.95,136
MFA043,MFA,Michigan Facet Site,043,PIST,S,LIVE,14.30,1,2,160.6,0.3025,18.83490451,,6.75,137
MFA044,MFA,Michigan Facet Site,044,QURU,D,LIVE,48.10,1,2,1817.1,1.44600625,7.957747155,wound,2.14,113
MFA045,MFA,Michigan Facet Site,045,ACRU,I,LIVE,15.20,1,2,181.5,0.341775148,18.83490451,,9.32,100
MFA046,MFA,Michigan Facet Site,046,red pine,D,LIVE,47.50,1,2,1772.1,1.41015625,7.957747155,,12.75,99
MFA047,MFA,Michigan Facet Site,047,POGR,*,DEAD,21.40,1,2,359.7,0.286225,7.957747155,,15.82,124
MFA048,MFA,Michigan Facet Site,048,POGR,*,DEAD,34.00,1,2,907.9,0.7225,7.957747155,,15.36,118
MFA049,MFA,Michigan Facet Site,049,POGR,*,DEAD,27.00,1,2,572.6,0.455625,7.957747155,,16.30,110
MFA050,MFA,Michigan Facet Site,050,red pine,I,LIVE,21.20,1,2,353.0,0.2809,7.957747155,,19.70,105
MFA051,MFA,Michigan Facet Site,051,PIST,I,LIVE,41.10,1,2,1326.7,1.05575625,7.957747155,,14.95,77
MFA052,MFA,Michigan Facet Site,052,POGR,*,DEAD,37.60,1,2,1110.4,0.8836,7.957747155,,13.39,60
MFA053,MFA,Michigan Facet Site,053,PIST,I,LIVE,26.20,1,2,539.1,0.429025,7.957747155,,16.95,52
MFA054,MFA,Michigan Facet Site,054,QURU,C,LIVE,31.20,1,2,764.5,0.6084,7.957747155,,12.33,50
MFA055,MFA,Michigan Facet Site,055,POGR,*,DEAD,22.60,1,2,401.1,0.319225,7.957747155,,4.78,16
MFA056,MFA,Michigan Facet Site,056,ACRU,I,LIVE,17.20,1,2,232.4,0.437633136,18.83490451,,3.59,15
MFA057,MFA,Michigan Facet Site,057,ACSA,S,LIVE,12.50,1,2,122.7,0.231139053,18.83490451,,4.30,5
MFA058,MFA,Michigan Facet Site,058,ACSA,S,LIVE,10.30,1,2,83.3,0.15693787,18.83490451,,4.74,5
MFA059,MFA,Michigan Facet Site,059,ACSA,S,LIVE,12.60,1,2,124.7,0.234852071,18.83490451,,5.40,7
MFA060,MFA,Michigan Facet Site,060,FAGR,S,LIVE,10.50,1,2,86.6,0.163091716,18.83490451,,3.20,3
MFA061,MFA,Michigan Facet Site,061,POGR,*,DEAD,31.10,1,2,759.6,0.60450625,7.957747155,,9.30,21
MFA062,MFA,Michigan Facet Site,062,ACPE,I,LIVE,12.50,1,2,122.7,0.231139053,18.83490451,,9.65,16
MFA063,MFA,Michigan Facet Site,063,POGR,*,DEAD,31.10,1,2,759.6,0.60450625,7.957747155,,8.88,10
MFA064,MFA,Michigan Facet Site,064,POGR,*,DEAD,40.50,1,2,1288.2,1.02515625,7.957747155,"no girdle, broken snag",11.70,0
MFB001,MFB,Michigan Facet Site,001,ACRU,C,LIVE,24.00,1,2,452.4,0.36,7.957747155,,2.17,324
MFB002,MFB,Michigan Facet Site,002,ACRU,C,LIVE,22.40,1,2,394.1,0.3136,7.957747155,,2.74,312
MFB003,MFB,Michigan Facet Site,003,ACRU,C,LIVE,24.40,1,2,467.6,0.3721,7.957747155,,2.72,310
MFB004,MFB,Michigan Facet Site,004,ACRU,C,LIVE,22.70,1,2,404.7,0.32205625,7.957747155,,2.05,309
MFB005,MFB,Michigan Facet Site,005,POGR,*,DEAD,39.40,1,0,1219.2,0.970225,7.957747155,,8.54,325
MFB006,MFB,Michigan Facet Site,006,PIST,I,LIVE,14.50,1,2,165.1,0.31102071,18.83490451,,11.53,347
MFB007,MFB,Michigan Facet Site,007,POGR,*,DEAD,34.10,1,2,913.3,0.72675625,7.957747155,,13.12,325
MFB008,MFB,Michigan Facet Site,008,POGR,*,DEAD,37.00,1,2,1075.2,0.855625,7.957747155,,10.74,320
MFB009,MFB,Michigan Facet Site,009,POGR,*,DEAD,27.10,1,2,576.8,0.45900625,7.957747155,,13.49,322
MFB010,MFB,Michigan Facet Site,010,PIST,D,LIVE,22.70,1,2,404.7,0.32205625,7.957747155,,17.78,317
MFB011,MFB,Michigan Facet Site,011,QURU,D,LIVE,33.10,1,2,860.5,0.68475625,7.957747155,,19.24,295
MFB012,MFB,Michigan Facet Site,012,QURU,C,LIVE,39.90,1,2,1250.4,0.99500625,7.957747155,,13.88,273
MFB013,MFB,Michigan Facet Site,013,BEPA,*,DEAD,14.60,1,2,167.4,0.315325444,18.83490451,,12.61,280
MFB014,MFB,Michigan Facet Site,014,ACRU,S,LIVE,14.00,1,2,153.9,0.289940828,18.83490451,,12.37,281
MFB015,MFB,Michigan Facet Site,015,ACRU,S,LIVE,17.10,1,2,229.7,0.432559172,18.83490451,,12.24,283
MFB016,MFB,Michigan Facet Site,016,ACRU,S,LIVE,10.50,1,2,86.6,0.163091716,18.83490451,,11.95,283
MFB017,MFB,Michigan Facet Site,017,PIST,C,LIVE,16.40,1,2,211.2,0.397869822,18.83490451,,7.51,285
MFB018,MFB,Michigan Facet Site,018,ACRU,S,LIVE,14.10,1,2,156.1,0.294097633,18.83490451,,12.53,272
MFB019,MFB,Michigan Facet Site,019,PIST,C,LIVE,27.80,1,2,607.0,0.483025,7.957747155,,18.24,253
MFB020,MFB,Michigan Facet Site,020,PIST,C,LIVE,24.20,1,2,460.0,0.366025,7.957747155,,17.43,250
MFB021,MFB,Michigan Facet Site,021,POGR,*,DEAD,27.40,1,0,589.6,0.469225,7.957747155,NO CORE,18.00,232
MFB022,MFB,Michigan Facet Site,022,POGR,*,DEAD,23.10,1,0,419.1,0.33350625,7.957747155,NO CORE,14.90,240
MFB023,MFB,Michigan Facet Site,023,PIST,S,LIVE,11.00,1,2,95.0,0.178994083,18.83490451,,12.40,253
MFB024,MFB,Michigan Facet Site,024,PIST,S,LIVE,14.80,1,2,172.0,0.324023669,18.83490451,,12.21,252
MFB025,MFB,Michigan Facet Site,025,POST,I,LIVE,13.70,1,2,147.4,0.277647929,18.83490451,,9.72,252
MFB026,MFB,Michigan Facet Site,026,QURU,C,LIVE,11.30,1,2,100.3,0.188890533,18.83490451,,9.54,260
MFB027,MFB,Michigan Facet Site,027,PIST,C,LIVE,31.40,1,2,774.4,0.616225,7.957747155,,13.83,225
MFB028,MFB,Michigan Facet Site,028,PIST,C,LIVE,24.00,1,2,452.4,0.36,7.957747155,,12.95,224
MFB029,MFB,Michigan Facet Site,029,PIST,C,LIVE,32.20,1,2,814.3,0.648025,7.957747155,,12.25,220
MFB030,MFB,Michigan Facet Site,030,PIST,S,LIVE,11.20,1,2,98.5,0.18556213,18.83490451,"resin, split",3.99,220
MFB031,MFB,Michigan Facet Site,031,PIST,I,LIVE,11.50,1,2,103.9,0.195636095,18.83490451,,4.99,190
MFB032,MFB,Michigan Facet Site,032,PIST,S,LIVE,17.50,1,2,240.5,0.453032544,18.83490451,,10.80,197
MFB033,MFB,Michigan Facet Site,033,ACRU,*,DEAD,17.50,1,2,240.5,0.453032544,18.83490451,,11.02,203
MFB034,MFB,Michigan Facet Site,034,ACRU,*,DEAD,18.00,1,2,254.5,0.479289941,18.83490451,,11.25,203
MFB035,MFB,Michigan Facet Site,035,BEPA,*,DEAD,32.20,1,0,814.3,0.648025,7.957747155,NO CORE,12.18,200
MFB036,MFB,Michigan Facet Site,036,BEPA,*,DEAD,30.90,1,0,749.9,0.59675625,7.957747155,NO CORE,11.53,198
MFB037,MFB,Michigan Facet Site,037,ACRU,I,LIVE,20.20,1,2,320.5,0.255025,7.957747155,,14.69,197
MFB038,MFB,Michigan Facet Site,038,QURU,C,LIVE,36.70,1,2,1057.8,0.84180625,7.957747155,67A,16.05,196
MFB039,MFB,Michigan Facet Site,039,PIST,S,LIVE,20.30,1,2,323.7,0.25755625,7.957747155,68A,19.46,195
MFB040,MFB,Michigan Facet Site,040,PIST,D,LIVE,47.30,1,2,1757.2,1.39830625,7.957747155,66A,17.39,177
MFB041,MFB,Michigan Facet Site,041,PIST,I,LIVE,10.40,1,2,84.9,0.16,18.83490451,,7.64,180
MFB042,MFB,Michigan Facet Site,042,PIST,C,LIVE,12.90,1,2,130.7,0.246168639,18.83490451,,8.74,164
MFB043,MFB,Michigan Facet Site,043,PIST,C,LIVE,13.30,1,2,138.9,0.261671598,18.83490451,,9.67,155
MFB044,MFB,Michigan Facet Site,044,PIST,D,LIVE,34.90,1,2,956.6,0.76125625,7.957747155,,10.10,135
MFB045,MFB,Michigan Facet Site,045,MAPLE,*,DEAD,22.40,1,1,394.1,0.3136,7.957747155,"no girdle, yes core, B core broke to pieces while mounting",9.15,137
MFB046,MFB,Michigan Facet Site,046,POGR,*,DEAD,28.40,1,2,633.5,0.5041,7.957747155,61A,19.40,132
MFB047,MFB,Michigan Facet Site,047,PIST,D,LIVE,36.90,1,2,1069.4,0.85100625,7.957747155,"112A, 2 bands",17.12,123
MFB048,MFB,Michigan Facet Site,048,POGR,*,DEAD,18.50,1,0,268.8,0.506286982,18.83490451,"no core, rotten, no girdle",12.09,125
MFB049,MFB,Michigan Facet Site,049,PIST,S,LIVE,10.60,1,2,88.2,0.166213018,18.83490451,,8.57,108
MFB050,MFB,Michigan Facet Site,050,BEPA,*,DEAD,27.80,1,0,607.0,0.483025,7.957747155,no core,1.11,100
MFB051,MFB,Michigan Facet Site,051,POGR,*,DEAD,27.50,1,0,594.0,0.47265625,7.957747155,"no core, no girdle",10.93,100
MFB052,MFB,Michigan Facet Site,052,QURU,*,DEAD,30.80,1,2,745.1,0.5929,7.957747155,next to 051,11.61,100
MFB053,MFB,Michigan Facet Site,053,PIST,C,LIVE,32.50,1,2,829.6,0.66015625,7.957747155,,13.72,99
MFB054,MFB,Michigan Facet Site,054,POGR,*,DEAD,25.40,1,0,506.7,0.403225,7.957747155,"rotten, no core, no girdle",15.39,97
MFB055,MFB,Michigan Facet Site,055,POGR,*,DEAD,31.50,1,0,779.3,0.62015625,7.957747155,"rotten, no core, no girdle",16.75,102
MFB056,MFB,Michigan Facet Site,056,ACRU,C,LIVE,23.30,1,2,426.4,0.33930625,7.957747155,,16.15,85
MFB057,MFB,Michigan Facet Site,057,QURU,C,LIVE,38.30,1,2,1152.1,0.91680625,7.957747155,close to 058,16.55,75
MFB058,MFB,Michigan Facet Site,058,QURU,C,LIVE,40.60,1,2,1294.6,1.030225,7.957747155,close to 057,15.82,75
MFB059,MFB,Michigan Facet Site,059,QURU,*,DEAD,13.80,1,2,149.6,0.281715976,18.83490451,yes core,12.79,70
MFB060,MFB,Michigan Facet Site,060,QURU,C,LIVE,39.90,1,2,1250.4,0.99500625,7.957747155,,12.73,70
MFB061,MFB,Michigan Facet Site,061,PIST,S,LIVE,16.50,1,2,213.8,0.402736686,18.83490451,,2.28,35
MFB062,MFB,Michigan Facet Site,062,ACRU,I,LIVE,19.80,1,2,307.9,0.579940828,18.83490451,,9.13,45
MFB063,MFB,Michigan Facet Site,063,ACRU,I,LIVE,19.30,1,2,292.6,0.55102071,18.83490451,,8.70,43
MFB064,MFB,Michigan Facet Site,064,ACRU,I,LIVE,15.60,1,2,191.1,0.36,18.83490451,,8.92,42
MFB065,MFB,Michigan Facet Site,065,PIST,I,LIVE,21.50,1,2,363.1,0.28890625,7.957747155,,11.54,43
MFB066,MFB,Michigan Facet Site,066,PIST,C,LIVE,23.50,1,2,433.7,0.34515625,7.957747155,,17.14,258
MFB067,MFB,Michigan Facet Site,067,ACRU,C,LIVE,26.30,1,2,543.3,0.43230625,7.957747155,clump of 4,19.94,4
MFB068,MFB,Michigan Facet Site,068,ACRU,C,LIVE,25.50,1,2,510.7,0.40640625,7.957747155,clump of 4,19.50,2
MFB069,MFB,Michigan Facet Site,069,POGR,*,DEAD,39.40,1,0,1219.2,0.970225,7.957747155,no core,18.00,348
MFB070,MFB,Michigan Facet Site,070,POGR,*,DEAD,40.80,1,0,1307.4,1.0404,7.957747155,no core,18.55,345
MFB071,MFB,Michigan Facet Site,071,POGR,*,DEAD,32.60,1,0,834.7,0.664225,7.957747155,no core,16.00,344
MMA001,MMA,Morgan Monroe State Park,001,ACSA,I,LIVE,29.47,1,2,682.1,0.542800563,7.957747155,,8.28,76
MMA002,MMA,Morgan Monroe State Park,002,ACSA,S,LIVE,12.39,1,2,120.6,0.227088905,18.83490451,,8.42,70
MMA003,MMA,Morgan Monroe State Park,003,ACSA,C,LIVE,33.27,1,2,869.4,0.691808063,7.957747155,,12.23,72
MMA004,MMA,Morgan Monroe State Park,004,SAAL,S,LIVE,15.89,1,2,198.3,0.373509024,18.83490451,,5.64,6
MMA005,MMA,Morgan Monroe State Park,005,ACSA,C,LIVE,20.10,1,2,317.3,0.25250625,7.957747155,,10.48,326
MMA006,MMA,Morgan Monroe State Park,006,ACSA,C,LIVE,31.21,1,2,765.0,0.608790063,7.957747155,,11.25,295
MMA007,MMA,Morgan Monroe State Park,007,FRAX,C,LIVE,51.27,1,2,2064.5,1.642883063,7.957747155,,8.36,288
MMA008,MMA,Morgan Monroe State Park,008,ACSA,I,LIVE,24.98,1,2,490.1,0.39000025,7.957747155,,8.25,292
MMA009,MMA,Morgan Monroe State Park,009,ACSA,C,LIVE,32.89,1,2,849.6,0.676095063,7.957747155,,6.26,301
MMA010,MMA,Morgan Monroe State Park,010,ACSA,C,LIVE,28.18,1,2,623.7,0.49632025,7.957747155,,9.55,323
MMA011,MMA,Morgan Monroe State Park,011,ACSA,S,LIVE,10.88,1,2,93.0,0.175110059,18.83490451,,2.53,323
MMA012,MMA,Morgan Monroe State Park,012,ACSA,I,LIVE,21.78,1,2,372.6,0.29648025,7.957747155,,3.72,205
MMA013,MMA,Morgan Monroe State Park,013,ACSA,I,LIVE,15.91,1,2,198.8,0.374449852,18.83490451,,7.02,174
MMA014,MMA,Morgan Monroe State Park,014,QURU,C,LIVE,35.42,1,2,985.3,0.78411025,7.957747155,,8.28,160
MMA015,MMA,Morgan Monroe State Park,015,QUAL,I,LIVE,24.90,1,2,487.0,0.38750625,7.957747155,,8.24,142
MMA016,MMA,Morgan Monroe State Park,016,ACSA,C,LIVE,39.62,1,2,1232.9,0.98109025,7.957747155,,11.50,125
MMA017,MMA,Morgan Monroe State Park,017,ACSA,I,LIVE,30.78,1,2,744.1,0.59213025,7.957747155,,4.90,125
MMA018,MMA,Morgan Monroe State Park,018,QURU,D,LIVE,97.27,1,2,7431.0,5.913408063,7.957747155,,8.26,109
MMA019,MMA,Morgan Monroe State Park,019,ACSA,C,LIVE,29.78,1,2,696.5,0.55428025,7.957747155,,13.60,89
MMA020,MMA,Morgan Monroe State Park,020,ACSA,C,LIVE,38.29,1,2,1151.5,0.916327563,7.957747155,,15.88,105
