"","xxxstd","samp.depth"
"1904",1.46527761635086,1
"1905",0.908328972463682,2
"1906",0.933129217894026,3
"1907",0.957335982142661,3
"1908",1.06288415874601,4
"1909",1.00180792315294,4
"1910",0.727269487918538,4
"1911",1.1881482613041,4
"1912",1.18323863428883,4
"1913",0.666670267281182,4
"1914",0.847937731009499,4
"1915",1.57626103676294,4
"1916",1.26096232251249,4
"1917",0.82927330294923,4
"1918",0.656890782603119,4
"1919",0.680104002825449,4
"1920",0.867648660244845,4
"1921",0.938527907266655,4
"1922",0.961924994487844,4
"1923",0.877098777730034,4
"1924",1.34300546451186,4
"1925",0.952722106382362,5
"1926",0.894282892627067,5
"1927",1.26458742278147,5
"1928",1.16516396395447,5
"1929",0.862582911703651,5
"1930",0.906485169298123,5
"1931",1.04309595416305,5
"1932",0.892171522316925,5
"1933",0.492464402538779,5
"1934",1.27407366600763,5
"1935",0.968059230489555,5
"1936",0.580118896597904,5
"1937",1.70142875707876,5
"1938",1.42205795533364,5
"1939",0.820187239950463,5
"1940",0.708666590621859,5
"1941",1.01325938215704,5
"1942",1.03476768451749,5
"1943",0.531164622346933,5
"1944",0.542618488939704,5
"1945",1.67742223944376,5
"1946",0.957728436954946,6
"1947",1.10129100120715,6
"1948",1.14803402748674,6
"1949",1.04211754586964,6
"1950",0.922700152365163,6
"1951",1.18187089650929,6
"1952",1.03567597656877,6
"1953",0.86436024916978,6
"1954",1.12265005831226,6
"1955",1.45639413399046,6
"1956",0.912934748269957,7
"1957",0.769694875088853,7
"1958",0.88887812418709,7
"1959",0.259076216211679,8
"1960",0.365886583813178,8
"1961",0.388006393671283,8
"1962",1.07973148859809,9
"1963",1.19490598441496,9
"1964",1.11693043106925,9
"1965",1.51107226649038,10
"1966",1.02846077508526,10
"1967",0.985550292031028,10
"1968",1.0306131000369,10
"1969",0.990238176338611,10
"1970",0.780441791246649,11
"1971",0.802449594128887,11
"1972",0.76225340942501,11
"1973",0.742648879159989,11
"1974",1.09090029169289,11
"1975",1.15939631898766,11
"1976",1.16334857914422,11
"1977",0.965972713979289,11
"1978",0.986559007775431,11
"1979",1.14816386835069,11
"1980",1.22876431195246,11
"1981",0.96973039311747,11
"1982",1.2603081642244,11
"1983",0.861042480344683,11
"1984",0.537824478478577,11
"1985",0.849720548998763,11
"1986",0.926086122000954,11
"1987",1.11118638127612,11
"1988",0.672946659672602,11
"1989",0.987245774728678,11
"1990",0.872048993393142,11
"1991",0.697159729827078,11
"1992",1.5914760015668,11
"1993",0.956071009978642,11
"1994",0.754954499360138,11
"1995",1.24441520855977,11
"1996",0.756898266402259,11
"1997",1.19772755821511,11
"1998",1.13008748476337,11
"1999",0.916757986225214,11
"2000",0.972732685305612,11
"2001",1.1689171478687,11
"2002",1.03518607997977,11
"2003",1.1249007871232,11
"2004",0.721621368597949,11
"2005",0.969680500030787,11
"2006",1.13831670045344,11
"2007",0.694414407010122,11
"2008",0.98050967921926,11
"2009",0.818031024076454,11
"2010",0.920540108057863,11
"2011",0.865090191381828,11
"2012",1.06225166921888,11
"2013",1.65875323515312,11
"2014",0.331948716585028,3
